#########Federated Learning using Rankings############
fraction of maliciou clients: 0.30 | total number of malicious clients: 300
e 0 | malicious users: 8 | test acc 0.0999 test loss 2.302109 best test_acc 0.0999
e 1 | malicious users: 12 | test acc 0.1000 test loss 2.300317 best test_acc 0.1000
e 2 | malicious users: 5 | test acc 0.0994 test loss 2.301674 best test_acc 0.1000
e 3 | malicious users: 10 | test acc 0.1377 test loss 2.294163 best test_acc 0.1377
e 4 | malicious users: 10 | test acc 0.1463 test loss 2.294920 best test_acc 0.1463
e 5 | malicious users: 5 | test acc 0.1410 test loss 2.270279 best test_acc 0.1463
e 6 | malicious users: 7 | test acc 0.1247 test loss 2.288078 best test_acc 0.1463
e 7 | malicious users: 5 | test acc 0.1652 test loss 2.258274 best test_acc 0.1652
e 8 | malicious users: 6 | test acc 0.1658 test loss 2.223881 best test_acc 0.1658
e 9 | malicious users: 4 | test acc 0.1096 test loss 2.294429 best test_acc 0.1658
e 10 | malicious users: 6 | test acc 0.1271 test loss 2.231785 best test_acc 0.1658
e 11 | malicious users: 6 | test acc 0.1773 test loss 2.236725 best test_acc 0.1773
e 12 | malicious users: 10 | test acc 0.1922 test loss 2.272992 best test_acc 0.1922
e 13 | malicious users: 8 | test acc 0.2012 test loss 2.225482 best test_acc 0.2012
e 14 | malicious users: 6 | test acc 0.1630 test loss 2.226304 best test_acc 0.2012
e 15 | malicious users: 7 | test acc 0.1782 test loss 2.186579 best test_acc 0.2012
e 16 | malicious users: 5 | test acc 0.1631 test loss 2.175644 best test_acc 0.2012
e 17 | malicious users: 10 | test acc 0.1660 test loss 2.171800 best test_acc 0.2012
e 18 | malicious users: 7 | test acc 0.1798 test loss 2.195968 best test_acc 0.2012
e 19 | malicious users: 8 | test acc 0.1974 test loss 2.099980 best test_acc 0.2012
e 20 | malicious users: 9 | test acc 0.2257 test loss 2.116612 best test_acc 0.2257
e 21 | malicious users: 9 | test acc 0.1748 test loss 2.095199 best test_acc 0.2257
e 22 | malicious users: 8 | test acc 0.2281 test loss 2.062909 best test_acc 0.2281
e 23 | malicious users: 9 | test acc 0.2339 test loss 2.077122 best test_acc 0.2339
e 24 | malicious users: 9 | test acc 0.2068 test loss 2.070985 best test_acc 0.2339
e 25 | malicious users: 4 | test acc 0.2163 test loss 2.041382 best test_acc 0.2339
e 26 | malicious users: 6 | test acc 0.1874 test loss 2.074987 best test_acc 0.2339
e 27 | malicious users: 5 | test acc 0.2163 test loss 2.032476 best test_acc 0.2339
e 28 | malicious users: 12 | test acc 0.2125 test loss 2.024300 best test_acc 0.2339
e 29 | malicious users: 6 | test acc 0.2287 test loss 2.005478 best test_acc 0.2339
e 30 | malicious users: 8 | test acc 0.2274 test loss 2.040521 best test_acc 0.2339
e 31 | malicious users: 6 | test acc 0.2114 test loss 2.031735 best test_acc 0.2339
