=> Saving data in Logs/MNISTmy_attack_defense~try=3
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  iid
batch size is :  32
test batch size is:  128
use_cuda:  True
type of FL:  my_attack_defense
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 5 | test acc 0.1928 test loss 2.290637 best test_acc 0.1928
e 1 | malicious users: 5 | test acc 0.2310 test loss 2.281643 best test_acc 0.2310
e 2 | malicious users: 5 | test acc 0.3170 test loss 2.267559 best test_acc 0.3170
e 3 | malicious users: 5 | test acc 0.3593 test loss 2.250077 best test_acc 0.3593
e 4 | malicious users: 5 | test acc 0.2585 test loss 2.228650 best test_acc 0.3593
e 5 | malicious users: 5 | test acc 0.4195 test loss 2.192648 best test_acc 0.4195
e 6 | malicious users: 5 | test acc 0.5028 test loss 2.139262 best test_acc 0.5028
e 7 | malicious users: 5 | test acc 0.5420 test loss 2.059893 best test_acc 0.5420
e 8 | malicious users: 5 | test acc 0.6749 test loss 1.957030 best test_acc 0.6749
e 9 | malicious users: 5 | test acc 0.4836 test loss 1.806690 best test_acc 0.6749
e 10 | malicious users: 5 | test acc 0.6673 test loss 1.625243 best test_acc 0.6749
e 11 | malicious users: 5 | test acc 0.6648 test loss 1.394931 best test_acc 0.6749
e 12 | malicious users: 5 | test acc 0.6489 test loss 1.287883 best test_acc 0.6749
e 13 | malicious users: 5 | test acc 0.6592 test loss 1.194496 best test_acc 0.6749
e 14 | malicious users: 5 | test acc 0.6871 test loss 1.146116 best test_acc 0.6871
e 15 | malicious users: 5 | test acc 0.6995 test loss 1.052788 best test_acc 0.6995
e 16 | malicious users: 5 | test acc 0.6673 test loss 1.155631 best test_acc 0.6995
e 17 | malicious users: 5 | test acc 0.7270 test loss 0.963535 best test_acc 0.7270
e 18 | malicious users: 5 | test acc 0.6071 test loss 1.215344 best test_acc 0.7270
e 19 | malicious users: 5 | test acc 0.7436 test loss 1.007106 best test_acc 0.7436
e 20 | malicious users: 5 | test acc 0.6723 test loss 1.016289 best test_acc 0.7436
e 21 | malicious users: 5 | test acc 0.6968 test loss 0.955768 best test_acc 0.7436
e 22 | malicious users: 5 | test acc 0.6712 test loss 1.034652 best test_acc 0.7436
e 23 | malicious users: 5 | test acc 0.7398 test loss 0.882715 best test_acc 0.7436
e 24 | malicious users: 5 | test acc 0.6948 test loss 0.957447 best test_acc 0.7436
e 25 | malicious users: 5 | test acc 0.7700 test loss 0.830299 best test_acc 0.7700
e 26 | malicious users: 5 | test acc 0.7058 test loss 0.963966 best test_acc 0.7700
e 27 | malicious users: 5 | test acc 0.7922 test loss 0.804425 best test_acc 0.7922
e 28 | malicious users: 5 | test acc 0.7148 test loss 0.881081 best test_acc 0.7922
e 29 | malicious users: 5 | test acc 0.8140 test loss 0.818457 best test_acc 0.8140
e 30 | malicious users: 5 | test acc 0.7591 test loss 0.790000 best test_acc 0.8140
e 31 | malicious users: 5 | test acc 0.7580 test loss 0.827477 best test_acc 0.8140
