=> Saving data in Logs/FRL~try=590
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  0.9
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks_Fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 4 | test acc 0.1961 test loss 2.254642 best test_acc 0.1961
e 1 | malicious users: 6 | test acc 0.1576 test loss 2.120694 best test_acc 0.1961
e 2 | malicious users: 6 | test acc 0.4913 test loss 1.785808 best test_acc 0.4913
e 3 | malicious users: 5 | test acc 0.4723 test loss 1.576129 best test_acc 0.4913
e 4 | malicious users: 6 | test acc 0.5518 test loss 1.503303 best test_acc 0.5518
e 5 | malicious users: 5 | test acc 0.5105 test loss 1.421723 best test_acc 0.5518
e 6 | malicious users: 6 | test acc 0.5947 test loss 1.176216 best test_acc 0.5947
e 7 | malicious users: 5 | test acc 0.6460 test loss 1.072919 best test_acc 0.6460
e 8 | malicious users: 7 | test acc 0.7271 test loss 0.897296 best test_acc 0.7271
e 9 | malicious users: 6 | test acc 0.6987 test loss 0.888810 best test_acc 0.7271
e 10 | malicious users: 5 | test acc 0.7063 test loss 0.889597 best test_acc 0.7271
e 11 | malicious users: 6 | test acc 0.6871 test loss 0.913133 best test_acc 0.7271
e 12 | malicious users: 3 | test acc 0.6621 test loss 0.948122 best test_acc 0.7271
e 13 | malicious users: 8 | test acc 0.7715 test loss 0.804359 best test_acc 0.7715
e 14 | malicious users: 5 | test acc 0.7765 test loss 0.634945 best test_acc 0.7765
e 15 | malicious users: 2 | test acc 0.7308 test loss 0.809756 best test_acc 0.7765
e 16 | malicious users: 4 | test acc 0.8625 test loss 0.795943 best test_acc 0.8625
e 17 | malicious users: 3 | test acc 0.8905 test loss 0.462050 best test_acc 0.8905
e 18 | malicious users: 10 | test acc 0.7996 test loss 0.589177 best test_acc 0.8905
e 19 | malicious users: 6 | test acc 0.7626 test loss 0.830058 best test_acc 0.8905
e 20 | malicious users: 4 | test acc 0.8039 test loss 0.659422 best test_acc 0.8905
e 21 | malicious users: 3 | test acc 0.7940 test loss 0.734636 best test_acc 0.8905
e 22 | malicious users: 2 | test acc 0.8571 test loss 0.518546 best test_acc 0.8905
e 23 | malicious users: 4 | test acc 0.7919 test loss 0.670720 best test_acc 0.8905
e 24 | malicious users: 8 | test acc 0.8253 test loss 0.546786 best test_acc 0.8905
e 25 | malicious users: 3 | test acc 0.8259 test loss 0.609042 best test_acc 0.8905
e 26 | malicious users: 5 | test acc 0.8282 test loss 0.519288 best test_acc 0.8905
e 27 | malicious users: 2 | test acc 0.7707 test loss 0.726688 best test_acc 0.8905
e 28 | malicious users: 6 | test acc 0.7699 test loss 0.654608 best test_acc 0.8905
e 29 | malicious users: 3 | test acc 0.6813 test loss 0.869813 best test_acc 0.8905
e 30 | malicious users: 7 | test acc 0.7976 test loss 0.710242 best test_acc 0.8905
e 31 | malicious users: 6 | test acc 0.8849 test loss 0.476490 best test_acc 0.8905
e 32 | malicious users: 3 | test acc 0.8332 test loss 0.543850 best test_acc 0.8905
e 33 | malicious users: 8 | test acc 0.7590 test loss 0.672001 best test_acc 0.8905
e 34 | malicious users: 5 | test acc 0.8058 test loss 0.589061 best test_acc 0.8905
e 35 | malicious users: 8 | test acc 0.7814 test loss 0.637789 best test_acc 0.8905
e 36 | malicious users: 10 | test acc 0.7831 test loss 0.605425 best test_acc 0.8905
e 37 | malicious users: 6 | test acc 0.8279 test loss 0.571224 best test_acc 0.8905
e 38 | malicious users: 4 | test acc 0.8569 test loss 0.529203 best test_acc 0.8905
e 39 | malicious users: 8 | test acc 0.7695 test loss 0.626884 best test_acc 0.8905
e 40 | malicious users: 3 | test acc 0.7893 test loss 0.660947 best test_acc 0.8905
e 41 | malicious users: 7 | test acc 0.8781 test loss 0.576362 best test_acc 0.8905
e 42 | malicious users: 3 | test acc 0.8709 test loss 0.590468 best test_acc 0.8905
e 43 | malicious users: 6 | test acc 0.7986 test loss 0.693719 best test_acc 0.8905
e 44 | malicious users: 4 | test acc 0.8489 test loss 0.670352 best test_acc 0.8905
e 45 | malicious users: 4 | test acc 0.9143 test loss 0.400474 best test_acc 0.9143
e 46 | malicious users: 6 | test acc 0.8466 test loss 0.532496 best test_acc 0.9143
e 47 | malicious users: 11 | test acc 0.8103 test loss 0.719987 best test_acc 0.9143
e 48 | malicious users: 5 | test acc 0.7971 test loss 0.628993 best test_acc 0.9143
e 49 | malicious users: 4 | test acc 0.8432 test loss 0.484210 best test_acc 0.9143
e 50 | malicious users: 3 | test acc 0.7811 test loss 0.688180 best test_acc 0.9143
e 51 | malicious users: 7 | test acc 0.8370 test loss 0.542005 best test_acc 0.9143
e 52 | malicious users: 4 | test acc 0.7980 test loss 0.674182 best test_acc 0.9143
e 53 | malicious users: 2 | test acc 0.8176 test loss 0.555094 best test_acc 0.9143
e 54 | malicious users: 3 | test acc 0.8642 test loss 0.640396 best test_acc 0.9143
e 55 | malicious users: 6 | test acc 0.7673 test loss 0.635880 best test_acc 0.9143
e 56 | malicious users: 4 | test acc 0.8427 test loss 0.617416 best test_acc 0.9143
e 57 | malicious users: 4 | test acc 0.8808 test loss 0.387774 best test_acc 0.9143
e 58 | malicious users: 3 | test acc 0.7754 test loss 0.822939 best test_acc 0.9143
e 59 | malicious users: 5 | test acc 0.8380 test loss 0.494665 best test_acc 0.9143
e 60 | malicious users: 6 | test acc 0.9170 test loss 0.409288 best test_acc 0.9170
e 61 | malicious users: 4 | test acc 0.7889 test loss 0.539258 best test_acc 0.9170
e 62 | malicious users: 6 | test acc 0.8490 test loss 0.637423 best test_acc 0.9170
e 63 | malicious users: 4 | test acc 0.8978 test loss 0.455616 best test_acc 0.9170
e 64 | malicious users: 6 | test acc 0.7952 test loss 0.648926 best test_acc 0.9170
e 65 | malicious users: 4 | test acc 0.8202 test loss 0.520339 best test_acc 0.9170
e 66 | malicious users: 9 | test acc 0.8943 test loss 0.481590 best test_acc 0.9170
e 67 | malicious users: 7 | test acc 0.8229 test loss 0.554249 best test_acc 0.9170
e 68 | malicious users: 3 | test acc 0.8363 test loss 0.552382 best test_acc 0.9170
e 69 | malicious users: 4 | test acc 0.8397 test loss 0.533172 best test_acc 0.9170
e 70 | malicious users: 6 | test acc 0.7545 test loss 0.666171 best test_acc 0.9170
e 71 | malicious users: 6 | test acc 0.8564 test loss 0.592379 best test_acc 0.9170
e 72 | malicious users: 5 | test acc 0.8955 test loss 0.393586 best test_acc 0.9170
e 73 | malicious users: 8 | test acc 0.7502 test loss 0.729643 best test_acc 0.9170
e 74 | malicious users: 2 | test acc 0.7570 test loss 0.666325 best test_acc 0.9170
e 75 | malicious users: 4 | test acc 0.8079 test loss 0.556701 best test_acc 0.9170
e 76 | malicious users: 4 | test acc 0.7394 test loss 0.704191 best test_acc 0.9170
