=> Saving data in Logs/FRL~try=729
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  0.9
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  FRL_defense_Fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.00 | total number of malicious clients: 0
e 0 | malicious users: 0 | test acc 0.1881 test loss 2.240557 best test_acc 0.1881
e 1 | malicious users: 0 | test acc 0.5844 test loss 2.083412 best test_acc 0.5844
e 2 | malicious users: 0 | test acc 0.5470 test loss 1.875730 best test_acc 0.5844
e 3 | malicious users: 0 | test acc 0.5893 test loss 1.519304 best test_acc 0.5893
e 4 | malicious users: 0 | test acc 0.6097 test loss 1.612475 best test_acc 0.6097
e 5 | malicious users: 0 | test acc 0.6237 test loss 1.180037 best test_acc 0.6237
e 6 | malicious users: 0 | test acc 0.6738 test loss 1.120294 best test_acc 0.6738
e 7 | malicious users: 0 | test acc 0.7508 test loss 0.818535 best test_acc 0.7508
e 8 | malicious users: 0 | test acc 0.7757 test loss 0.861197 best test_acc 0.7757
e 9 | malicious users: 0 | test acc 0.7058 test loss 0.842492 best test_acc 0.7757
e 10 | malicious users: 0 | test acc 0.8555 test loss 0.689008 best test_acc 0.8555
e 11 | malicious users: 0 | test acc 0.7639 test loss 0.789194 best test_acc 0.8555
e 12 | malicious users: 0 | test acc 0.8649 test loss 0.693304 best test_acc 0.8649
e 13 | malicious users: 0 | test acc 0.7907 test loss 0.712072 best test_acc 0.8649
e 14 | malicious users: 0 | test acc 0.8134 test loss 0.590889 best test_acc 0.8649
e 15 | malicious users: 0 | test acc 0.7885 test loss 0.695508 best test_acc 0.8649
e 16 | malicious users: 0 | test acc 0.8269 test loss 0.561024 best test_acc 0.8649
e 17 | malicious users: 0 | test acc 0.7251 test loss 0.801054 best test_acc 0.8649
e 18 | malicious users: 0 | test acc 0.7815 test loss 0.715286 best test_acc 0.8649
e 19 | malicious users: 0 | test acc 0.7819 test loss 0.624173 best test_acc 0.8649
e 20 | malicious users: 0 | test acc 0.9131 test loss 0.466749 best test_acc 0.9131
e 21 | malicious users: 0 | test acc 0.8366 test loss 0.521110 best test_acc 0.9131
e 22 | malicious users: 0 | test acc 0.9004 test loss 0.468740 best test_acc 0.9131
e 23 | malicious users: 0 | test acc 0.8238 test loss 0.537758 best test_acc 0.9131
e 24 | malicious users: 0 | test acc 0.8174 test loss 0.515919 best test_acc 0.9131
e 25 | malicious users: 0 | test acc 0.8474 test loss 0.496222 best test_acc 0.9131
e 26 | malicious users: 0 | test acc 0.9073 test loss 0.451082 best test_acc 0.9131
e 27 | malicious users: 0 | test acc 0.8427 test loss 0.518198 best test_acc 0.9131
e 28 | malicious users: 0 | test acc 0.8633 test loss 0.508287 best test_acc 0.9131
e 29 | malicious users: 0 | test acc 0.9339 test loss 0.346921 best test_acc 0.9339
e 30 | malicious users: 0 | test acc 0.8886 test loss 0.513172 best test_acc 0.9339
e 31 | malicious users: 0 | test acc 0.9235 test loss 0.404788 best test_acc 0.9339
e 32 | malicious users: 0 | test acc 0.9183 test loss 0.344283 best test_acc 0.9339
e 33 | malicious users: 0 | test acc 0.9210 test loss 0.380508 best test_acc 0.9339
e 34 | malicious users: 0 | test acc 0.9037 test loss 0.577965 best test_acc 0.9339
e 35 | malicious users: 0 | test acc 0.9315 test loss 0.274954 best test_acc 0.9339
