=> Saving data in Logs/FRL~try=910
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  0.3
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 5 | test acc 0.0892 test loss 2.280813 best test_acc 0.0892
e 1 | malicious users: 5 | test acc 0.2952 test loss 2.126980 best test_acc 0.2952
e 2 | malicious users: 5 | test acc 0.2847 test loss 1.994009 best test_acc 0.2952
e 3 | malicious users: 5 | test acc 0.3241 test loss 1.933207 best test_acc 0.3241
e 4 | malicious users: 5 | test acc 0.4863 test loss 1.662809 best test_acc 0.4863
e 5 | malicious users: 5 | test acc 0.6062 test loss 1.537899 best test_acc 0.6062
e 6 | malicious users: 5 | test acc 0.5718 test loss 1.677452 best test_acc 0.6062
e 7 | malicious users: 5 | test acc 0.6586 test loss 1.543150 best test_acc 0.6586
e 8 | malicious users: 5 | test acc 0.6229 test loss 1.309526 best test_acc 0.6586
e 9 | malicious users: 5 | test acc 0.6193 test loss 1.303761 best test_acc 0.6586
e 10 | malicious users: 5 | test acc 0.6512 test loss 1.464844 best test_acc 0.6586
e 11 | malicious users: 5 | test acc 0.7913 test loss 1.134913 best test_acc 0.7913
e 12 | malicious users: 5 | test acc 0.7390 test loss 1.083124 best test_acc 0.7913
e 13 | malicious users: 5 | test acc 0.6396 test loss 1.108927 best test_acc 0.7913
e 14 | malicious users: 5 | test acc 0.6718 test loss 1.140681 best test_acc 0.7913
e 15 | malicious users: 5 | test acc 0.6354 test loss 1.078604 best test_acc 0.7913
e 16 | malicious users: 5 | test acc 0.6974 test loss 0.927155 best test_acc 0.7913
e 17 | malicious users: 5 | test acc 0.7139 test loss 1.061841 best test_acc 0.7913
e 18 | malicious users: 5 | test acc 0.6297 test loss 1.321944 best test_acc 0.7913
e 19 | malicious users: 5 | test acc 0.7058 test loss 0.913048 best test_acc 0.7913
