#########Federated Learning using Rankings############
fraction of maliciou clients: 0.10 | total number of malicious clients: 100
e 0 | malicious users: 1 | test acc 0.1002 test loss 2.302563 best test_acc 0.1002
e 1 | malicious users: 0 | test acc 0.1000 test loss 2.300538 best test_acc 0.1002
e 2 | malicious users: 2 | test acc 0.1021 test loss 2.300677 best test_acc 0.1021
e 3 | malicious users: 1 | test acc 0.1221 test loss 2.292580 best test_acc 0.1221
e 4 | malicious users: 4 | test acc 0.1425 test loss 2.281307 best test_acc 0.1425
e 5 | malicious users: 0 | test acc 0.1170 test loss 2.289106 best test_acc 0.1425
e 6 | malicious users: 2 | test acc 0.1786 test loss 2.220368 best test_acc 0.1786
e 7 | malicious users: 4 | test acc 0.1876 test loss 2.274934 best test_acc 0.1876
e 8 | malicious users: 0 | test acc 0.1455 test loss 2.236411 best test_acc 0.1876
e 9 | malicious users: 1 | test acc 0.1377 test loss 2.280484 best test_acc 0.1876
e 10 | malicious users: 2 | test acc 0.1791 test loss 2.172566 best test_acc 0.1876
e 11 | malicious users: 6 | test acc 0.1263 test loss 2.292458 best test_acc 0.1876
e 12 | malicious users: 2 | test acc 0.1362 test loss 2.221887 best test_acc 0.1876
e 13 | malicious users: 3 | test acc 0.1641 test loss 2.267756 best test_acc 0.1876
e 14 | malicious users: 2 | test acc 0.2230 test loss 2.134146 best test_acc 0.2230
e 15 | malicious users: 2 | test acc 0.2522 test loss 2.201328 best test_acc 0.2522
e 16 | malicious users: 0 | test acc 0.2066 test loss 2.215227 best test_acc 0.2522
e 17 | malicious users: 5 | test acc 0.2011 test loss 2.215780 best test_acc 0.2522
e 18 | malicious users: 3 | test acc 0.2321 test loss 2.181675 best test_acc 0.2522
e 19 | malicious users: 4 | test acc 0.1948 test loss 2.196385 best test_acc 0.2522
e 20 | malicious users: 2 | test acc 0.2179 test loss 2.179349 best test_acc 0.2522
e 21 | malicious users: 1 | test acc 0.2290 test loss 2.056202 best test_acc 0.2522
e 22 | malicious users: 4 | test acc 0.2432 test loss 2.159449 best test_acc 0.2522
e 23 | malicious users: 2 | test acc 0.2060 test loss 2.136852 best test_acc 0.2522
e 24 | malicious users: 2 | test acc 0.2504 test loss 2.039061 best test_acc 0.2522
e 25 | malicious users: 4 | test acc 0.2336 test loss 2.094562 best test_acc 0.2522
e 26 | malicious users: 3 | test acc 0.2290 test loss 2.048372 best test_acc 0.2522
e 27 | malicious users: 2 | test acc 0.2299 test loss 2.052359 best test_acc 0.2522
e 28 | malicious users: 6 | test acc 0.2462 test loss 2.089739 best test_acc 0.2522
