=> Saving data in Logs/FRL~try=919
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  0.9
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 5 | test acc 0.1259 test loss 2.182625 best test_acc 0.1259
e 1 | malicious users: 5 | test acc 0.3568 test loss 1.918491 best test_acc 0.3568
e 2 | malicious users: 5 | test acc 0.6837 test loss 1.673452 best test_acc 0.6837
e 3 | malicious users: 5 | test acc 0.5597 test loss 1.487253 best test_acc 0.6837
e 4 | malicious users: 5 | test acc 0.6086 test loss 1.056867 best test_acc 0.6837
e 5 | malicious users: 5 | test acc 0.6181 test loss 1.172946 best test_acc 0.6837
e 6 | malicious users: 5 | test acc 0.5723 test loss 1.135249 best test_acc 0.6837
e 7 | malicious users: 5 | test acc 0.6522 test loss 1.025780 best test_acc 0.6837
e 8 | malicious users: 5 | test acc 0.7567 test loss 0.682733 best test_acc 0.7567
e 9 | malicious users: 5 | test acc 0.7114 test loss 1.017772 best test_acc 0.7567
e 10 | malicious users: 5 | test acc 0.7354 test loss 0.823748 best test_acc 0.7567
e 11 | malicious users: 5 | test acc 0.8563 test loss 0.571994 best test_acc 0.8563
e 12 | malicious users: 5 | test acc 0.6844 test loss 0.943235 best test_acc 0.8563
e 13 | malicious users: 5 | test acc 0.7698 test loss 0.728352 best test_acc 0.8563
e 14 | malicious users: 5 | test acc 0.5958 test loss 1.079740 best test_acc 0.8563
e 15 | malicious users: 5 | test acc 0.8224 test loss 0.585365 best test_acc 0.8563
e 16 | malicious users: 5 | test acc 0.8157 test loss 0.594893 best test_acc 0.8563
e 17 | malicious users: 5 | test acc 0.7867 test loss 0.751635 best test_acc 0.8563
e 18 | malicious users: 5 | test acc 0.8255 test loss 0.657453 best test_acc 0.8563
e 19 | malicious users: 5 | test acc 0.6631 test loss 0.949904 best test_acc 0.8563
e 20 | malicious users: 5 | test acc 0.8311 test loss 0.769297 best test_acc 0.8563
e 21 | malicious users: 5 | test acc 0.8893 test loss 0.428142 best test_acc 0.8893
e 22 | malicious users: 5 | test acc 0.8240 test loss 0.885258 best test_acc 0.8893
e 23 | malicious users: 5 | test acc 0.8575 test loss 0.373102 best test_acc 0.8893
e 24 | malicious users: 5 | test acc 0.7619 test loss 0.838295 best test_acc 0.8893
e 25 | malicious users: 5 | test acc 0.7628 test loss 0.573728 best test_acc 0.8893
e 26 | malicious users: 5 | test acc 0.7916 test loss 0.800474 best test_acc 0.8893
e 27 | malicious users: 5 | test acc 0.8085 test loss 0.516493 best test_acc 0.8893
e 28 | malicious users: 5 | test acc 0.7296 test loss 0.789487 best test_acc 0.8893
e 29 | malicious users: 5 | test acc 0.7955 test loss 0.588716 best test_acc 0.8893
e 30 | malicious users: 5 | test acc 0.7412 test loss 0.728360 best test_acc 0.8893
e 31 | malicious users: 5 | test acc 0.8612 test loss 0.562113 best test_acc 0.8893
e 32 | malicious users: 5 | test acc 0.9073 test loss 0.395456 best test_acc 0.9073
e 33 | malicious users: 5 | test acc 0.8873 test loss 0.509294 best test_acc 0.9073
e 34 | malicious users: 5 | test acc 0.7178 test loss 0.767808 best test_acc 0.9073
e 35 | malicious users: 5 | test acc 0.7297 test loss 0.744901 best test_acc 0.9073
e 36 | malicious users: 5 | test acc 0.6274 test loss 1.060670 best test_acc 0.9073
e 37 | malicious users: 5 | test acc 0.8112 test loss 0.646449 best test_acc 0.9073
e 38 | malicious users: 5 | test acc 0.5931 test loss 1.046281 best test_acc 0.9073
e 39 | malicious users: 5 | test acc 0.7252 test loss 0.841955 best test_acc 0.9073
e 40 | malicious users: 5 | test acc 0.7620 test loss 0.692689 best test_acc 0.9073
e 41 | malicious users: 5 | test acc 0.8523 test loss 0.590931 best test_acc 0.9073
e 42 | malicious users: 5 | test acc 0.9062 test loss 0.375431 best test_acc 0.9073
e 43 | malicious users: 5 | test acc 0.8460 test loss 0.766620 best test_acc 0.9073
e 44 | malicious users: 5 | test acc 0.9189 test loss 0.309144 best test_acc 0.9189
e 45 | malicious users: 5 | test acc 0.7678 test loss 0.802146 best test_acc 0.9189
e 46 | malicious users: 5 | test acc 0.7701 test loss 0.697235 best test_acc 0.9189
e 47 | malicious users: 5 | test acc 0.7741 test loss 0.640964 best test_acc 0.9189
e 48 | malicious users: 5 | test acc 0.5935 test loss 1.075727 best test_acc 0.9189
e 49 | malicious users: 5 | test acc 0.8651 test loss 0.444595 best test_acc 0.9189
e 50 | malicious users: 5 | test acc 0.8482 test loss 0.752101 best test_acc 0.9189
e 51 | malicious users: 5 | test acc 0.7906 test loss 0.593385 best test_acc 0.9189
e 52 | malicious users: 5 | test acc 0.8146 test loss 0.667859 best test_acc 0.9189
e 53 | malicious users: 5 | test acc 0.8372 test loss 0.619249 best test_acc 0.9189
e 54 | malicious users: 5 | test acc 0.8664 test loss 0.588413 best test_acc 0.9189
e 55 | malicious users: 5 | test acc 0.8595 test loss 0.438136 best test_acc 0.9189
e 56 | malicious users: 5 | test acc 0.6311 test loss 0.998955 best test_acc 0.9189
e 57 | malicious users: 5 | test acc 0.8058 test loss 0.702989 best test_acc 0.9189
e 58 | malicious users: 5 | test acc 0.6567 test loss 0.990586 best test_acc 0.9189
e 59 | malicious users: 5 | test acc 0.7415 test loss 0.889390 best test_acc 0.9189
e 60 | malicious users: 5 | test acc 0.7778 test loss 0.601081 best test_acc 0.9189
e 61 | malicious users: 5 | test acc 0.7707 test loss 0.878673 best test_acc 0.9189
e 62 | malicious users: 5 | test acc 0.7730 test loss 0.609736 best test_acc 0.9189
e 63 | malicious users: 5 | test acc 0.8261 test loss 0.668281 best test_acc 0.9189
e 64 | malicious users: 5 | test acc 0.7764 test loss 0.623413 best test_acc 0.9189
e 65 | malicious users: 5 | test acc 0.7548 test loss 0.772023 best test_acc 0.9189
e 66 | malicious users: 5 | test acc 0.8438 test loss 0.473150 best test_acc 0.9189
e 67 | malicious users: 5 | test acc 0.8129 test loss 0.587279 best test_acc 0.9189
e 68 | malicious users: 5 | test acc 0.7627 test loss 0.710365 best test_acc 0.9189
e 69 | malicious users: 5 | test acc 0.8235 test loss 0.643088 best test_acc 0.9189
e 70 | malicious users: 5 | test acc 0.8304 test loss 0.539017 best test_acc 0.9189
e 71 | malicious users: 5 | test acc 0.7991 test loss 0.663823 best test_acc 0.9189
e 72 | malicious users: 5 | test acc 0.7094 test loss 0.699526 best test_acc 0.9189
e 73 | malicious users: 5 | test acc 0.8373 test loss 0.538704 best test_acc 0.9189
e 74 | malicious users: 5 | test acc 0.7655 test loss 0.623359 best test_acc 0.9189
e 75 | malicious users: 5 | test acc 0.8361 test loss 0.477377 best test_acc 0.9189
e 76 | malicious users: 5 | test acc 0.7631 test loss 0.653366 best test_acc 0.9189
e 77 | malicious users: 5 | test acc 0.8766 test loss 0.630770 best test_acc 0.9189
e 78 | malicious users: 5 | test acc 0.8770 test loss 0.512468 best test_acc 0.9189
e 79 | malicious users: 5 | test acc 0.8782 test loss 0.618491 best test_acc 0.9189
e 80 | malicious users: 5 | test acc 0.8216 test loss 0.538650 best test_acc 0.9189
e 81 | malicious users: 5 | test acc 0.6887 test loss 0.797470 best test_acc 0.9189
e 82 | malicious users: 5 | test acc 0.8358 test loss 0.588160 best test_acc 0.9189
e 83 | malicious users: 5 | test acc 0.8871 test loss 0.451216 best test_acc 0.9189
e 84 | malicious users: 5 | test acc 0.8192 test loss 0.681037 best test_acc 0.9189
e 85 | malicious users: 5 | test acc 0.9244 test loss 0.306838 best test_acc 0.9244
e 86 | malicious users: 5 | test acc 0.7954 test loss 0.684967 best test_acc 0.9244
e 87 | malicious users: 5 | test acc 0.9110 test loss 0.419374 best test_acc 0.9244
e 88 | malicious users: 5 | test acc 0.9158 test loss 0.541854 best test_acc 0.9244
e 89 | malicious users: 5 | test acc 0.8587 test loss 0.421274 best test_acc 0.9244
e 90 | malicious users: 5 | test acc 0.7646 test loss 0.691035 best test_acc 0.9244
e 91 | malicious users: 5 | test acc 0.8411 test loss 0.674555 best test_acc 0.9244
e 92 | malicious users: 5 | test acc 0.8850 test loss 0.423187 best test_acc 0.9244
e 93 | malicious users: 5 | test acc 0.9158 test loss 0.403502 best test_acc 0.9244
e 94 | malicious users: 5 | test acc 0.7685 test loss 0.635803 best test_acc 0.9244
e 95 | malicious users: 5 | test acc 0.8750 test loss 0.498404 best test_acc 0.9244
e 96 | malicious users: 5 | test acc 0.7347 test loss 0.723695 best test_acc 0.9244
e 97 | malicious users: 5 | test acc 0.7881 test loss 0.572215 best test_acc 0.9244
e 98 | malicious users: 5 | test acc 0.7462 test loss 0.791285 best test_acc 0.9244
e 99 | malicious users: 5 | test acc 0.6986 test loss 0.774097 best test_acc 0.9244
e 100 | malicious users: 5 | test acc 0.6895 test loss 0.820868 best test_acc 0.9244
e 101 | malicious users: 5 | test acc 0.8806 test loss 0.469322 best test_acc 0.9244
e 102 | malicious users: 5 | test acc 0.8228 test loss 0.613740 best test_acc 0.9244
e 103 | malicious users: 5 | test acc 0.8236 test loss 0.648936 best test_acc 0.9244
e 104 | malicious users: 5 | test acc 0.7706 test loss 0.765320 best test_acc 0.9244
e 105 | malicious users: 5 | test acc 0.7987 test loss 0.605382 best test_acc 0.9244
e 106 | malicious users: 5 | test acc 0.8057 test loss 0.663568 best test_acc 0.9244
