=> Saving data in Logs/FRL~try=727
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  0.3
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  FRL_defense_Fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.00 | total number of malicious clients: 0
e 0 | malicious users: 0 | test acc 0.3422 test loss 2.242221 best test_acc 0.3422
e 1 | malicious users: 0 | test acc 0.5080 test loss 2.147535 best test_acc 0.5080
e 2 | malicious users: 0 | test acc 0.4508 test loss 2.124767 best test_acc 0.5080
e 3 | malicious users: 0 | test acc 0.4777 test loss 1.842238 best test_acc 0.5080
e 4 | malicious users: 0 | test acc 0.7078 test loss 1.662079 best test_acc 0.7078
e 5 | malicious users: 0 | test acc 0.6424 test loss 1.688756 best test_acc 0.7078
e 6 | malicious users: 0 | test acc 0.6483 test loss 1.397415 best test_acc 0.7078
e 7 | malicious users: 0 | test acc 0.7120 test loss 1.343051 best test_acc 0.7120
e 8 | malicious users: 0 | test acc 0.6699 test loss 1.199394 best test_acc 0.7120
e 9 | malicious users: 0 | test acc 0.7279 test loss 1.219778 best test_acc 0.7279
e 10 | malicious users: 0 | test acc 0.7674 test loss 1.073816 best test_acc 0.7674
e 11 | malicious users: 0 | test acc 0.7810 test loss 1.045225 best test_acc 0.7810
e 12 | malicious users: 0 | test acc 0.7511 test loss 0.934321 best test_acc 0.7810
e 13 | malicious users: 0 | test acc 0.7674 test loss 1.129575 best test_acc 0.7810
e 14 | malicious users: 0 | test acc 0.8044 test loss 0.874814 best test_acc 0.8044
e 15 | malicious users: 0 | test acc 0.7585 test loss 0.995633 best test_acc 0.8044
e 16 | malicious users: 0 | test acc 0.7608 test loss 0.874497 best test_acc 0.8044
e 17 | malicious users: 0 | test acc 0.7637 test loss 0.815958 best test_acc 0.8044
e 18 | malicious users: 0 | test acc 0.7319 test loss 0.847815 best test_acc 0.8044
e 19 | malicious users: 0 | test acc 0.7535 test loss 0.957010 best test_acc 0.8044
e 20 | malicious users: 0 | test acc 0.8614 test loss 0.746523 best test_acc 0.8614
e 21 | malicious users: 0 | test acc 0.8279 test loss 0.658248 best test_acc 0.8614
e 22 | malicious users: 0 | test acc 0.7731 test loss 0.659975 best test_acc 0.8614
e 23 | malicious users: 0 | test acc 0.8483 test loss 0.723129 best test_acc 0.8614
e 24 | malicious users: 0 | test acc 0.8630 test loss 0.835724 best test_acc 0.8630
e 25 | malicious users: 0 | test acc 0.8728 test loss 0.748639 best test_acc 0.8728
e 26 | malicious users: 0 | test acc 0.8435 test loss 0.625352 best test_acc 0.8728
e 27 | malicious users: 0 | test acc 0.8197 test loss 0.645407 best test_acc 0.8728
e 28 | malicious users: 0 | test acc 0.8155 test loss 0.780064 best test_acc 0.8728
e 29 | malicious users: 0 | test acc 0.8936 test loss 0.702029 best test_acc 0.8936
e 30 | malicious users: 0 | test acc 0.8759 test loss 0.652229 best test_acc 0.8936
e 31 | malicious users: 0 | test acc 0.7596 test loss 0.853732 best test_acc 0.8936
e 32 | malicious users: 0 | test acc 0.8475 test loss 0.623324 best test_acc 0.8936
e 33 | malicious users: 0 | test acc 0.8596 test loss 0.730402 best test_acc 0.8936
e 34 | malicious users: 0 | test acc 0.9209 test loss 0.550888 best test_acc 0.9209
e 35 | malicious users: 0 | test acc 0.7869 test loss 0.770611 best test_acc 0.9209
e 36 | malicious users: 0 | test acc 0.8564 test loss 0.560221 best test_acc 0.9209
e 37 | malicious users: 0 | test acc 0.8616 test loss 0.593639 best test_acc 0.9209
e 38 | malicious users: 0 | test acc 0.7837 test loss 0.545467 best test_acc 0.9209
e 39 | malicious users: 0 | test acc 0.7955 test loss 0.819027 best test_acc 0.9209
e 40 | malicious users: 0 | test acc 0.8555 test loss 0.629512 best test_acc 0.9209
e 41 | malicious users: 0 | test acc 0.8430 test loss 0.590563 best test_acc 0.9209
e 42 | malicious users: 0 | test acc 0.8157 test loss 0.752716 best test_acc 0.9209
e 43 | malicious users: 0 | test acc 0.7625 test loss 0.720061 best test_acc 0.9209
e 44 | malicious users: 0 | test acc 0.7281 test loss 0.846426 best test_acc 0.9209
e 45 | malicious users: 0 | test acc 0.9017 test loss 0.683902 best test_acc 0.9209
e 46 | malicious users: 0 | test acc 0.9087 test loss 0.461600 best test_acc 0.9209
e 47 | malicious users: 0 | test acc 0.7416 test loss 0.740697 best test_acc 0.9209
e 48 | malicious users: 0 | test acc 0.8738 test loss 0.584762 best test_acc 0.9209
e 49 | malicious users: 0 | test acc 0.8741 test loss 0.544338 best test_acc 0.9209
e 50 | malicious users: 0 | test acc 0.8721 test loss 0.591912 best test_acc 0.9209
e 51 | malicious users: 0 | test acc 0.8808 test loss 0.490655 best test_acc 0.9209
e 52 | malicious users: 0 | test acc 0.9004 test loss 0.455294 best test_acc 0.9209
e 53 | malicious users: 0 | test acc 0.9344 test loss 0.356232 best test_acc 0.9344
e 54 | malicious users: 0 | test acc 0.7728 test loss 0.596023 best test_acc 0.9344
e 55 | malicious users: 0 | test acc 0.7660 test loss 0.748288 best test_acc 0.9344
e 56 | malicious users: 0 | test acc 0.8402 test loss 0.576461 best test_acc 0.9344
e 57 | malicious users: 0 | test acc 0.8465 test loss 0.668024 best test_acc 0.9344
e 58 | malicious users: 0 | test acc 0.8855 test loss 0.563682 best test_acc 0.9344
e 59 | malicious users: 0 | test acc 0.8741 test loss 0.506985 best test_acc 0.9344
e 60 | malicious users: 0 | test acc 0.8438 test loss 0.658662 best test_acc 0.9344
e 61 | malicious users: 0 | test acc 0.9023 test loss 0.618017 best test_acc 0.9344
e 62 | malicious users: 0 | test acc 0.8438 test loss 0.588456 best test_acc 0.9344
e 63 | malicious users: 0 | test acc 0.8523 test loss 0.650015 best test_acc 0.9344
e 64 | malicious users: 0 | test acc 0.9099 test loss 0.610442 best test_acc 0.9344
e 65 | malicious users: 0 | test acc 0.8964 test loss 0.536834 best test_acc 0.9344
e 66 | malicious users: 0 | test acc 0.8718 test loss 0.535899 best test_acc 0.9344
e 67 | malicious users: 0 | test acc 0.8625 test loss 0.612949 best test_acc 0.9344
e 68 | malicious users: 0 | test acc 0.9113 test loss 0.399071 best test_acc 0.9344
e 69 | malicious users: 0 | test acc 0.8792 test loss 0.467220 best test_acc 0.9344
e 70 | malicious users: 0 | test acc 0.9259 test loss 0.485938 best test_acc 0.9344
e 71 | malicious users: 0 | test acc 0.9188 test loss 0.482913 best test_acc 0.9344
e 72 | malicious users: 0 | test acc 0.8977 test loss 0.488297 best test_acc 0.9344
e 73 | malicious users: 0 | test acc 0.9176 test loss 0.338392 best test_acc 0.9344
e 74 | malicious users: 0 | test acc 0.8999 test loss 0.397457 best test_acc 0.9344
e 75 | malicious users: 0 | test acc 0.7934 test loss 0.706722 best test_acc 0.9344
e 76 | malicious users: 0 | test acc 0.9189 test loss 0.440132 best test_acc 0.9344
e 77 | malicious users: 0 | test acc 0.8839 test loss 0.501412 best test_acc 0.9344
e 78 | malicious users: 0 | test acc 0.8831 test loss 0.560283 best test_acc 0.9344
e 79 | malicious users: 0 | test acc 0.9144 test loss 0.390062 best test_acc 0.9344
e 80 | malicious users: 0 | test acc 0.8927 test loss 0.477366 best test_acc 0.9344
e 81 | malicious users: 0 | test acc 0.8640 test loss 0.624523 best test_acc 0.9344
e 82 | malicious users: 0 | test acc 0.8368 test loss 0.775993 best test_acc 0.9344
e 83 | malicious users: 0 | test acc 0.9161 test loss 0.439451 best test_acc 0.9344
e 84 | malicious users: 0 | test acc 0.8898 test loss 0.584378 best test_acc 0.9344
e 85 | malicious users: 0 | test acc 0.8489 test loss 0.486440 best test_acc 0.9344
e 86 | malicious users: 0 | test acc 0.8599 test loss 0.557734 best test_acc 0.9344
e 87 | malicious users: 0 | test acc 0.8608 test loss 0.477746 best test_acc 0.9344
e 88 | malicious users: 0 | test acc 0.8496 test loss 0.530296 best test_acc 0.9344
e 89 | malicious users: 0 | test acc 0.9266 test loss 0.336123 best test_acc 0.9344
e 90 | malicious users: 0 | test acc 0.9153 test loss 0.390445 best test_acc 0.9344
e 91 | malicious users: 0 | test acc 0.9036 test loss 0.403857 best test_acc 0.9344
e 92 | malicious users: 0 | test acc 0.9138 test loss 0.364930 best test_acc 0.9344
e 93 | malicious users: 0 | test acc 0.8536 test loss 0.471180 best test_acc 0.9344
e 94 | malicious users: 0 | test acc 0.9204 test loss 0.451977 best test_acc 0.9344
e 95 | malicious users: 0 | test acc 0.8927 test loss 0.423783 best test_acc 0.9344
e 96 | malicious users: 0 | test acc 0.8958 test loss 0.534500 best test_acc 0.9344
e 97 | malicious users: 0 | test acc 0.7754 test loss 0.621068 best test_acc 0.9344
e 98 | malicious users: 0 | test acc 0.9084 test loss 0.466115 best test_acc 0.9344
e 99 | malicious users: 0 | test acc 0.9331 test loss 0.419447 best test_acc 0.9344
e 100 | malicious users: 0 | test acc 0.8252 test loss 0.552832 best test_acc 0.9344
e 101 | malicious users: 0 | test acc 0.9089 test loss 0.391885 best test_acc 0.9344
e 102 | malicious users: 0 | test acc 0.8643 test loss 0.513945 best test_acc 0.9344
e 103 | malicious users: 0 | test acc 0.9026 test loss 0.417685 best test_acc 0.9344
e 104 | malicious users: 0 | test acc 0.9136 test loss 0.481515 best test_acc 0.9344
e 105 | malicious users: 0 | test acc 0.9365 test loss 0.294913 best test_acc 0.9365
e 106 | malicious users: 0 | test acc 0.9047 test loss 0.481761 best test_acc 0.9365
e 107 | malicious users: 0 | test acc 0.9041 test loss 0.424052 best test_acc 0.9365
e 108 | malicious users: 0 | test acc 0.8319 test loss 0.572379 best test_acc 0.9365
e 109 | malicious users: 0 | test acc 0.8117 test loss 0.509192 best test_acc 0.9365
e 110 | malicious users: 0 | test acc 0.8215 test loss 0.630513 best test_acc 0.9365
e 111 | malicious users: 0 | test acc 0.8576 test loss 0.519478 best test_acc 0.9365
e 112 | malicious users: 0 | test acc 0.8604 test loss 0.504014 best test_acc 0.9365
e 113 | malicious users: 0 | test acc 0.8917 test loss 0.582765 best test_acc 0.9365
e 114 | malicious users: 0 | test acc 0.8940 test loss 0.446735 best test_acc 0.9365
e 115 | malicious users: 0 | test acc 0.8199 test loss 0.825181 best test_acc 0.9365
e 116 | malicious users: 0 | test acc 0.8478 test loss 0.627935 best test_acc 0.9365
e 117 | malicious users: 0 | test acc 0.8646 test loss 0.473395 best test_acc 0.9365
e 118 | malicious users: 0 | test acc 0.9000 test loss 0.439743 best test_acc 0.9365
e 119 | malicious users: 0 | test acc 0.8632 test loss 0.462093 best test_acc 0.9365
e 120 | malicious users: 0 | test acc 0.9243 test loss 0.333619 best test_acc 0.9365
e 121 | malicious users: 0 | test acc 0.9040 test loss 0.474348 best test_acc 0.9365
e 122 | malicious users: 0 | test acc 0.8176 test loss 0.487935 best test_acc 0.9365
e 123 | malicious users: 0 | test acc 0.9245 test loss 0.389866 best test_acc 0.9365
e 124 | malicious users: 0 | test acc 0.9313 test loss 0.305134 best test_acc 0.9365
e 125 | malicious users: 0 | test acc 0.8652 test loss 0.396440 best test_acc 0.9365
e 126 | malicious users: 0 | test acc 0.9285 test loss 0.396404 best test_acc 0.9365
e 127 | malicious users: 0 | test acc 0.9352 test loss 0.336947 best test_acc 0.9365
e 128 | malicious users: 0 | test acc 0.9077 test loss 0.354599 best test_acc 0.9365
e 129 | malicious users: 0 | test acc 0.8819 test loss 0.554457 best test_acc 0.9365
e 130 | malicious users: 0 | test acc 0.8002 test loss 0.553552 best test_acc 0.9365
e 131 | malicious users: 0 | test acc 0.7785 test loss 0.570307 best test_acc 0.9365
e 132 | malicious users: 0 | test acc 0.9507 test loss 0.333455 best test_acc 0.9507
e 133 | malicious users: 0 | test acc 0.9236 test loss 0.415061 best test_acc 0.9507
e 134 | malicious users: 0 | test acc 0.9184 test loss 0.384421 best test_acc 0.9507
e 135 | malicious users: 0 | test acc 0.8933 test loss 0.475308 best test_acc 0.9507
e 136 | malicious users: 0 | test acc 0.8997 test loss 0.410000 best test_acc 0.9507
e 137 | malicious users: 0 | test acc 0.8864 test loss 0.378482 best test_acc 0.9507
e 138 | malicious users: 0 | test acc 0.9252 test loss 0.525386 best test_acc 0.9507
e 139 | malicious users: 0 | test acc 0.9048 test loss 0.434198 best test_acc 0.9507
e 140 | malicious users: 0 | test acc 0.9301 test loss 0.364679 best test_acc 0.9507
e 141 | malicious users: 0 | test acc 0.9054 test loss 0.409796 best test_acc 0.9507
e 142 | malicious users: 0 | test acc 0.8525 test loss 0.589044 best test_acc 0.9507
