=> Saving data in Logs/FRL~try=678
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  1
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks_Fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.25 | total number of malicious clients: 250
e 0 | malicious users: 5 | test acc 0.1536 test loss 2.200075 best test_acc 0.1536
e 1 | malicious users: 5 | test acc 0.2128 test loss 2.153386 best test_acc 0.2128
e 2 | malicious users: 6 | test acc 0.3378 test loss 2.207173 best test_acc 0.3378
e 3 | malicious users: 8 | test acc 0.1556 test loss 2.328743 best test_acc 0.3378
e 4 | malicious users: 6 | test acc 0.5205 test loss 1.822802 best test_acc 0.5205
e 5 | malicious users: 7 | test acc 0.3613 test loss 1.647879 best test_acc 0.5205
e 6 | malicious users: 7 | test acc 0.6569 test loss 1.573554 best test_acc 0.6569
e 7 | malicious users: 4 | test acc 0.6447 test loss 1.210680 best test_acc 0.6569
e 8 | malicious users: 8 | test acc 0.0972 test loss 2.524786 best test_acc 0.6569
e 9 | malicious users: 6 | test acc 0.3210 test loss 1.834902 best test_acc 0.6569
e 10 | malicious users: 8 | test acc 0.6297 test loss 1.163290 best test_acc 0.6569
e 11 | malicious users: 7 | test acc 0.5390 test loss 1.291969 best test_acc 0.6569
e 12 | malicious users: 7 | test acc 0.3485 test loss 1.874755 best test_acc 0.6569
e 13 | malicious users: 6 | test acc 0.6372 test loss 1.124852 best test_acc 0.6569
e 14 | malicious users: 5 | test acc 0.6806 test loss 1.031849 best test_acc 0.6806
e 15 | malicious users: 9 | test acc 0.2126 test loss 4.863512 best test_acc 0.6806
e 16 | malicious users: 4 | test acc 0.4399 test loss 1.851870 best test_acc 0.6806
e 17 | malicious users: 7 | test acc 0.4461 test loss 1.347971 best test_acc 0.6806
e 18 | malicious users: 5 | test acc 0.6440 test loss 1.340630 best test_acc 0.6806
e 19 | malicious users: 6 | test acc 0.6557 test loss 1.014258 best test_acc 0.6806
e 20 | malicious users: 9 | test acc 0.1785 test loss 10.166922 best test_acc 0.6806
e 21 | malicious users: 5 | test acc 0.1586 test loss 2.281148 best test_acc 0.6806
e 22 | malicious users: 6 | test acc 0.3888 test loss 1.979958 best test_acc 0.6806
e 23 | malicious users: 7 | test acc 0.5076 test loss 1.620394 best test_acc 0.6806
e 24 | malicious users: 6 | test acc 0.5258 test loss 1.460166 best test_acc 0.6806
e 25 | malicious users: 5 | test acc 0.5551 test loss 1.297130 best test_acc 0.6806
e 26 | malicious users: 10 | test acc 0.3565 test loss 1.735913 best test_acc 0.6806
e 27 | malicious users: 9 | test acc 0.6023 test loss 1.359952 best test_acc 0.6806
e 28 | malicious users: 3 | test acc 0.5526 test loss 1.372391 best test_acc 0.6806
e 29 | malicious users: 6 | test acc 0.6008 test loss 1.172512 best test_acc 0.6806
e 30 | malicious users: 5 | test acc 0.5796 test loss 1.270884 best test_acc 0.6806
e 31 | malicious users: 9 | test acc 0.4906 test loss 1.646808 best test_acc 0.6806
e 32 | malicious users: 7 | test acc 0.5142 test loss 1.417099 best test_acc 0.6806
e 33 | malicious users: 6 | test acc 0.5368 test loss 1.419408 best test_acc 0.6806
e 34 | malicious users: 9 | test acc 0.0894 test loss 5.131940 best test_acc 0.6806
e 35 | malicious users: 7 | test acc 0.1234 test loss 2.296115 best test_acc 0.6806
e 36 | malicious users: 5 | test acc 0.1504 test loss 2.223707 best test_acc 0.6806
e 37 | malicious users: 8 | test acc 0.3387 test loss 2.116791 best test_acc 0.6806
e 38 | malicious users: 5 | test acc 0.2923 test loss 2.051515 best test_acc 0.6806
e 39 | malicious users: 7 | test acc 0.3952 test loss 1.763033 best test_acc 0.6806
e 40 | malicious users: 6 | test acc 0.3819 test loss 1.910315 best test_acc 0.6806
e 41 | malicious users: 9 | test acc 0.1032 test loss 2.600912 best test_acc 0.6806
e 42 | malicious users: 8 | test acc 0.1009 test loss 2.285035 best test_acc 0.6806
e 43 | malicious users: 8 | test acc 0.2066 test loss 2.314457 best test_acc 0.6806
e 44 | malicious users: 6 | test acc 0.3091 test loss 2.001324 best test_acc 0.6806
e 45 | malicious users: 9 | test acc 0.1014 test loss 2.322311 best test_acc 0.6806
e 46 | malicious users: 5 | test acc 0.0984 test loss 2.306853 best test_acc 0.6806
e 47 | malicious users: 3 | test acc 0.1134 test loss 2.300657 best test_acc 0.6806
e 48 | malicious users: 11 | test acc 0.1020 test loss 2.909096 best test_acc 0.6806
e 49 | malicious users: 5 | test acc 0.1584 test loss 2.295858 best test_acc 0.6806
e 50 | malicious users: 8 | test acc 0.2130 test loss 2.261311 best test_acc 0.6806
e 51 | malicious users: 5 | test acc 0.2446 test loss 2.226457 best test_acc 0.6806
e 52 | malicious users: 5 | test acc 0.3685 test loss 2.048054 best test_acc 0.6806
e 53 | malicious users: 6 | test acc 0.2814 test loss 2.178542 best test_acc 0.6806
e 54 | malicious users: 6 | test acc 0.3522 test loss 1.945177 best test_acc 0.6806
e 55 | malicious users: 6 | test acc 0.3894 test loss 1.828197 best test_acc 0.6806
e 56 | malicious users: 5 | test acc 0.3675 test loss 1.970879 best test_acc 0.6806
e 57 | malicious users: 7 | test acc 0.2669 test loss 1.963901 best test_acc 0.6806
e 58 | malicious users: 8 | test acc 0.1134 test loss 2.322155 best test_acc 0.6806
e 59 | malicious users: 6 | test acc 0.3283 test loss 2.208477 best test_acc 0.6806
e 60 | malicious users: 2 | test acc 0.4757 test loss 1.797294 best test_acc 0.6806
