=> Saving data in Logs/FRL~try=921
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  0.5
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 5 | test acc 0.1866 test loss 2.199107 best test_acc 0.1866
e 1 | malicious users: 5 | test acc 0.4342 test loss 2.013401 best test_acc 0.4342
e 2 | malicious users: 5 | test acc 0.4365 test loss 1.687583 best test_acc 0.4365
e 3 | malicious users: 5 | test acc 0.4387 test loss 1.886299 best test_acc 0.4387
e 4 | malicious users: 5 | test acc 0.5416 test loss 1.403937 best test_acc 0.5416
e 5 | malicious users: 5 | test acc 0.6115 test loss 1.346582 best test_acc 0.6115
e 6 | malicious users: 5 | test acc 0.6246 test loss 1.221194 best test_acc 0.6246
e 7 | malicious users: 5 | test acc 0.6412 test loss 1.181467 best test_acc 0.6412
e 8 | malicious users: 5 | test acc 0.7229 test loss 0.933710 best test_acc 0.7229
e 9 | malicious users: 5 | test acc 0.6623 test loss 1.033194 best test_acc 0.7229
e 10 | malicious users: 5 | test acc 0.6456 test loss 0.952771 best test_acc 0.7229
e 11 | malicious users: 5 | test acc 0.6449 test loss 1.072560 best test_acc 0.7229
e 12 | malicious users: 5 | test acc 0.6869 test loss 1.032083 best test_acc 0.7229
e 13 | malicious users: 5 | test acc 0.6831 test loss 0.969955 best test_acc 0.7229
e 14 | malicious users: 5 | test acc 0.7132 test loss 0.828851 best test_acc 0.7229
e 15 | malicious users: 5 | test acc 0.7116 test loss 0.957796 best test_acc 0.7229
e 16 | malicious users: 5 | test acc 0.7230 test loss 0.755917 best test_acc 0.7230
e 17 | malicious users: 5 | test acc 0.8010 test loss 0.780267 best test_acc 0.8010
e 18 | malicious users: 5 | test acc 0.7824 test loss 0.627157 best test_acc 0.8010
e 19 | malicious users: 5 | test acc 0.7047 test loss 0.918514 best test_acc 0.8010
e 20 | malicious users: 5 | test acc 0.7444 test loss 0.714744 best test_acc 0.8010
e 21 | malicious users: 5 | test acc 0.7584 test loss 0.942515 best test_acc 0.8010
e 22 | malicious users: 5 | test acc 0.7385 test loss 0.724133 best test_acc 0.8010
e 23 | malicious users: 5 | test acc 0.8247 test loss 0.655893 best test_acc 0.8247
e 24 | malicious users: 5 | test acc 0.7453 test loss 0.788714 best test_acc 0.8247
e 25 | malicious users: 5 | test acc 0.7987 test loss 0.720261 best test_acc 0.8247
e 26 | malicious users: 5 | test acc 0.7896 test loss 0.789035 best test_acc 0.8247
e 27 | malicious users: 5 | test acc 0.8322 test loss 0.573809 best test_acc 0.8322
e 28 | malicious users: 5 | test acc 0.6741 test loss 0.974181 best test_acc 0.8322
e 29 | malicious users: 5 | test acc 0.7324 test loss 0.723591 best test_acc 0.8322
e 30 | malicious users: 5 | test acc 0.7317 test loss 0.783929 best test_acc 0.8322
