=> Saving data in Logs/FRL~try=473
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  0.5
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.25 | total number of malicious clients: 250
e 0 | malicious users: 2 | test acc 0.2466 test loss 2.228062 best test_acc 0.2466
e 1 | malicious users: 4 | test acc 0.3294 test loss 2.102560 best test_acc 0.3294
e 2 | malicious users: 7 | test acc 0.3408 test loss 2.088958 best test_acc 0.3408
e 3 | malicious users: 8 | test acc 0.2152 test loss 1.943253 best test_acc 0.3408
e 4 | malicious users: 3 | test acc 0.5755 test loss 1.764211 best test_acc 0.5755
e 5 | malicious users: 12 | test acc 0.3196 test loss 1.825716 best test_acc 0.5755
e 6 | malicious users: 1 | test acc 0.6046 test loss 1.409431 best test_acc 0.6046
e 7 | malicious users: 6 | test acc 0.3834 test loss 1.608075 best test_acc 0.6046
e 8 | malicious users: 9 | test acc 0.5367 test loss 1.528584 best test_acc 0.6046
e 9 | malicious users: 7 | test acc 0.6789 test loss 1.208616 best test_acc 0.6789
e 10 | malicious users: 5 | test acc 0.7156 test loss 1.055411 best test_acc 0.7156
e 11 | malicious users: 4 | test acc 0.6631 test loss 0.927121 best test_acc 0.7156
e 12 | malicious users: 5 | test acc 0.6522 test loss 1.008266 best test_acc 0.7156
e 13 | malicious users: 7 | test acc 0.4801 test loss 1.269923 best test_acc 0.7156
e 14 | malicious users: 4 | test acc 0.7067 test loss 0.994807 best test_acc 0.7156
e 15 | malicious users: 9 | test acc 0.6190 test loss 1.052091 best test_acc 0.7156
e 16 | malicious users: 5 | test acc 0.6517 test loss 1.062388 best test_acc 0.7156
e 17 | malicious users: 4 | test acc 0.7812 test loss 0.913234 best test_acc 0.7812
e 18 | malicious users: 6 | test acc 0.7013 test loss 1.013094 best test_acc 0.7812
e 19 | malicious users: 4 | test acc 0.7529 test loss 0.790979 best test_acc 0.7812
e 20 | malicious users: 6 | test acc 0.7148 test loss 0.855107 best test_acc 0.7812
e 21 | malicious users: 6 | test acc 0.7818 test loss 0.896991 best test_acc 0.7818
e 22 | malicious users: 7 | test acc 0.8209 test loss 0.617268 best test_acc 0.8209
e 23 | malicious users: 5 | test acc 0.8181 test loss 0.647346 best test_acc 0.8209
e 24 | malicious users: 8 | test acc 0.7223 test loss 0.858679 best test_acc 0.8209
e 25 | malicious users: 6 | test acc 0.8084 test loss 0.715548 best test_acc 0.8209
e 26 | malicious users: 4 | test acc 0.6283 test loss 0.965993 best test_acc 0.8209
e 27 | malicious users: 6 | test acc 0.7380 test loss 0.888884 best test_acc 0.8209
e 28 | malicious users: 4 | test acc 0.7733 test loss 0.847902 best test_acc 0.8209
e 29 | malicious users: 6 | test acc 0.6840 test loss 0.793949 best test_acc 0.8209
e 30 | malicious users: 2 | test acc 0.8163 test loss 0.756743 best test_acc 0.8209
e 31 | malicious users: 4 | test acc 0.8081 test loss 0.747668 best test_acc 0.8209
e 32 | malicious users: 7 | test acc 0.7952 test loss 0.636185 best test_acc 0.8209
