#########Federated Learning With Noise Mask attack############
fraction of maliciou clients: 0.10 | total number of malicious clients: 100
e 0 | malicious users: 4 | test acc 0.1000 test loss 2.319063 best test_acc 0.1000
e 1 | malicious users: 5 | test acc 0.0988 test loss 2.302064 best test_acc 0.1000
e 2 | malicious users: 2 | test acc 0.1000 test loss 2.300130 best test_acc 0.1000
e 3 | malicious users: 0 | test acc 0.1000 test loss 2.299208 best test_acc 0.1000
e 4 | malicious users: 1 | test acc 0.1002 test loss 2.297367 best test_acc 0.1002
e 5 | malicious users: 3 | test acc 0.1000 test loss 2.301525 best test_acc 0.1002
e 6 | malicious users: 5 | test acc 0.1000 test loss 2.306488 best test_acc 0.1002
e 7 | malicious users: 3 | test acc 0.1000 test loss 2.307226 best test_acc 0.1002
e 8 | malicious users: 5 | test acc 0.1000 test loss 2.302209 best test_acc 0.1002
e 9 | malicious users: 3 | test acc 0.1000 test loss 2.301007 best test_acc 0.1002
e 10 | malicious users: 2 | test acc 0.1000 test loss 2.299638 best test_acc 0.1002
e 11 | malicious users: 2 | test acc 0.1000 test loss 2.298913 best test_acc 0.1002
e 12 | malicious users: 1 | test acc 0.1000 test loss 2.297357 best test_acc 0.1002
e 13 | malicious users: 3 | test acc 0.1022 test loss 2.319628 best test_acc 0.1022
e 14 | malicious users: 2 | test acc 0.1000 test loss 2.301843 best test_acc 0.1022
e 15 | malicious users: 2 | test acc 0.1000 test loss 2.302297 best test_acc 0.1022
e 16 | malicious users: 0 | test acc 0.1000 test loss 2.298654 best test_acc 0.1022
e 17 | malicious users: 2 | test acc 0.1000 test loss 2.301120 best test_acc 0.1022
e 18 | malicious users: 6 | test acc 0.0934 test loss 2.301849 best test_acc 0.1022
e 19 | malicious users: 1 | test acc 0.1000 test loss 2.295821 best test_acc 0.1022
e 20 | malicious users: 5 | test acc 0.1000 test loss 2.292381 best test_acc 0.1022
e 21 | malicious users: 1 | test acc 0.1000 test loss 2.282946 best test_acc 0.1022
e 22 | malicious users: 2 | test acc 0.1000 test loss 2.299956 best test_acc 0.1022
e 23 | malicious users: 4 | test acc 0.1000 test loss 2.300519 best test_acc 0.1022
e 24 | malicious users: 5 | test acc 0.1017 test loss 2.302226 best test_acc 0.1022
e 25 | malicious users: 2 | test acc 0.1000 test loss 2.301733 best test_acc 0.1022
e 26 | malicious users: 3 | test acc 0.1000 test loss 2.295418 best test_acc 0.1022
e 27 | malicious users: 4 | test acc 0.1000 test loss 2.312149 best test_acc 0.1022
e 28 | malicious users: 3 | test acc 0.1000 test loss 2.309825 best test_acc 0.1022
e 29 | malicious users: 2 | test acc 0.1000 test loss 2.305515 best test_acc 0.1022
e 30 | malicious users: 5 | test acc 0.1000 test loss 2.301372 best test_acc 0.1022
e 31 | malicious users: 0 | test acc 0.1045 test loss 2.297676 best test_acc 0.1045
e 32 | malicious users: 4 | test acc 0.0993 test loss 2.300999 best test_acc 0.1045
e 33 | malicious users: 2 | test acc 0.1000 test loss 2.286528 best test_acc 0.1045
e 34 | malicious users: 1 | test acc 0.1000 test loss 2.278046 best test_acc 0.1045
e 35 | malicious users: 2 | test acc 0.1000 test loss 2.282861 best test_acc 0.1045
e 36 | malicious users: 3 | test acc 0.1003 test loss 2.296466 best test_acc 0.1045
e 37 | malicious users: 7 | test acc 0.1000 test loss 4.753608 best test_acc 0.1045
e 38 | malicious users: 3 | test acc 0.1030 test loss 2.302953 best test_acc 0.1045
e 39 | malicious users: 3 | test acc 0.1000 test loss 2.311707 best test_acc 0.1045
e 40 | malicious users: 1 | test acc 0.1017 test loss 2.302075 best test_acc 0.1045
e 41 | malicious users: 6 | test acc 0.1000 test loss 2.301771 best test_acc 0.1045
e 42 | malicious users: 5 | test acc 0.1000 test loss 2.289713 best test_acc 0.1045
e 43 | malicious users: 1 | test acc 0.1116 test loss 2.302830 best test_acc 0.1116
e 44 | malicious users: 1 | test acc 0.0791 test loss 2.302910 best test_acc 0.1116
e 45 | malicious users: 6 | test acc 0.1000 test loss 2.302234 best test_acc 0.1116
e 46 | malicious users: 4 | test acc 0.1000 test loss 2.306990 best test_acc 0.1116
e 47 | malicious users: 5 | test acc 0.1001 test loss 2.302686 best test_acc 0.1116
e 48 | malicious users: 0 | test acc 0.1000 test loss 2.301963 best test_acc 0.1116
e 49 | malicious users: 2 | test acc 0.1000 test loss 2.301125 best test_acc 0.1116
