=> Saving data in Logs/FRL~try=794
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  0.3
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  FRP_defense
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 5 | test acc 0.3201 test loss 2.265521 best test_acc 0.3201
e 1 | malicious users: 5 | test acc 0.2603 test loss 2.168289 best test_acc 0.3201
e 2 | malicious users: 5 | test acc 0.3737 test loss 2.109084 best test_acc 0.3737
e 3 | malicious users: 5 | test acc 0.3751 test loss 1.946672 best test_acc 0.3751
e 4 | malicious users: 5 | test acc 0.2734 test loss 1.955823 best test_acc 0.3751
e 5 | malicious users: 5 | test acc 0.4096 test loss 1.787633 best test_acc 0.4096
e 6 | malicious users: 5 | test acc 0.2434 test loss 1.909241 best test_acc 0.4096
e 7 | malicious users: 5 | test acc 0.4751 test loss 1.886155 best test_acc 0.4751
e 8 | malicious users: 5 | test acc 0.4374 test loss 1.512750 best test_acc 0.4751
e 9 | malicious users: 5 | test acc 0.4062 test loss 1.842494 best test_acc 0.4751
e 10 | malicious users: 5 | test acc 0.5622 test loss 1.377666 best test_acc 0.5622
e 11 | malicious users: 5 | test acc 0.4443 test loss 1.404143 best test_acc 0.5622
e 12 | malicious users: 5 | test acc 0.5017 test loss 1.403027 best test_acc 0.5622
e 13 | malicious users: 5 | test acc 0.5131 test loss 1.502405 best test_acc 0.5622
e 14 | malicious users: 5 | test acc 0.7718 test loss 1.135008 best test_acc 0.7718
e 15 | malicious users: 5 | test acc 0.6378 test loss 1.143683 best test_acc 0.7718
e 16 | malicious users: 5 | test acc 0.6371 test loss 1.255584 best test_acc 0.7718
e 17 | malicious users: 5 | test acc 0.6345 test loss 1.135837 best test_acc 0.7718
e 18 | malicious users: 5 | test acc 0.6797 test loss 1.111005 best test_acc 0.7718
e 19 | malicious users: 5 | test acc 0.7488 test loss 1.050310 best test_acc 0.7718
e 20 | malicious users: 5 | test acc 0.5964 test loss 1.086828 best test_acc 0.7718
e 21 | malicious users: 5 | test acc 0.6754 test loss 1.124284 best test_acc 0.7718
e 22 | malicious users: 5 | test acc 0.6536 test loss 1.064821 best test_acc 0.7718
e 23 | malicious users: 5 | test acc 0.5649 test loss 1.226190 best test_acc 0.7718
e 24 | malicious users: 5 | test acc 0.6510 test loss 1.250862 best test_acc 0.7718
e 25 | malicious users: 5 | test acc 0.7158 test loss 1.074652 best test_acc 0.7718
e 26 | malicious users: 5 | test acc 0.7769 test loss 0.873567 best test_acc 0.7769
e 27 | malicious users: 5 | test acc 0.7075 test loss 0.943107 best test_acc 0.7769
e 28 | malicious users: 5 | test acc 0.7330 test loss 0.838139 best test_acc 0.7769
e 29 | malicious users: 5 | test acc 0.5517 test loss 1.137547 best test_acc 0.7769
e 30 | malicious users: 5 | test acc 0.7854 test loss 0.798178 best test_acc 0.7854
e 31 | malicious users: 5 | test acc 0.6212 test loss 0.954514 best test_acc 0.7854
e 32 | malicious users: 5 | test acc 0.7136 test loss 0.897605 best test_acc 0.7854
e 33 | malicious users: 5 | test acc 0.6741 test loss 1.048281 best test_acc 0.7854
e 34 | malicious users: 5 | test acc 0.4795 test loss 1.453990 best test_acc 0.7854
e 35 | malicious users: 5 | test acc 0.6408 test loss 1.176341 best test_acc 0.7854
e 36 | malicious users: 5 | test acc 0.5355 test loss 1.260676 best test_acc 0.7854
e 37 | malicious users: 5 | test acc 0.6334 test loss 1.052053 best test_acc 0.7854
e 38 | malicious users: 5 | test acc 0.6857 test loss 1.023244 best test_acc 0.7854
e 39 | malicious users: 5 | test acc 0.6377 test loss 1.055432 best test_acc 0.7854
e 40 | malicious users: 5 | test acc 0.5611 test loss 1.203748 best test_acc 0.7854
e 41 | malicious users: 5 | test acc 0.6823 test loss 0.945827 best test_acc 0.7854
e 42 | malicious users: 5 | test acc 0.8199 test loss 0.678288 best test_acc 0.8199
e 43 | malicious users: 5 | test acc 0.7281 test loss 1.078232 best test_acc 0.8199
e 44 | malicious users: 5 | test acc 0.7666 test loss 0.754547 best test_acc 0.8199
e 45 | malicious users: 5 | test acc 0.6761 test loss 1.048671 best test_acc 0.8199
e 46 | malicious users: 5 | test acc 0.7180 test loss 0.823078 best test_acc 0.8199
e 47 | malicious users: 5 | test acc 0.6634 test loss 1.049388 best test_acc 0.8199
e 48 | malicious users: 5 | test acc 0.7752 test loss 0.929934 best test_acc 0.8199
e 49 | malicious users: 5 | test acc 0.6494 test loss 1.120290 best test_acc 0.8199
e 50 | malicious users: 5 | test acc 0.6893 test loss 0.922139 best test_acc 0.8199
e 51 | malicious users: 5 | test acc 0.7557 test loss 0.774498 best test_acc 0.8199
e 52 | malicious users: 5 | test acc 0.7291 test loss 0.880620 best test_acc 0.8199
e 53 | malicious users: 5 | test acc 0.7549 test loss 0.839370 best test_acc 0.8199
e 54 | malicious users: 5 | test acc 0.4983 test loss 1.267455 best test_acc 0.8199
e 55 | malicious users: 5 | test acc 0.6424 test loss 1.098245 best test_acc 0.8199
e 56 | malicious users: 5 | test acc 0.6937 test loss 1.022444 best test_acc 0.8199
e 57 | malicious users: 5 | test acc 0.7554 test loss 0.801018 best test_acc 0.8199
e 58 | malicious users: 5 | test acc 0.6719 test loss 0.992774 best test_acc 0.8199
e 59 | malicious users: 5 | test acc 0.8685 test loss 0.567047 best test_acc 0.8685
e 60 | malicious users: 5 | test acc 0.7092 test loss 1.046495 best test_acc 0.8685
e 61 | malicious users: 5 | test acc 0.6682 test loss 1.103816 best test_acc 0.8685
e 62 | malicious users: 5 | test acc 0.6624 test loss 0.991630 best test_acc 0.8685
e 63 | malicious users: 5 | test acc 0.6991 test loss 0.874872 best test_acc 0.8685
e 64 | malicious users: 5 | test acc 0.7907 test loss 0.787682 best test_acc 0.8685
e 65 | malicious users: 5 | test acc 0.8027 test loss 0.979965 best test_acc 0.8685
e 66 | malicious users: 5 | test acc 0.7355 test loss 0.895569 best test_acc 0.8685
e 67 | malicious users: 5 | test acc 0.8128 test loss 0.757374 best test_acc 0.8685
e 68 | malicious users: 5 | test acc 0.7261 test loss 0.828443 best test_acc 0.8685
e 69 | malicious users: 5 | test acc 0.7924 test loss 0.810109 best test_acc 0.8685
e 70 | malicious users: 5 | test acc 0.6061 test loss 0.948634 best test_acc 0.8685
e 71 | malicious users: 5 | test acc 0.7379 test loss 0.835972 best test_acc 0.8685
e 72 | malicious users: 5 | test acc 0.7278 test loss 1.216864 best test_acc 0.8685
e 73 | malicious users: 5 | test acc 0.7843 test loss 0.869509 best test_acc 0.8685
e 74 | malicious users: 5 | test acc 0.7517 test loss 0.984383 best test_acc 0.8685
e 75 | malicious users: 5 | test acc 0.7329 test loss 0.817674 best test_acc 0.8685
e 76 | malicious users: 5 | test acc 0.8640 test loss 0.704890 best test_acc 0.8685
e 77 | malicious users: 5 | test acc 0.7556 test loss 0.809160 best test_acc 0.8685
e 78 | malicious users: 5 | test acc 0.7792 test loss 1.250701 best test_acc 0.8685
e 79 | malicious users: 5 | test acc 0.7468 test loss 0.771602 best test_acc 0.8685
e 80 | malicious users: 5 | test acc 0.4302 test loss 1.327220 best test_acc 0.8685
e 81 | malicious users: 5 | test acc 0.4897 test loss 1.265547 best test_acc 0.8685
e 82 | malicious users: 5 | test acc 0.5544 test loss 1.104069 best test_acc 0.8685
e 83 | malicious users: 5 | test acc 0.8003 test loss 0.764989 best test_acc 0.8685
e 84 | malicious users: 5 | test acc 0.6561 test loss 1.076831 best test_acc 0.8685
e 85 | malicious users: 5 | test acc 0.6168 test loss 1.076154 best test_acc 0.8685
e 86 | malicious users: 5 | test acc 0.6687 test loss 0.886721 best test_acc 0.8685
e 87 | malicious users: 5 | test acc 0.5716 test loss 1.113183 best test_acc 0.8685
e 88 | malicious users: 5 | test acc 0.6324 test loss 1.040677 best test_acc 0.8685
e 89 | malicious users: 5 | test acc 0.5780 test loss 1.236415 best test_acc 0.8685
e 90 | malicious users: 5 | test acc 0.6898 test loss 1.074899 best test_acc 0.8685
e 91 | malicious users: 5 | test acc 0.6860 test loss 0.883943 best test_acc 0.8685
e 92 | malicious users: 5 | test acc 0.8395 test loss 0.515929 best test_acc 0.8685
e 93 | malicious users: 5 | test acc 0.7246 test loss 0.833308 best test_acc 0.8685
e 94 | malicious users: 5 | test acc 0.5341 test loss 1.242025 best test_acc 0.8685
e 95 | malicious users: 5 | test acc 0.6730 test loss 1.078652 best test_acc 0.8685
e 96 | malicious users: 5 | test acc 0.7536 test loss 0.967890 best test_acc 0.8685
e 97 | malicious users: 5 | test acc 0.8565 test loss 0.802035 best test_acc 0.8685
e 98 | malicious users: 5 | test acc 0.8300 test loss 0.628219 best test_acc 0.8685
e 99 | malicious users: 5 | test acc 0.6729 test loss 0.846590 best test_acc 0.8685
e 100 | malicious users: 5 | test acc 0.5838 test loss 1.129113 best test_acc 0.8685
e 101 | malicious users: 5 | test acc 0.6404 test loss 1.054249 best test_acc 0.8685
e 102 | malicious users: 5 | test acc 0.8710 test loss 0.690446 best test_acc 0.8710
e 103 | malicious users: 5 | test acc 0.7931 test loss 0.647297 best test_acc 0.8710
e 104 | malicious users: 5 | test acc 0.7542 test loss 0.788334 best test_acc 0.8710
e 105 | malicious users: 5 | test acc 0.5925 test loss 1.065178 best test_acc 0.8710
e 106 | malicious users: 5 | test acc 0.6405 test loss 0.993357 best test_acc 0.8710
e 107 | malicious users: 5 | test acc 0.7541 test loss 1.008269 best test_acc 0.8710
e 108 | malicious users: 5 | test acc 0.7866 test loss 0.854489 best test_acc 0.8710
e 109 | malicious users: 5 | test acc 0.8537 test loss 0.580769 best test_acc 0.8710
e 110 | malicious users: 5 | test acc 0.7777 test loss 0.809323 best test_acc 0.8710
e 111 | malicious users: 5 | test acc 0.8881 test loss 0.816395 best test_acc 0.8881
e 112 | malicious users: 5 | test acc 0.7181 test loss 0.808598 best test_acc 0.8881
e 113 | malicious users: 5 | test acc 0.5651 test loss 1.142439 best test_acc 0.8881
e 114 | malicious users: 5 | test acc 0.6715 test loss 0.932518 best test_acc 0.8881
e 115 | malicious users: 5 | test acc 0.6657 test loss 0.936788 best test_acc 0.8881
e 116 | malicious users: 5 | test acc 0.7441 test loss 0.858315 best test_acc 0.8881
e 117 | malicious users: 5 | test acc 0.7412 test loss 0.866198 best test_acc 0.8881
e 118 | malicious users: 5 | test acc 0.6681 test loss 0.959376 best test_acc 0.8881
e 119 | malicious users: 5 | test acc 0.7766 test loss 0.781333 best test_acc 0.8881
