=> Saving data in Logs/FRL~try=579
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  0.7
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks_Fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 3 | test acc 0.1025 test loss 2.266485 best test_acc 0.1025
e 1 | malicious users: 10 | test acc 0.3816 test loss 2.155732 best test_acc 0.3816
e 2 | malicious users: 4 | test acc 0.5185 test loss 1.764523 best test_acc 0.5185
e 3 | malicious users: 7 | test acc 0.4668 test loss 1.755223 best test_acc 0.5185
e 4 | malicious users: 5 | test acc 0.4576 test loss 1.439653 best test_acc 0.5185
e 5 | malicious users: 6 | test acc 0.6406 test loss 1.346506 best test_acc 0.6406
e 6 | malicious users: 9 | test acc 0.4785 test loss 1.384251 best test_acc 0.6406
e 7 | malicious users: 9 | test acc 0.6084 test loss 1.238449 best test_acc 0.6406
e 8 | malicious users: 3 | test acc 0.7140 test loss 1.051545 best test_acc 0.7140
e 9 | malicious users: 3 | test acc 0.6541 test loss 1.000644 best test_acc 0.7140
e 10 | malicious users: 5 | test acc 0.5859 test loss 1.125221 best test_acc 0.7140
e 11 | malicious users: 8 | test acc 0.6616 test loss 1.018809 best test_acc 0.7140
e 12 | malicious users: 6 | test acc 0.7844 test loss 0.741308 best test_acc 0.7844
e 13 | malicious users: 5 | test acc 0.7694 test loss 0.874780 best test_acc 0.7844
e 14 | malicious users: 7 | test acc 0.6929 test loss 0.859725 best test_acc 0.7844
e 15 | malicious users: 9 | test acc 0.8199 test loss 0.741597 best test_acc 0.8199
e 16 | malicious users: 3 | test acc 0.8571 test loss 0.567975 best test_acc 0.8571
e 17 | malicious users: 4 | test acc 0.6879 test loss 0.858035 best test_acc 0.8571
e 18 | malicious users: 6 | test acc 0.7386 test loss 0.726215 best test_acc 0.8571
e 19 | malicious users: 5 | test acc 0.7354 test loss 0.758759 best test_acc 0.8571
e 20 | malicious users: 2 | test acc 0.8097 test loss 0.692081 best test_acc 0.8571
e 21 | malicious users: 5 | test acc 0.8616 test loss 0.540774 best test_acc 0.8616
e 22 | malicious users: 4 | test acc 0.7399 test loss 0.755916 best test_acc 0.8616
e 23 | malicious users: 3 | test acc 0.7545 test loss 0.703360 best test_acc 0.8616
e 24 | malicious users: 6 | test acc 0.7501 test loss 0.716008 best test_acc 0.8616
e 25 | malicious users: 7 | test acc 0.7521 test loss 0.728227 best test_acc 0.8616
e 26 | malicious users: 9 | test acc 0.8616 test loss 0.538054 best test_acc 0.8616
e 27 | malicious users: 3 | test acc 0.7595 test loss 0.677454 best test_acc 0.8616
e 28 | malicious users: 7 | test acc 0.7401 test loss 0.796624 best test_acc 0.8616
e 29 | malicious users: 2 | test acc 0.8408 test loss 0.646355 best test_acc 0.8616
e 30 | malicious users: 6 | test acc 0.8788 test loss 0.485619 best test_acc 0.8788
e 31 | malicious users: 4 | test acc 0.7490 test loss 0.769545 best test_acc 0.8788
e 32 | malicious users: 6 | test acc 0.8156 test loss 0.601324 best test_acc 0.8788
e 33 | malicious users: 3 | test acc 0.7934 test loss 0.623064 best test_acc 0.8788
e 34 | malicious users: 8 | test acc 0.7576 test loss 0.781711 best test_acc 0.8788
