=> Saving data in Logs/FRL~try=369
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  0.5
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  FRL_defense_Fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 6 | test acc 0.1051 test loss 2.220494 best test_acc 0.1051
e 1 | malicious users: 5 | test acc 0.3832 test loss 1.897012 best test_acc 0.3832
e 2 | malicious users: 7 | test acc 0.2359 test loss 2.428983 best test_acc 0.3832
e 3 | malicious users: 6 | test acc 0.3891 test loss 1.686261 best test_acc 0.3891
e 4 | malicious users: 7 | test acc 0.3429 test loss 2.069399 best test_acc 0.3891
e 5 | malicious users: 7 | test acc 0.3999 test loss 1.937120 best test_acc 0.3999
e 6 | malicious users: 6 | test acc 0.3478 test loss 1.799403 best test_acc 0.3999
e 7 | malicious users: 4 | test acc 0.5331 test loss 1.312992 best test_acc 0.5331
e 8 | malicious users: 6 | test acc 0.4406 test loss 1.513435 best test_acc 0.5331
e 9 | malicious users: 2 | test acc 0.5804 test loss 1.217865 best test_acc 0.5804
e 10 | malicious users: 7 | test acc 0.5627 test loss 1.432019 best test_acc 0.5804
e 11 | malicious users: 4 | test acc 0.6126 test loss 1.366246 best test_acc 0.6126
e 12 | malicious users: 6 | test acc 0.4804 test loss 1.367505 best test_acc 0.6126
e 13 | malicious users: 2 | test acc 0.6161 test loss 1.104189 best test_acc 0.6161
e 14 | malicious users: 3 | test acc 0.6614 test loss 1.063893 best test_acc 0.6614
e 15 | malicious users: 6 | test acc 0.6852 test loss 1.040292 best test_acc 0.6852
e 16 | malicious users: 4 | test acc 0.7295 test loss 0.931308 best test_acc 0.7295
e 17 | malicious users: 9 | test acc 0.3022 test loss 2.045463 best test_acc 0.7295
e 18 | malicious users: 4 | test acc 0.5528 test loss 1.280571 best test_acc 0.7295
e 19 | malicious users: 7 | test acc 0.4324 test loss 1.610525 best test_acc 0.7295
e 20 | malicious users: 6 | test acc 0.6441 test loss 1.004964 best test_acc 0.7295
e 21 | malicious users: 6 | test acc 0.6807 test loss 1.108036 best test_acc 0.7295
e 22 | malicious users: 5 | test acc 0.6521 test loss 1.017604 best test_acc 0.7295
e 23 | malicious users: 5 | test acc 0.7203 test loss 0.973030 best test_acc 0.7295
e 24 | malicious users: 3 | test acc 0.6977 test loss 0.975415 best test_acc 0.7295
e 25 | malicious users: 4 | test acc 0.5902 test loss 1.044086 best test_acc 0.7295
e 26 | malicious users: 6 | test acc 0.7337 test loss 0.868727 best test_acc 0.7337
e 27 | malicious users: 10 | test acc 0.6084 test loss 1.202079 best test_acc 0.7337
e 28 | malicious users: 7 | test acc 0.4660 test loss 1.528499 best test_acc 0.7337
e 29 | malicious users: 7 | test acc 0.4714 test loss 1.796476 best test_acc 0.7337
e 30 | malicious users: 5 | test acc 0.6067 test loss 1.132318 best test_acc 0.7337
e 31 | malicious users: 6 | test acc 0.6400 test loss 0.960291 best test_acc 0.7337
e 32 | malicious users: 6 | test acc 0.4612 test loss 1.699658 best test_acc 0.7337
e 33 | malicious users: 6 | test acc 0.5034 test loss 1.324998 best test_acc 0.7337
e 34 | malicious users: 5 | test acc 0.7235 test loss 0.909907 best test_acc 0.7337
e 35 | malicious users: 6 | test acc 0.7380 test loss 0.952513 best test_acc 0.7380
e 36 | malicious users: 8 | test acc 0.2915 test loss 2.213621 best test_acc 0.7380
e 37 | malicious users: 3 | test acc 0.5313 test loss 1.626503 best test_acc 0.7380
e 38 | malicious users: 5 | test acc 0.6027 test loss 1.122315 best test_acc 0.7380
e 39 | malicious users: 5 | test acc 0.7170 test loss 0.916100 best test_acc 0.7380
e 40 | malicious users: 6 | test acc 0.6708 test loss 0.915994 best test_acc 0.7380
e 41 | malicious users: 4 | test acc 0.6928 test loss 1.115395 best test_acc 0.7380
