#########Federated Learning using Rankings############
fraction of maliciou clients: 0.30 | total number of malicious clients: 300
e 0 | malicious users: 9 | test acc 0.0786 test loss 2.302795 best test_acc 0.0786
e 1 | malicious users: 7 | test acc 0.1214 test loss 2.302126 best test_acc 0.1214
e 2 | malicious users: 7 | test acc 0.0997 test loss 2.302714 best test_acc 0.1214
e 3 | malicious users: 8 | test acc 0.1020 test loss 2.302048 best test_acc 0.1214
e 4 | malicious users: 3 | test acc 0.1250 test loss 2.300909 best test_acc 0.1250
e 5 | malicious users: 5 | test acc 0.1207 test loss 2.300362 best test_acc 0.1250
e 6 | malicious users: 8 | test acc 0.1630 test loss 2.294529 best test_acc 0.1630
e 7 | malicious users: 12 | test acc 0.1091 test loss 2.299554 best test_acc 0.1630
e 8 | malicious users: 9 | test acc 0.1275 test loss 2.288960 best test_acc 0.1630
e 9 | malicious users: 7 | test acc 0.1785 test loss 2.271688 best test_acc 0.1785
e 10 | malicious users: 10 | test acc 0.1029 test loss 2.294907 best test_acc 0.1785
e 11 | malicious users: 9 | test acc 0.1766 test loss 2.280777 best test_acc 0.1785
e 12 | malicious users: 5 | test acc 0.1615 test loss 2.233739 best test_acc 0.1785
e 13 | malicious users: 3 | test acc 0.1438 test loss 2.267802 best test_acc 0.1785
e 14 | malicious users: 10 | test acc 0.1253 test loss 2.262792 best test_acc 0.1785
e 15 | malicious users: 8 | test acc 0.1656 test loss 2.268483 best test_acc 0.1785
e 16 | malicious users: 11 | test acc 0.1873 test loss 2.220329 best test_acc 0.1873
e 17 | malicious users: 6 | test acc 0.1349 test loss 2.271983 best test_acc 0.1873
e 18 | malicious users: 8 | test acc 0.2254 test loss 2.223561 best test_acc 0.2254
e 19 | malicious users: 10 | test acc 0.1795 test loss 2.220303 best test_acc 0.2254
e 20 | malicious users: 7 | test acc 0.1156 test loss 2.268013 best test_acc 0.2254
e 21 | malicious users: 3 | test acc 0.1578 test loss 2.183771 best test_acc 0.2254
e 22 | malicious users: 7 | test acc 0.2215 test loss 2.168158 best test_acc 0.2254
e 23 | malicious users: 8 | test acc 0.2115 test loss 2.222933 best test_acc 0.2254
e 24 | malicious users: 7 | test acc 0.1988 test loss 2.136781 best test_acc 0.2254
e 25 | malicious users: 6 | test acc 0.2041 test loss 2.207103 best test_acc 0.2254
e 26 | malicious users: 6 | test acc 0.2107 test loss 2.073470 best test_acc 0.2254
e 27 | malicious users: 8 | test acc 0.1225 test loss 2.261631 best test_acc 0.2254
e 28 | malicious users: 7 | test acc 0.2146 test loss 2.195167 best test_acc 0.2254
e 29 | malicious users: 8 | test acc 0.1960 test loss 2.187696 best test_acc 0.2254
e 30 | malicious users: 10 | test acc 0.2042 test loss 2.105597 best test_acc 0.2254
e 31 | malicious users: 8 | test acc 0.2184 test loss 2.067360 best test_acc 0.2254
e 32 | malicious users: 7 | test acc 0.2112 test loss 2.119637 best test_acc 0.2254
e 33 | malicious users: 8 | test acc 0.2333 test loss 2.045844 best test_acc 0.2333
e 34 | malicious users: 4 | test acc 0.2414 test loss 2.064043 best test_acc 0.2414
e 35 | malicious users: 6 | test acc 0.1999 test loss 2.030121 best test_acc 0.2414
e 36 | malicious users: 8 | test acc 0.2209 test loss 2.061059 best test_acc 0.2414
e 37 | malicious users: 10 | test acc 0.2215 test loss 2.127872 best test_acc 0.2414
e 38 | malicious users: 8 | test acc 0.2412 test loss 2.082898 best test_acc 0.2414
e 39 | malicious users: 11 | test acc 0.2389 test loss 2.134338 best test_acc 0.2414
e 40 | malicious users: 11 | test acc 0.2208 test loss 2.110966 best test_acc 0.2414
e 41 | malicious users: 3 | test acc 0.2060 test loss 2.078020 best test_acc 0.2414
e 42 | malicious users: 5 | test acc 0.2373 test loss 1.966774 best test_acc 0.2414
e 43 | malicious users: 4 | test acc 0.2506 test loss 1.975559 best test_acc 0.2506
e 44 | malicious users: 8 | test acc 0.2195 test loss 2.072244 best test_acc 0.2506
e 45 | malicious users: 8 | test acc 0.2548 test loss 2.051639 best test_acc 0.2548
e 46 | malicious users: 8 | test acc 0.2432 test loss 1.932981 best test_acc 0.2548
e 47 | malicious users: 10 | test acc 0.2425 test loss 2.069316 best test_acc 0.2548
e 48 | malicious users: 7 | test acc 0.2501 test loss 1.974344 best test_acc 0.2548
e 49 | malicious users: 8 | test acc 0.2702 test loss 2.056567 best test_acc 0.2702
e 50 | malicious users: 7 | test acc 0.2815 test loss 2.036823 best test_acc 0.2815
e 51 | malicious users: 9 | test acc 0.2621 test loss 1.944770 best test_acc 0.2815
e 52 | malicious users: 5 | test acc 0.2580 test loss 2.064905 best test_acc 0.2815
e 53 | malicious users: 8 | test acc 0.2553 test loss 1.975462 best test_acc 0.2815
e 54 | malicious users: 11 | test acc 0.2838 test loss 1.976775 best test_acc 0.2838
e 55 | malicious users: 6 | test acc 0.2583 test loss 2.068049 best test_acc 0.2838
e 56 | malicious users: 7 | test acc 0.2765 test loss 1.992981 best test_acc 0.2838
e 57 | malicious users: 9 | test acc 0.2716 test loss 1.910429 best test_acc 0.2838
e 58 | malicious users: 6 | test acc 0.2694 test loss 1.957646 best test_acc 0.2838
e 59 | malicious users: 8 | test acc 0.2726 test loss 1.960973 best test_acc 0.2838
e 60 | malicious users: 9 | test acc 0.3275 test loss 1.867283 best test_acc 0.3275
e 61 | malicious users: 10 | test acc 0.2572 test loss 1.978894 best test_acc 0.3275
e 62 | malicious users: 8 | test acc 0.2938 test loss 1.883448 best test_acc 0.3275
e 63 | malicious users: 12 | test acc 0.2949 test loss 1.968142 best test_acc 0.3275
e 64 | malicious users: 5 | test acc 0.2639 test loss 1.995098 best test_acc 0.3275
e 65 | malicious users: 8 | test acc 0.2901 test loss 1.971702 best test_acc 0.3275
e 66 | malicious users: 10 | test acc 0.2767 test loss 1.907398 best test_acc 0.3275
e 67 | malicious users: 10 | test acc 0.2884 test loss 1.975954 best test_acc 0.3275
e 68 | malicious users: 8 | test acc 0.2947 test loss 1.892840 best test_acc 0.3275
e 69 | malicious users: 8 | test acc 0.3067 test loss 1.981237 best test_acc 0.3275
e 70 | malicious users: 7 | test acc 0.3094 test loss 1.867743 best test_acc 0.3275
e 71 | malicious users: 9 | test acc 0.3190 test loss 1.857843 best test_acc 0.3275
e 72 | malicious users: 8 | test acc 0.3313 test loss 1.952252 best test_acc 0.3313
e 73 | malicious users: 9 | test acc 0.2908 test loss 2.026613 best test_acc 0.3313
e 74 | malicious users: 6 | test acc 0.2930 test loss 1.945691 best test_acc 0.3313
e 75 | malicious users: 12 | test acc 0.3165 test loss 1.891758 best test_acc 0.3313
e 76 | malicious users: 8 | test acc 0.2734 test loss 1.953509 best test_acc 0.3313
e 77 | malicious users: 2 | test acc 0.3221 test loss 1.797568 best test_acc 0.3313
e 78 | malicious users: 5 | test acc 0.3313 test loss 1.858353 best test_acc 0.3313
e 79 | malicious users: 11 | test acc 0.3266 test loss 1.863265 best test_acc 0.3313
e 80 | malicious users: 8 | test acc 0.3525 test loss 1.893104 best test_acc 0.3525
e 81 | malicious users: 5 | test acc 0.3350 test loss 1.849080 best test_acc 0.3525
e 82 | malicious users: 6 | test acc 0.2956 test loss 1.867010 best test_acc 0.3525
e 83 | malicious users: 5 | test acc 0.3249 test loss 1.921552 best test_acc 0.3525
e 84 | malicious users: 9 | test acc 0.3079 test loss 1.823656 best test_acc 0.3525
e 85 | malicious users: 11 | test acc 0.3074 test loss 1.905261 best test_acc 0.3525
e 86 | malicious users: 6 | test acc 0.3242 test loss 1.816576 best test_acc 0.3525
e 87 | malicious users: 8 | test acc 0.3499 test loss 1.780216 best test_acc 0.3525
e 88 | malicious users: 10 | test acc 0.3259 test loss 1.886803 best test_acc 0.3525
e 89 | malicious users: 6 | test acc 0.3256 test loss 1.767709 best test_acc 0.3525
e 90 | malicious users: 10 | test acc 0.3288 test loss 1.835912 best test_acc 0.3525
e 91 | malicious users: 5 | test acc 0.3329 test loss 1.816776 best test_acc 0.3525
e 92 | malicious users: 10 | test acc 0.3467 test loss 1.864893 best test_acc 0.3525
e 93 | malicious users: 5 | test acc 0.3687 test loss 1.722443 best test_acc 0.3687
e 94 | malicious users: 6 | test acc 0.3353 test loss 1.831923 best test_acc 0.3687
e 95 | malicious users: 5 | test acc 0.3583 test loss 1.831237 best test_acc 0.3687
e 96 | malicious users: 4 | test acc 0.3700 test loss 1.698309 best test_acc 0.3700
e 97 | malicious users: 9 | test acc 0.3714 test loss 1.722678 best test_acc 0.3714
e 98 | malicious users: 7 | test acc 0.3469 test loss 1.781747 best test_acc 0.3714
e 99 | malicious users: 8 | test acc 0.3531 test loss 1.773743 best test_acc 0.3714
e 100 | malicious users: 9 | test acc 0.3260 test loss 1.910501 best test_acc 0.3714
e 101 | malicious users: 4 | test acc 0.3746 test loss 1.806300 best test_acc 0.3746
e 102 | malicious users: 6 | test acc 0.3691 test loss 1.780038 best test_acc 0.3746
e 103 | malicious users: 9 | test acc 0.3452 test loss 1.786242 best test_acc 0.3746
e 104 | malicious users: 8 | test acc 0.3425 test loss 1.760047 best test_acc 0.3746
e 105 | malicious users: 6 | test acc 0.3552 test loss 1.770150 best test_acc 0.3746
e 106 | malicious users: 8 | test acc 0.3716 test loss 1.733282 best test_acc 0.3746
e 107 | malicious users: 7 | test acc 0.3864 test loss 1.698488 best test_acc 0.3864
e 108 | malicious users: 6 | test acc 0.3790 test loss 1.722900 best test_acc 0.3864
e 109 | malicious users: 9 | test acc 0.3721 test loss 1.781686 best test_acc 0.3864
e 110 | malicious users: 10 | test acc 0.3839 test loss 1.761540 best test_acc 0.3864
e 111 | malicious users: 9 | test acc 0.3418 test loss 1.792858 best test_acc 0.3864
e 112 | malicious users: 5 | test acc 0.3434 test loss 1.820601 best test_acc 0.3864
e 113 | malicious users: 7 | test acc 0.3848 test loss 1.722994 best test_acc 0.3864
e 114 | malicious users: 7 | test acc 0.3599 test loss 1.728526 best test_acc 0.3864
e 115 | malicious users: 11 | test acc 0.3800 test loss 1.741667 best test_acc 0.3864
e 116 | malicious users: 8 | test acc 0.3450 test loss 1.833671 best test_acc 0.3864
e 117 | malicious users: 10 | test acc 0.3233 test loss 1.826517 best test_acc 0.3864
e 118 | malicious users: 8 | test acc 0.3885 test loss 1.674730 best test_acc 0.3885
e 119 | malicious users: 9 | test acc 0.3578 test loss 1.814501 best test_acc 0.3885
e 120 | malicious users: 8 | test acc 0.3739 test loss 1.699027 best test_acc 0.3885
e 121 | malicious users: 8 | test acc 0.3840 test loss 1.770406 best test_acc 0.3885
e 122 | malicious users: 4 | test acc 0.3797 test loss 1.703005 best test_acc 0.3885
e 123 | malicious users: 7 | test acc 0.3392 test loss 1.769586 best test_acc 0.3885
e 124 | malicious users: 7 | test acc 0.3684 test loss 1.772754 best test_acc 0.3885
e 125 | malicious users: 6 | test acc 0.3865 test loss 1.702631 best test_acc 0.3885
e 126 | malicious users: 8 | test acc 0.3559 test loss 1.746650 best test_acc 0.3885
e 127 | malicious users: 10 | test acc 0.3650 test loss 1.812738 best test_acc 0.3885
e 128 | malicious users: 7 | test acc 0.3356 test loss 1.757909 best test_acc 0.3885
e 129 | malicious users: 6 | test acc 0.3870 test loss 1.674367 best test_acc 0.3885
e 130 | malicious users: 9 | test acc 0.3292 test loss 1.898049 best test_acc 0.3885
e 131 | malicious users: 6 | test acc 0.3699 test loss 1.692626 best test_acc 0.3885
e 132 | malicious users: 6 | test acc 0.3924 test loss 1.662548 best test_acc 0.3924
e 133 | malicious users: 10 | test acc 0.3097 test loss 1.831046 best test_acc 0.3924
e 134 | malicious users: 9 | test acc 0.3850 test loss 1.756800 best test_acc 0.3924
e 135 | malicious users: 8 | test acc 0.3836 test loss 1.706468 best test_acc 0.3924
