
fraction of maliciou clients: 0.00 | total number of malicious clients: 0
e 0 | malicious users: 0 | test acc 0.4853 test loss 2.052622 best test_acc 0.4853
e 1 | malicious users: 0 | test acc 0.6417 test loss 1.832755 best test_acc 0.6417
e 2 | malicious users: 0 | test acc 0.7438 test loss 1.284701 best test_acc 0.7438
e 3 | malicious users: 0 | test acc 0.7831 test loss 0.875789 best test_acc 0.7831
e 4 | malicious users: 0 | test acc 0.8086 test loss 0.751489 best test_acc 0.8086
e 5 | malicious users: 0 | test acc 0.8028 test loss 0.636744 best test_acc 0.8086
e 6 | malicious users: 0 | test acc 0.7705 test loss 0.680671 best test_acc 0.8086
e 7 | malicious users: 0 | test acc 0.7955 test loss 0.576780 best test_acc 0.8086
e 8 | malicious users: 0 | test acc 0.7687 test loss 0.665848 best test_acc 0.8086
e 9 | malicious users: 0 | test acc 0.8506 test loss 0.475243 best test_acc 0.8506
e 10 | malicious users: 0 | test acc 0.8307 test loss 0.523069 best test_acc 0.8506
e 11 | malicious users: 0 | test acc 0.9001 test loss 0.382789 best test_acc 0.9001
e 12 | malicious users: 0 | test acc 0.8939 test loss 0.408560 best test_acc 0.9001
e 13 | malicious users: 0 | test acc 0.9183 test loss 0.303939 best test_acc 0.9183
e 14 | malicious users: 0 | test acc 0.8870 test loss 0.383188 best test_acc 0.9183
e 15 | malicious users: 0 | test acc 0.9094 test loss 0.322663 best test_acc 0.9183
e 16 | malicious users: 0 | test acc 0.9245 test loss 0.311238 best test_acc 0.9245
e 17 | malicious users: 0 | test acc 0.9161 test loss 0.307491 best test_acc 0.9245
e 18 | malicious users: 0 | test acc 0.9145 test loss 0.342836 best test_acc 0.9245
e 19 | malicious users: 0 | test acc 0.9012 test loss 0.324089 best test_acc 0.9245
e 20 | malicious users: 0 | test acc 0.9005 test loss 0.329655 best test_acc 0.9245
e 21 | malicious users: 0 | test acc 0.9336 test loss 0.255976 best test_acc 0.9336
e 22 | malicious users: 0 | test acc 0.9371 test loss 0.244269 best test_acc 0.9371
e 23 | malicious users: 0 | test acc 0.9270 test loss 0.248363 best test_acc 0.9371
e 24 | malicious users: 0 | test acc 0.9046 test loss 0.317835 best test_acc 0.9371
e 25 | malicious users: 0 | test acc 0.9412 test loss 0.207121 best test_acc 0.9412
e 26 | malicious users: 0 | test acc 0.9153 test loss 0.307787 best test_acc 0.9412
e 27 | malicious users: 0 | test acc 0.9349 test loss 0.243098 best test_acc 0.9412
e 28 | malicious users: 0 | test acc 0.9369 test loss 0.237241 best test_acc 0.9412
e 29 | malicious users: 0 | test acc 0.9376 test loss 0.219618 best test_acc 0.9412
e 30 | malicious users: 0 | test acc 0.9389 test loss 0.216801 best test_acc 0.9412
e 31 | malicious users: 0 | test acc 0.9398 test loss 0.216938 best test_acc 0.9412
e 32 | malicious users: 0 | test acc 0.9395 test loss 0.226594 best test_acc 0.9412
e 33 | malicious users: 0 | test acc 0.9428 test loss 0.213487 best test_acc 0.9428
e 34 | malicious users: 0 | test acc 0.8836 test loss 0.360163 best test_acc 0.9428
e 35 | malicious users: 0 | test acc 0.9053 test loss 0.343377 best test_acc 0.9428
e 36 | malicious users: 0 | test acc 0.9392 test loss 0.226608 best test_acc 0.9428
e 37 | malicious users: 0 | test acc 0.9425 test loss 0.213883 best test_acc 0.9428
e 38 | malicious users: 0 | test acc 0.9441 test loss 0.187471 best test_acc 0.9441
e 39 | malicious users: 0 | test acc 0.9329 test loss 0.259877 best test_acc 0.9441
e 40 | malicious users: 0 | test acc 0.9504 test loss 0.174432 best test_acc 0.9504
e 41 | malicious users: 0 | test acc 0.9492 test loss 0.179681 best test_acc 0.9504
e 42 | malicious users: 0 | test acc 0.9522 test loss 0.176508 best test_acc 0.9522
e 43 | malicious users: 0 | test acc 0.9139 test loss 0.290036 best test_acc 0.9522
e 44 | malicious users: 0 | test acc 0.9442 test loss 0.209038 best test_acc 0.9522
e 45 | malicious users: 0 | test acc 0.9375 test loss 0.221476 best test_acc 0.9522
e 46 | malicious users: 0 | test acc 0.9527 test loss 0.187497 best test_acc 0.9527
e 47 | malicious users: 0 | test acc 0.9436 test loss 0.199340 best test_acc 0.9527
e 48 | malicious users: 0 | test acc 0.9501 test loss 0.181133 best test_acc 0.9527
e 49 | malicious users: 0 | test acc 0.9552 test loss 0.155702 best test_acc 0.9552
e 50 | malicious users: 0 | test acc 0.9544 test loss 0.162182 best test_acc 0.9552
e 51 | malicious users: 0 | test acc 0.9582 test loss 0.150395 best test_acc 0.9582
e 52 | malicious users: 0 | test acc 0.9576 test loss 0.147136 best test_acc 0.9582
e 53 | malicious users: 0 | test acc 0.9590 test loss 0.151882 best test_acc 0.9590
e 54 | malicious users: 0 | test acc 0.9603 test loss 0.159043 best test_acc 0.9603
e 55 | malicious users: 0 | test acc 0.9548 test loss 0.154737 best test_acc 0.9603
e 56 | malicious users: 0 | test acc 0.9573 test loss 0.148956 best test_acc 0.9603
e 57 | malicious users: 0 | test acc 0.9446 test loss 0.181717 best test_acc 0.9603
e 58 | malicious users: 0 | test acc 0.9482 test loss 0.194693 best test_acc 0.9603
e 59 | malicious users: 0 | test acc 0.9596 test loss 0.143482 best test_acc 0.9603
e 60 | malicious users: 0 | test acc 0.9597 test loss 0.158384 best test_acc 0.9603
e 61 | malicious users: 0 | test acc 0.9571 test loss 0.146154 best test_acc 0.9603
e 62 | malicious users: 0 | test acc 0.9558 test loss 0.157965 best test_acc 0.9603
e 63 | malicious users: 0 | test acc 0.9530 test loss 0.172110 best test_acc 0.9603
e 64 | malicious users: 0 | test acc 0.9612 test loss 0.134129 best test_acc 0.9612
e 65 | malicious users: 0 | test acc 0.9416 test loss 0.193380 best test_acc 0.9612
e 66 | malicious users: 0 | test acc 0.9551 test loss 0.163688 best test_acc 0.9612
e 67 | malicious users: 0 | test acc 0.9609 test loss 0.140098 best test_acc 0.9612
e 68 | malicious users: 0 | test acc 0.9597 test loss 0.134813 best test_acc 0.9612
e 69 | malicious users: 0 | test acc 0.9609 test loss 0.137991 best test_acc 0.9612
e 70 | malicious users: 0 | test acc 0.9611 test loss 0.126137 best test_acc 0.9612
e 71 | malicious users: 0 | test acc 0.9598 test loss 0.155630 best test_acc 0.9612
e 72 | malicious users: 0 | test acc 0.9618 test loss 0.145513 best test_acc 0.9618
e 73 | malicious users: 0 | test acc 0.9552 test loss 0.147166 best test_acc 0.9618
e 74 | malicious users: 0 | test acc 0.9619 test loss 0.137847 best test_acc 0.9619
e 75 | malicious users: 0 | test acc 0.9559 test loss 0.160496 best test_acc 0.9619
e 76 | malicious users: 0 | test acc 0.9591 test loss 0.147031 best test_acc 0.9619
e 77 | malicious users: 0 | test acc 0.9593 test loss 0.157476 best test_acc 0.9619
e 78 | malicious users: 0 | test acc 0.9630 test loss 0.128095 best test_acc 0.9630
e 79 | malicious users: 0 | test acc 0.9620 test loss 0.134985 best test_acc 0.9630
e 80 | malicious users: 0 | test acc 0.9656 test loss 0.113510 best test_acc 0.9656
e 81 | malicious users: 0 | test acc 0.9659 test loss 0.119632 best test_acc 0.9659
e 82 | malicious users: 0 | test acc 0.9591 test loss 0.139747 best test_acc 0.9659
e 83 | malicious users: 0 | test acc 0.9552 test loss 0.161249 best test_acc 0.9659
e 84 | malicious users: 0 | test acc 0.9642 test loss 0.136743 best test_acc 0.9659
e 85 | malicious users: 0 | test acc 0.9624 test loss 0.123254 best test_acc 0.9659
e 86 | malicious users: 0 | test acc 0.9504 test loss 0.165295 best test_acc 0.9659
e 87 | malicious users: 0 | test acc 0.9534 test loss 0.167519 best test_acc 0.9659
e 88 | malicious users: 0 | test acc 0.9275 test loss 0.271848 best test_acc 0.9659
e 89 | malicious users: 0 | test acc 0.9642 test loss 0.125075 best test_acc 0.9659
e 90 | malicious users: 0 | test acc 0.9627 test loss 0.133276 best test_acc 0.9659
e 91 | malicious users: 0 | test acc 0.9627 test loss 0.138474 best test_acc 0.9659
e 92 | malicious users: 0 | test acc 0.9577 test loss 0.147669 best test_acc 0.9659
e 93 | malicious users: 0 | test acc 0.9640 test loss 0.126623 best test_acc 0.9659
e 94 | malicious users: 0 | test acc 0.9630 test loss 0.137627 best test_acc 0.9659
e 95 | malicious users: 0 | test acc 0.9594 test loss 0.138807 best test_acc 0.9659
e 96 | malicious users: 0 | test acc 0.9654 test loss 0.119835 best test_acc 0.9659
e 97 | malicious users: 0 | test acc 0.9400 test loss 0.193684 best test_acc 0.9659
e 98 | malicious users: 0 | test acc 0.9625 test loss 0.130304 best test_acc 0.9659
e 99 | malicious users: 0 | test acc 0.9682 test loss 0.117296 best test_acc 0.9682
e 100 | malicious users: 0 | test acc 0.9545 test loss 0.165957 best test_acc 0.9682
e 101 | malicious users: 0 | test acc 0.9668 test loss 0.107826 best test_acc 0.9682
e 102 | malicious users: 0 | test acc 0.9651 test loss 0.123609 best test_acc 0.9682
e 103 | malicious users: 0 | test acc 0.9188 test loss 0.236425 best test_acc 0.9682
e 104 | malicious users: 0 | test acc 0.9647 test loss 0.118084 best test_acc 0.9682
e 105 | malicious users: 0 | test acc 0.9548 test loss 0.159262 best test_acc 0.9682
e 106 | malicious users: 0 | test acc 0.9681 test loss 0.114766 best test_acc 0.9682
e 107 | malicious users: 0 | test acc 0.9683 test loss 0.104259 best test_acc 0.9683
e 108 | malicious users: 0 | test acc 0.8807 test loss 0.293759 best test_acc 0.9683
e 109 | malicious users: 0 | test acc 0.9637 test loss 0.131645 best test_acc 0.9683
e 110 | malicious users: 0 | test acc 0.9650 test loss 0.113732 best test_acc 0.9683
e 111 | malicious users: 0 | test acc 0.9608 test loss 0.132993 best test_acc 0.9683
e 112 | malicious users: 0 | test acc 0.9687 test loss 0.111300 best test_acc 0.9687
e 113 | malicious users: 0 | test acc 0.9683 test loss 0.111288 best test_acc 0.9687
e 114 | malicious users: 0 | test acc 0.9644 test loss 0.120120 best test_acc 0.9687
e 115 | malicious users: 0 | test acc 0.9674 test loss 0.109882 best test_acc 0.9687
e 116 | malicious users: 0 | test acc 0.9567 test loss 0.164737 best test_acc 0.9687
e 117 | malicious users: 0 | test acc 0.9633 test loss 0.127123 best test_acc 0.9687
e 118 | malicious users: 0 | test acc 0.9684 test loss 0.105908 best test_acc 0.9687
e 119 | malicious users: 0 | test acc 0.9574 test loss 0.151856 best test_acc 0.9687
e 120 | malicious users: 0 | test acc 0.9668 test loss 0.115983 best test_acc 0.9687
e 121 | malicious users: 0 | test acc 0.9676 test loss 0.110711 best test_acc 0.9687
e 122 | malicious users: 0 | test acc 0.9631 test loss 0.127523 best test_acc 0.9687
e 123 | malicious users: 0 | test acc 0.9617 test loss 0.146730 best test_acc 0.9687
e 124 | malicious users: 0 | test acc 0.9698 test loss 0.116123 best test_acc 0.9698
e 125 | malicious users: 0 | test acc 0.9677 test loss 0.104329 best test_acc 0.9698
e 126 | malicious users: 0 | test acc 0.9660 test loss 0.127597 best test_acc 0.9698
e 127 | malicious users: 0 | test acc 0.9655 test loss 0.116258 best test_acc 0.9698
e 128 | malicious users: 0 | test acc 0.9669 test loss 0.113337 best test_acc 0.9698
e 129 | malicious users: 0 | test acc 0.9636 test loss 0.112649 best test_acc 0.9698
e 130 | malicious users: 0 | test acc 0.9687 test loss 0.117904 best test_acc 0.9698
e 131 | malicious users: 0 | test acc 0.9684 test loss 0.101787 best test_acc 0.9698
e 132 | malicious users: 0 | test acc 0.9696 test loss 0.102504 best test_acc 0.9698
e 133 | malicious users: 0 | test acc 0.9657 test loss 0.108267 best test_acc 0.9698
e 134 | malicious users: 0 | test acc 0.9200 test loss 0.223262 best test_acc 0.9698
e 135 | malicious users: 0 | test acc 0.9677 test loss 0.108128 best test_acc 0.9698
e 136 | malicious users: 0 | test acc 0.9683 test loss 0.113769 best test_acc 0.9698
e 137 | malicious users: 0 | test acc 0.9694 test loss 0.104982 best test_acc 0.9698
e 138 | malicious users: 0 | test acc 0.9683 test loss 0.106862 best test_acc 0.9698
e 139 | malicious users: 0 | test acc 0.9713 test loss 0.099950 best test_acc 0.9713
e 140 | malicious users: 0 | test acc 0.9721 test loss 0.093854 best test_acc 0.9721
e 141 | malicious users: 0 | test acc 0.9704 test loss 0.104995 best test_acc 0.9721
e 142 | malicious users: 0 | test acc 0.9701 test loss 0.102273 best test_acc 0.9721
e 143 | malicious users: 0 | test acc 0.9715 test loss 0.096080 best test_acc 0.9721
e 144 | malicious users: 0 | test acc 0.9687 test loss 0.103192 best test_acc 0.9721
e 145 | malicious users: 0 | test acc 0.9713 test loss 0.098291 best test_acc 0.9721
e 146 | malicious users: 0 | test acc 0.9712 test loss 0.097552 best test_acc 0.9721
e 147 | malicious users: 0 | test acc 0.9705 test loss 0.104231 best test_acc 0.9721
e 148 | malicious users: 0 | test acc 0.9699 test loss 0.114189 best test_acc 0.9721
e 149 | malicious users: 0 | test acc 0.9681 test loss 0.101424 best test_acc 0.9721
e 150 | malicious users: 0 | test acc 0.9677 test loss 0.122953 best test_acc 0.9721
e 151 | malicious users: 0 | test acc 0.9678 test loss 0.105855 best test_acc 0.9721
e 152 | malicious users: 0 | test acc 0.9631 test loss 0.128045 best test_acc 0.9721
e 153 | malicious users: 0 | test acc 0.9706 test loss 0.103779 best test_acc 0.9721
e 154 | malicious users: 0 | test acc 0.9651 test loss 0.125846 best test_acc 0.9721
e 155 | malicious users: 0 | test acc 0.9725 test loss 0.097001 best test_acc 0.9725
e 156 | malicious users: 0 | test acc 0.9682 test loss 0.108946 best test_acc 0.9725
e 157 | malicious users: 0 | test acc 0.9713 test loss 0.097887 best test_acc 0.9725
e 158 | malicious users: 0 | test acc 0.9698 test loss 0.099520 best test_acc 0.9725
e 159 | malicious users: 0 | test acc 0.9621 test loss 0.141746 best test_acc 0.9725
e 160 | malicious users: 0 | test acc 0.9693 test loss 0.102825 best test_acc 0.9725
e 161 | malicious users: 0 | test acc 0.9692 test loss 0.108877 best test_acc 0.9725
e 162 | malicious users: 0 | test acc 0.9727 test loss 0.098470 best test_acc 0.9727
e 163 | malicious users: 0 | test acc 0.9712 test loss 0.093459 best test_acc 0.9727
e 164 | malicious users: 0 | test acc 0.9728 test loss 0.088685 best test_acc 0.9728
