=> Saving data in Logs/FRL~try=521
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  1
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  FRL_label_flip
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.25 | total number of malicious clients: 250
e 0 | malicious users: 9 | test acc 0.1613 test loss 2.258177 best test_acc 0.1613
e 1 | malicious users: 1 | test acc 0.3353 test loss 2.104181 best test_acc 0.3353
e 2 | malicious users: 5 | test acc 0.5056 test loss 1.947338 best test_acc 0.5056
e 3 | malicious users: 5 | test acc 0.5173 test loss 1.797272 best test_acc 0.5173
e 4 | malicious users: 4 | test acc 0.5957 test loss 1.610170 best test_acc 0.5957
e 5 | malicious users: 4 | test acc 0.5317 test loss 1.680426 best test_acc 0.5957
e 6 | malicious users: 3 | test acc 0.6368 test loss 1.191320 best test_acc 0.6368
e 7 | malicious users: 6 | test acc 0.5661 test loss 1.564675 best test_acc 0.6368
e 8 | malicious users: 4 | test acc 0.6437 test loss 1.464373 best test_acc 0.6437
e 9 | malicious users: 5 | test acc 0.5617 test loss 1.352057 best test_acc 0.6437
e 10 | malicious users: 12 | test acc 0.3712 test loss 1.775614 best test_acc 0.6437
e 11 | malicious users: 6 | test acc 0.5531 test loss 1.566294 best test_acc 0.6437
e 12 | malicious users: 5 | test acc 0.6375 test loss 1.275327 best test_acc 0.6437
e 13 | malicious users: 4 | test acc 0.6020 test loss 1.198218 best test_acc 0.6437
e 14 | malicious users: 5 | test acc 0.5157 test loss 1.336765 best test_acc 0.6437
e 15 | malicious users: 7 | test acc 0.5866 test loss 1.416541 best test_acc 0.6437
e 16 | malicious users: 4 | test acc 0.7089 test loss 1.105579 best test_acc 0.7089
e 17 | malicious users: 6 | test acc 0.5388 test loss 1.565516 best test_acc 0.7089
e 18 | malicious users: 4 | test acc 0.6764 test loss 1.029023 best test_acc 0.7089
e 19 | malicious users: 11 | test acc 0.4249 test loss 1.586508 best test_acc 0.7089
e 20 | malicious users: 7 | test acc 0.6221 test loss 1.433185 best test_acc 0.7089
e 21 | malicious users: 5 | test acc 0.7903 test loss 1.188511 best test_acc 0.7903
e 22 | malicious users: 5 | test acc 0.7756 test loss 1.148129 best test_acc 0.7903
e 23 | malicious users: 6 | test acc 0.7443 test loss 0.903753 best test_acc 0.7903
e 24 | malicious users: 5 | test acc 0.6496 test loss 1.380963 best test_acc 0.7903
e 25 | malicious users: 2 | test acc 0.7677 test loss 0.888822 best test_acc 0.7903
e 26 | malicious users: 5 | test acc 0.5851 test loss 1.308712 best test_acc 0.7903
e 27 | malicious users: 9 | test acc 0.6015 test loss 1.377639 best test_acc 0.7903
e 28 | malicious users: 7 | test acc 0.7135 test loss 1.433310 best test_acc 0.7903
e 29 | malicious users: 2 | test acc 0.8131 test loss 0.583183 best test_acc 0.8131
e 30 | malicious users: 9 | test acc 0.5761 test loss 1.695837 best test_acc 0.8131
e 31 | malicious users: 3 | test acc 0.8593 test loss 0.694705 best test_acc 0.8593
e 32 | malicious users: 8 | test acc 0.5776 test loss 1.466691 best test_acc 0.8593
e 33 | malicious users: 11 | test acc 0.5103 test loss 1.309852 best test_acc 0.8593
e 34 | malicious users: 2 | test acc 0.9065 test loss 0.710198 best test_acc 0.9065
e 35 | malicious users: 8 | test acc 0.6324 test loss 1.295309 best test_acc 0.9065
e 36 | malicious users: 8 | test acc 0.5681 test loss 1.411749 best test_acc 0.9065
e 37 | malicious users: 3 | test acc 0.7634 test loss 0.861548 best test_acc 0.9065
e 38 | malicious users: 4 | test acc 0.7929 test loss 0.983800 best test_acc 0.9065
e 39 | malicious users: 7 | test acc 0.5123 test loss 1.386157 best test_acc 0.9065
e 40 | malicious users: 7 | test acc 0.7033 test loss 1.101602 best test_acc 0.9065
e 41 | malicious users: 2 | test acc 0.9142 test loss 0.366866 best test_acc 0.9142
e 42 | malicious users: 8 | test acc 0.7326 test loss 1.172976 best test_acc 0.9142
e 43 | malicious users: 8 | test acc 0.7124 test loss 1.264018 best test_acc 0.9142
e 44 | malicious users: 3 | test acc 0.8208 test loss 0.792169 best test_acc 0.9142
e 45 | malicious users: 6 | test acc 0.6885 test loss 1.227576 best test_acc 0.9142
e 46 | malicious users: 6 | test acc 0.6776 test loss 1.232076 best test_acc 0.9142
e 47 | malicious users: 8 | test acc 0.7647 test loss 1.068465 best test_acc 0.9142
e 48 | malicious users: 5 | test acc 0.7789 test loss 1.111426 best test_acc 0.9142
e 49 | malicious users: 10 | test acc 0.6815 test loss 1.222664 best test_acc 0.9142
e 50 | malicious users: 8 | test acc 0.6515 test loss 1.212981 best test_acc 0.9142
e 51 | malicious users: 6 | test acc 0.7346 test loss 0.990788 best test_acc 0.9142
e 52 | malicious users: 11 | test acc 0.4742 test loss 1.495616 best test_acc 0.9142
e 53 | malicious users: 5 | test acc 0.5828 test loss 1.055147 best test_acc 0.9142
e 54 | malicious users: 4 | test acc 0.7462 test loss 1.052351 best test_acc 0.9142
e 55 | malicious users: 9 | test acc 0.6275 test loss 1.238258 best test_acc 0.9142
e 56 | malicious users: 9 | test acc 0.5174 test loss 1.300825 best test_acc 0.9142
e 57 | malicious users: 5 | test acc 0.8754 test loss 0.519545 best test_acc 0.9142
e 58 | malicious users: 3 | test acc 0.7181 test loss 0.822809 best test_acc 0.9142
e 59 | malicious users: 8 | test acc 0.7427 test loss 1.006418 best test_acc 0.9142
e 60 | malicious users: 5 | test acc 0.8500 test loss 0.904925 best test_acc 0.9142
e 61 | malicious users: 9 | test acc 0.7435 test loss 1.171478 best test_acc 0.9142
e 62 | malicious users: 5 | test acc 0.8216 test loss 0.888204 best test_acc 0.9142
e 63 | malicious users: 7 | test acc 0.7646 test loss 1.115757 best test_acc 0.9142
e 64 | malicious users: 7 | test acc 0.6150 test loss 1.200165 best test_acc 0.9142
e 65 | malicious users: 5 | test acc 0.6965 test loss 1.296149 best test_acc 0.9142
e 66 | malicious users: 6 | test acc 0.6112 test loss 1.123638 best test_acc 0.9142
e 67 | malicious users: 7 | test acc 0.6748 test loss 1.074692 best test_acc 0.9142
e 68 | malicious users: 7 | test acc 0.6990 test loss 1.174487 best test_acc 0.9142
e 69 | malicious users: 6 | test acc 0.7460 test loss 1.102775 best test_acc 0.9142
e 70 | malicious users: 7 | test acc 0.6718 test loss 1.180936 best test_acc 0.9142
e 71 | malicious users: 7 | test acc 0.6813 test loss 1.086461 best test_acc 0.9142
e 72 | malicious users: 6 | test acc 0.7651 test loss 1.212542 best test_acc 0.9142
e 73 | malicious users: 7 | test acc 0.7898 test loss 1.092816 best test_acc 0.9142
e 74 | malicious users: 8 | test acc 0.7251 test loss 1.160578 best test_acc 0.9142
e 75 | malicious users: 4 | test acc 0.7092 test loss 0.773174 best test_acc 0.9142
e 76 | malicious users: 8 | test acc 0.6218 test loss 1.138072 best test_acc 0.9142
e 77 | malicious users: 6 | test acc 0.6905 test loss 1.011425 best test_acc 0.9142
e 78 | malicious users: 7 | test acc 0.6654 test loss 1.112890 best test_acc 0.9142
e 79 | malicious users: 7 | test acc 0.6206 test loss 1.153687 best test_acc 0.9142
e 80 | malicious users: 8 | test acc 0.6482 test loss 1.310929 best test_acc 0.9142
e 81 | malicious users: 12 | test acc 0.5945 test loss 1.161384 best test_acc 0.9142
e 82 | malicious users: 5 | test acc 0.6038 test loss 1.147916 best test_acc 0.9142
e 83 | malicious users: 9 | test acc 0.5945 test loss 1.267527 best test_acc 0.9142
e 84 | malicious users: 5 | test acc 0.7920 test loss 0.861238 best test_acc 0.9142
e 85 | malicious users: 9 | test acc 0.5428 test loss 1.323516 best test_acc 0.9142
e 86 | malicious users: 4 | test acc 0.7172 test loss 0.790085 best test_acc 0.9142
e 87 | malicious users: 7 | test acc 0.6303 test loss 1.168286 best test_acc 0.9142
e 88 | malicious users: 5 | test acc 0.7357 test loss 1.122375 best test_acc 0.9142
e 89 | malicious users: 5 | test acc 0.7179 test loss 0.681978 best test_acc 0.9142
e 90 | malicious users: 10 | test acc 0.5300 test loss 1.353728 best test_acc 0.9142
e 91 | malicious users: 9 | test acc 0.6331 test loss 1.126506 best test_acc 0.9142
e 92 | malicious users: 7 | test acc 0.6539 test loss 1.174394 best test_acc 0.9142
