=> Saving data in Logs/FRL~try=988
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  iid
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 5 | test acc 0.2929 test loss 2.135396 best test_acc 0.2929
e 1 | malicious users: 5 | test acc 0.5160 test loss 1.527943 best test_acc 0.5160
e 2 | malicious users: 5 | test acc 0.5716 test loss 1.852217 best test_acc 0.5716
e 3 | malicious users: 5 | test acc 0.6612 test loss 1.069450 best test_acc 0.6612
e 4 | malicious users: 5 | test acc 0.6014 test loss 1.293095 best test_acc 0.6612
e 5 | malicious users: 5 | test acc 0.7756 test loss 0.758644 best test_acc 0.7756
e 6 | malicious users: 5 | test acc 0.7067 test loss 1.107909 best test_acc 0.7756
e 7 | malicious users: 5 | test acc 0.7607 test loss 0.759824 best test_acc 0.7756
e 8 | malicious users: 5 | test acc 0.7505 test loss 0.861842 best test_acc 0.7756
e 9 | malicious users: 5 | test acc 0.7498 test loss 0.855554 best test_acc 0.7756
e 10 | malicious users: 5 | test acc 0.7875 test loss 0.680355 best test_acc 0.7875
e 11 | malicious users: 5 | test acc 0.7296 test loss 0.841029 best test_acc 0.7875
e 12 | malicious users: 5 | test acc 0.7095 test loss 0.781358 best test_acc 0.7875
e 13 | malicious users: 5 | test acc 0.7991 test loss 0.729386 best test_acc 0.7991
e 14 | malicious users: 5 | test acc 0.7468 test loss 0.790096 best test_acc 0.7991
e 15 | malicious users: 5 | test acc 0.8538 test loss 0.591868 best test_acc 0.8538
e 16 | malicious users: 5 | test acc 0.7871 test loss 0.723199 best test_acc 0.8538
e 17 | malicious users: 5 | test acc 0.8647 test loss 0.673212 best test_acc 0.8647
e 18 | malicious users: 5 | test acc 0.8168 test loss 0.625220 best test_acc 0.8647
e 19 | malicious users: 5 | test acc 0.7807 test loss 0.711999 best test_acc 0.8647
e 20 | malicious users: 5 | test acc 0.8770 test loss 0.538324 best test_acc 0.8770
e 21 | malicious users: 5 | test acc 0.7809 test loss 0.713910 best test_acc 0.8770
e 22 | malicious users: 5 | test acc 0.8119 test loss 0.626296 best test_acc 0.8770
e 23 | malicious users: 5 | test acc 0.7598 test loss 0.763681 best test_acc 0.8770
e 24 | malicious users: 5 | test acc 0.8473 test loss 0.531805 best test_acc 0.8770
e 25 | malicious users: 5 | test acc 0.8823 test loss 0.608026 best test_acc 0.8823
e 26 | malicious users: 5 | test acc 0.7949 test loss 0.632436 best test_acc 0.8823
e 27 | malicious users: 5 | test acc 0.7874 test loss 0.666534 best test_acc 0.8823
e 28 | malicious users: 5 | test acc 0.8777 test loss 0.547161 best test_acc 0.8823
e 29 | malicious users: 5 | test acc 0.7255 test loss 0.822048 best test_acc 0.8823
e 30 | malicious users: 5 | test acc 0.7967 test loss 0.647181 best test_acc 0.8823
e 31 | malicious users: 5 | test acc 0.8301 test loss 0.713094 best test_acc 0.8823
e 32 | malicious users: 5 | test acc 0.7527 test loss 0.710531 best test_acc 0.8823
e 33 | malicious users: 5 | test acc 0.7718 test loss 0.674324 best test_acc 0.8823
e 34 | malicious users: 5 | test acc 0.8081 test loss 0.604107 best test_acc 0.8823
e 35 | malicious users: 5 | test acc 0.6955 test loss 0.855941 best test_acc 0.8823
e 36 | malicious users: 5 | test acc 0.7742 test loss 0.742932 best test_acc 0.8823
e 37 | malicious users: 5 | test acc 0.8718 test loss 0.610299 best test_acc 0.8823
