=> Saving data in Logs/FRL~try=672
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  1
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks_Fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.15 | total number of malicious clients: 150
e 0 | malicious users: 2 | test acc 0.1028 test loss 2.231068 best test_acc 0.1028
e 1 | malicious users: 7 | test acc 0.4298 test loss 2.024694 best test_acc 0.4298
e 2 | malicious users: 4 | test acc 0.5286 test loss 1.680966 best test_acc 0.5286
e 3 | malicious users: 1 | test acc 0.6401 test loss 1.395718 best test_acc 0.6401
e 4 | malicious users: 2 | test acc 0.6024 test loss 1.263264 best test_acc 0.6401
e 5 | malicious users: 1 | test acc 0.6930 test loss 0.985658 best test_acc 0.6930
e 6 | malicious users: 4 | test acc 0.7872 test loss 0.909680 best test_acc 0.7872
e 7 | malicious users: 5 | test acc 0.7481 test loss 0.847343 best test_acc 0.7872
e 8 | malicious users: 4 | test acc 0.7965 test loss 0.881714 best test_acc 0.7965
e 9 | malicious users: 2 | test acc 0.7780 test loss 0.744477 best test_acc 0.7965
e 10 | malicious users: 6 | test acc 0.6667 test loss 0.865084 best test_acc 0.7965
e 11 | malicious users: 5 | test acc 0.6035 test loss 1.208088 best test_acc 0.7965
e 12 | malicious users: 4 | test acc 0.7552 test loss 0.695082 best test_acc 0.7965
e 13 | malicious users: 3 | test acc 0.7656 test loss 0.816288 best test_acc 0.7965
e 14 | malicious users: 3 | test acc 0.7936 test loss 0.628263 best test_acc 0.7965
e 15 | malicious users: 5 | test acc 0.7617 test loss 0.851704 best test_acc 0.7965
e 16 | malicious users: 4 | test acc 0.8246 test loss 0.601434 best test_acc 0.8246
e 17 | malicious users: 2 | test acc 0.8909 test loss 0.423538 best test_acc 0.8909
e 18 | malicious users: 5 | test acc 0.6515 test loss 1.030078 best test_acc 0.8909
e 19 | malicious users: 4 | test acc 0.6822 test loss 0.871786 best test_acc 0.8909
e 20 | malicious users: 6 | test acc 0.6694 test loss 0.938832 best test_acc 0.8909
e 21 | malicious users: 3 | test acc 0.7920 test loss 0.660452 best test_acc 0.8909
e 22 | malicious users: 6 | test acc 0.6823 test loss 0.894014 best test_acc 0.8909
e 23 | malicious users: 7 | test acc 0.5612 test loss 1.450604 best test_acc 0.8909
e 24 | malicious users: 3 | test acc 0.8196 test loss 0.676187 best test_acc 0.8909
e 25 | malicious users: 3 | test acc 0.8875 test loss 0.572857 best test_acc 0.8909
e 26 | malicious users: 6 | test acc 0.7151 test loss 0.802546 best test_acc 0.8909
e 27 | malicious users: 3 | test acc 0.6934 test loss 0.939759 best test_acc 0.8909
e 28 | malicious users: 4 | test acc 0.7300 test loss 0.722938 best test_acc 0.8909
e 29 | malicious users: 5 | test acc 0.7196 test loss 0.740071 best test_acc 0.8909
e 30 | malicious users: 2 | test acc 0.8657 test loss 0.644363 best test_acc 0.8909
e 31 | malicious users: 4 | test acc 0.8341 test loss 0.553992 best test_acc 0.8909
e 32 | malicious users: 3 | test acc 0.7979 test loss 0.724618 best test_acc 0.8909
e 33 | malicious users: 5 | test acc 0.7503 test loss 0.694120 best test_acc 0.8909
e 34 | malicious users: 0 | test acc 0.8115 test loss 0.744850 best test_acc 0.8909
e 35 | malicious users: 2 | test acc 0.7716 test loss 0.604718 best test_acc 0.8909
e 36 | malicious users: 6 | test acc 0.6390 test loss 0.956857 best test_acc 0.8909
e 37 | malicious users: 4 | test acc 0.7893 test loss 0.701873 best test_acc 0.8909
e 38 | malicious users: 4 | test acc 0.8808 test loss 0.417757 best test_acc 0.8909
e 39 | malicious users: 5 | test acc 0.7431 test loss 0.846868 best test_acc 0.8909
e 40 | malicious users: 3 | test acc 0.8073 test loss 0.584822 best test_acc 0.8909
