#########Federated Learning using Rankings############
fraction of maliciou clients: 0.30 | total number of malicious clients: 300
e 0 | malicious users: 10 | test acc 0.1413 test loss 2.208908 best test_acc 0.1413
e 1 | malicious users: 7 | test acc 0.5923 test loss 1.652315 best test_acc 0.5923
e 2 | malicious users: 5 | test acc 0.5648 test loss 1.906033 best test_acc 0.5923
e 3 | malicious users: 10 | test acc 0.6465 test loss 1.184555 best test_acc 0.6465
e 4 | malicious users: 6 | test acc 0.5491 test loss 1.210711 best test_acc 0.6465
e 5 | malicious users: 5 | test acc 0.6821 test loss 0.978772 best test_acc 0.6821
e 6 | malicious users: 9 | test acc 0.7138 test loss 0.862401 best test_acc 0.7138
e 7 | malicious users: 7 | test acc 0.7875 test loss 0.699115 best test_acc 0.7875
e 8 | malicious users: 9 | test acc 0.7884 test loss 0.702237 best test_acc 0.7884
e 9 | malicious users: 5 | test acc 0.7804 test loss 0.696586 best test_acc 0.7884
e 10 | malicious users: 9 | test acc 0.7825 test loss 0.739648 best test_acc 0.7884
e 11 | malicious users: 7 | test acc 0.8013 test loss 0.602095 best test_acc 0.8013
e 12 | malicious users: 7 | test acc 0.8523 test loss 0.501743 best test_acc 0.8523
e 13 | malicious users: 7 | test acc 0.8505 test loss 0.555542 best test_acc 0.8523
e 14 | malicious users: 7 | test acc 0.8505 test loss 0.518605 best test_acc 0.8523
e 15 | malicious users: 11 | test acc 0.6654 test loss 0.999883 best test_acc 0.8523
e 16 | malicious users: 8 | test acc 0.8466 test loss 0.586806 best test_acc 0.8523
e 17 | malicious users: 7 | test acc 0.7350 test loss 0.712896 best test_acc 0.8523
e 18 | malicious users: 10 | test acc 0.9078 test loss 0.334930 best test_acc 0.9078
e 19 | malicious users: 9 | test acc 0.8840 test loss 0.453312 best test_acc 0.9078
e 20 | malicious users: 6 | test acc 0.8353 test loss 0.549125 best test_acc 0.9078
e 21 | malicious users: 7 | test acc 0.9226 test loss 0.291558 best test_acc 0.9226
e 22 | malicious users: 6 | test acc 0.8723 test loss 0.404913 best test_acc 0.9226
e 23 | malicious users: 10 | test acc 0.9177 test loss 0.291497 best test_acc 0.9226
e 24 | malicious users: 3 | test acc 0.8500 test loss 0.506014 best test_acc 0.9226
e 25 | malicious users: 7 | test acc 0.7768 test loss 0.608327 best test_acc 0.9226
e 26 | malicious users: 6 | test acc 0.9285 test loss 0.291954 best test_acc 0.9285
e 27 | malicious users: 8 | test acc 0.9249 test loss 0.294580 best test_acc 0.9285
e 28 | malicious users: 5 | test acc 0.8291 test loss 0.479190 best test_acc 0.9285
e 29 | malicious users: 10 | test acc 0.8722 test loss 0.397188 best test_acc 0.9285
