#########Federated Learning using Rankings############
fraction of maliciou clients: 0.10 | total number of malicious clients: 340
e 0 | malicious users: 3 | test acc 0.4135 test loss 2.129641 best test_acc 0.4135
e 1 | malicious users: 6 | test acc 0.4282 test loss 1.855067 best test_acc 0.4282
e 2 | malicious users: 2 | test acc 0.5232 test loss 1.375140 best test_acc 0.5232
e 3 | malicious users: 1 | test acc 0.6215 test loss 1.291294 best test_acc 0.6215
e 4 | malicious users: 4 | test acc 0.6540 test loss 1.206669 best test_acc 0.6540
e 5 | malicious users: 3 | test acc 0.6882 test loss 1.078080 best test_acc 0.6882
e 6 | malicious users: 5 | test acc 0.6405 test loss 1.275500 best test_acc 0.6882
e 7 | malicious users: 1 | test acc 0.6687 test loss 0.861430 best test_acc 0.6882
e 8 | malicious users: 0 | test acc 0.6294 test loss 0.977381 best test_acc 0.6882
e 9 | malicious users: 2 | test acc 0.6895 test loss 0.945565 best test_acc 0.6895
e 10 | malicious users: 4 | test acc 0.7113 test loss 0.928823 best test_acc 0.7113
e 11 | malicious users: 0 | test acc 0.7504 test loss 0.724351 best test_acc 0.7504
e 12 | malicious users: 2 | test acc 0.7168 test loss 0.932418 best test_acc 0.7504
e 13 | malicious users: 5 | test acc 0.7197 test loss 0.861928 best test_acc 0.7504
e 14 | malicious users: 1 | test acc 0.7635 test loss 0.688175 best test_acc 0.7635
e 15 | malicious users: 3 | test acc 0.7648 test loss 0.808501 best test_acc 0.7648
e 16 | malicious users: 5 | test acc 0.7585 test loss 0.870812 best test_acc 0.7648
e 17 | malicious users: 2 | test acc 0.7595 test loss 0.679934 best test_acc 0.7648
e 18 | malicious users: 3 | test acc 0.7632 test loss 0.816724 best test_acc 0.7648
e 19 | malicious users: 3 | test acc 0.7593 test loss 0.724628 best test_acc 0.7648
e 20 | malicious users: 1 | test acc 0.7488 test loss 0.701162 best test_acc 0.7648
e 21 | malicious users: 2 | test acc 0.7503 test loss 0.750666 best test_acc 0.7648
e 22 | malicious users: 3 | test acc 0.7435 test loss 0.734617 best test_acc 0.7648
e 23 | malicious users: 6 | test acc 0.7140 test loss 0.966311 best test_acc 0.7648
e 24 | malicious users: 1 | test acc 0.7699 test loss 0.649228 best test_acc 0.7699
e 25 | malicious users: 3 | test acc 0.7926 test loss 0.700909 best test_acc 0.7926
e 26 | malicious users: 3 | test acc 0.7845 test loss 0.661605 best test_acc 0.7926
e 27 | malicious users: 2 | test acc 0.7701 test loss 0.644911 best test_acc 0.7926
e 28 | malicious users: 5 | test acc 0.7886 test loss 0.799110 best test_acc 0.7926
e 29 | malicious users: 4 | test acc 0.7883 test loss 0.679014 best test_acc 0.7926
e 30 | malicious users: 3 | test acc 0.7849 test loss 0.659775 best test_acc 0.7926
e 31 | malicious users: 2 | test acc 0.8084 test loss 0.606735 best test_acc 0.8084
e 32 | malicious users: 0 | test acc 0.8103 test loss 0.552293 best test_acc 0.8103
e 33 | malicious users: 4 | test acc 0.7674 test loss 0.763801 best test_acc 0.8103
e 34 | malicious users: 0 | test acc 0.7996 test loss 0.580132 best test_acc 0.8103
e 35 | malicious users: 2 | test acc 0.7783 test loss 0.650290 best test_acc 0.8103
e 36 | malicious users: 4 | test acc 0.8102 test loss 0.641568 best test_acc 0.8103
e 37 | malicious users: 4 | test acc 0.7707 test loss 0.760467 best test_acc 0.8103
e 38 | malicious users: 3 | test acc 0.8117 test loss 0.624097 best test_acc 0.8117
e 39 | malicious users: 2 | test acc 0.7727 test loss 0.699667 best test_acc 0.8117
e 40 | malicious users: 1 | test acc 0.7840 test loss 0.622205 best test_acc 0.8117
e 41 | malicious users: 6 | test acc 0.7966 test loss 0.777988 best test_acc 0.8117
e 42 | malicious users: 1 | test acc 0.8006 test loss 0.583031 best test_acc 0.8117
e 43 | malicious users: 1 | test acc 0.8042 test loss 0.590770 best test_acc 0.8117
e 44 | malicious users: 4 | test acc 0.8081 test loss 0.633923 best test_acc 0.8117
e 45 | malicious users: 3 | test acc 0.7731 test loss 0.665124 best test_acc 0.8117
e 46 | malicious users: 1 | test acc 0.8061 test loss 0.568731 best test_acc 0.8117
e 47 | malicious users: 5 | test acc 0.7506 test loss 0.746335 best test_acc 0.8117
e 48 | malicious users: 1 | test acc 0.8164 test loss 0.552471 best test_acc 0.8164
e 49 | malicious users: 4 | test acc 0.7936 test loss 0.771781 best test_acc 0.8164
e 50 | malicious users: 4 | test acc 0.7236 test loss 0.743661 best test_acc 0.8164
e 51 | malicious users: 1 | test acc 0.8180 test loss 0.558657 best test_acc 0.8180
e 52 | malicious users: 2 | test acc 0.7339 test loss 0.669228 best test_acc 0.8180
e 53 | malicious users: 2 | test acc 0.7808 test loss 0.665166 best test_acc 0.8180
e 54 | malicious users: 5 | test acc 0.8095 test loss 0.696390 best test_acc 0.8180
e 55 | malicious users: 4 | test acc 0.8233 test loss 0.650586 best test_acc 0.8233
e 56 | malicious users: 2 | test acc 0.8142 test loss 0.565090 best test_acc 0.8233
e 57 | malicious users: 2 | test acc 0.8101 test loss 0.586949 best test_acc 0.8233
e 58 | malicious users: 3 | test acc 0.8189 test loss 0.599397 best test_acc 0.8233
e 59 | malicious users: 1 | test acc 0.7973 test loss 0.590578 best test_acc 0.8233
e 60 | malicious users: 3 | test acc 0.8094 test loss 0.607306 best test_acc 0.8233
e 61 | malicious users: 1 | test acc 0.7979 test loss 0.584203 best test_acc 0.8233
e 62 | malicious users: 3 | test acc 0.7853 test loss 0.687921 best test_acc 0.8233
e 63 | malicious users: 4 | test acc 0.8099 test loss 0.640373 best test_acc 0.8233
e 64 | malicious users: 2 | test acc 0.8208 test loss 0.578641 best test_acc 0.8233
e 65 | malicious users: 2 | test acc 0.8165 test loss 0.576348 best test_acc 0.8233
e 66 | malicious users: 5 | test acc 0.8208 test loss 0.641630 best test_acc 0.8233
e 67 | malicious users: 3 | test acc 0.8095 test loss 0.602804 best test_acc 0.8233
e 68 | malicious users: 3 | test acc 0.8222 test loss 0.575245 best test_acc 0.8233
e 69 | malicious users: 2 | test acc 0.8159 test loss 0.560145 best test_acc 0.8233
e 70 | malicious users: 3 | test acc 0.8146 test loss 0.605405 best test_acc 0.8233
e 71 | malicious users: 1 | test acc 0.8192 test loss 0.543538 best test_acc 0.8233
e 72 | malicious users: 3 | test acc 0.8088 test loss 0.626024 best test_acc 0.8233
e 73 | malicious users: 0 | test acc 0.8085 test loss 0.563666 best test_acc 0.8233
e 74 | malicious users: 4 | test acc 0.8027 test loss 0.651597 best test_acc 0.8233
e 75 | malicious users: 5 | test acc 0.7219 test loss 0.740318 best test_acc 0.8233
e 76 | malicious users: 2 | test acc 0.8050 test loss 0.575990 best test_acc 0.8233
e 77 | malicious users: 2 | test acc 0.8257 test loss 0.560466 best test_acc 0.8257
e 78 | malicious users: 1 | test acc 0.8350 test loss 0.498978 best test_acc 0.8350
e 79 | malicious users: 5 | test acc 0.7935 test loss 0.669283 best test_acc 0.8350
e 80 | malicious users: 1 | test acc 0.7861 test loss 0.612791 best test_acc 0.8350
e 81 | malicious users: 0 | test acc 0.8241 test loss 0.498069 best test_acc 0.8350
e 82 | malicious users: 3 | test acc 0.8211 test loss 0.575640 best test_acc 0.8350
e 83 | malicious users: 1 | test acc 0.8328 test loss 0.488102 best test_acc 0.8350
e 84 | malicious users: 2 | test acc 0.8141 test loss 0.561784 best test_acc 0.8350
e 85 | malicious users: 2 | test acc 0.8176 test loss 0.543640 best test_acc 0.8350
e 86 | malicious users: 1 | test acc 0.8224 test loss 0.533496 best test_acc 0.8350
e 87 | malicious users: 0 | test acc 0.8200 test loss 0.513297 best test_acc 0.8350
e 88 | malicious users: 1 | test acc 0.8363 test loss 0.489153 best test_acc 0.8363
e 89 | malicious users: 3 | test acc 0.8414 test loss 0.530214 best test_acc 0.8414
e 90 | malicious users: 3 | test acc 0.8263 test loss 0.579562 best test_acc 0.8414
e 91 | malicious users: 2 | test acc 0.8412 test loss 0.509689 best test_acc 0.8414
e 92 | malicious users: 4 | test acc 0.8305 test loss 0.585504 best test_acc 0.8414
e 93 | malicious users: 1 | test acc 0.8301 test loss 0.503378 best test_acc 0.8414
e 94 | malicious users: 5 | test acc 0.8309 test loss 0.630054 best test_acc 0.8414
e 95 | malicious users: 3 | test acc 0.8263 test loss 0.597911 best test_acc 0.8414
e 96 | malicious users: 2 | test acc 0.8312 test loss 0.504669 best test_acc 0.8414
e 97 | malicious users: 3 | test acc 0.8331 test loss 0.542711 best test_acc 0.8414
e 98 | malicious users: 3 | test acc 0.8259 test loss 0.605752 best test_acc 0.8414
e 99 | malicious users: 2 | test acc 0.8345 test loss 0.509596 best test_acc 0.8414
e 100 | malicious users: 4 | test acc 0.8266 test loss 0.587502 best test_acc 0.8414
e 101 | malicious users: 0 | test acc 0.8435 test loss 0.472499 best test_acc 0.8435
e 102 | malicious users: 1 | test acc 0.8441 test loss 0.481244 best test_acc 0.8441
e 103 | malicious users: 1 | test acc 0.8331 test loss 0.489630 best test_acc 0.8441
e 104 | malicious users: 2 | test acc 0.8434 test loss 0.478871 best test_acc 0.8441
e 105 | malicious users: 4 | test acc 0.8381 test loss 0.552359 best test_acc 0.8441
e 106 | malicious users: 0 | test acc 0.8304 test loss 0.502700 best test_acc 0.8441
e 107 | malicious users: 3 | test acc 0.8441 test loss 0.542534 best test_acc 0.8441
e 108 | malicious users: 3 | test acc 0.8376 test loss 0.528630 best test_acc 0.8441
e 109 | malicious users: 2 | test acc 0.8300 test loss 0.502231 best test_acc 0.8441
e 110 | malicious users: 5 | test acc 0.8297 test loss 0.601762 best test_acc 0.8441
e 111 | malicious users: 3 | test acc 0.8307 test loss 0.561562 best test_acc 0.8441
e 112 | malicious users: 2 | test acc 0.8375 test loss 0.511315 best test_acc 0.8441
e 113 | malicious users: 1 | test acc 0.8170 test loss 0.507843 best test_acc 0.8441
e 114 | malicious users: 3 | test acc 0.8239 test loss 0.565193 best test_acc 0.8441
e 115 | malicious users: 2 | test acc 0.8225 test loss 0.529134 best test_acc 0.8441
e 116 | malicious users: 2 | test acc 0.8315 test loss 0.503084 best test_acc 0.8441
e 117 | malicious users: 5 | test acc 0.8347 test loss 0.560995 best test_acc 0.8441
e 118 | malicious users: 3 | test acc 0.8139 test loss 0.562838 best test_acc 0.8441
e 119 | malicious users: 2 | test acc 0.8397 test loss 0.506834 best test_acc 0.8441
e 120 | malicious users: 1 | test acc 0.8401 test loss 0.478772 best test_acc 0.8441
e 121 | malicious users: 3 | test acc 0.8399 test loss 0.527184 best test_acc 0.8441
e 122 | malicious users: 3 | test acc 0.8352 test loss 0.498743 best test_acc 0.8441
e 123 | malicious users: 2 | test acc 0.8370 test loss 0.492072 best test_acc 0.8441
e 124 | malicious users: 0 | test acc 0.8361 test loss 0.470635 best test_acc 0.8441
e 125 | malicious users: 3 | test acc 0.8472 test loss 0.522059 best test_acc 0.8472
