#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 3 | test acc 0.1000 test loss 2.302493 best test_acc 0.1000
e 1 | malicious users: 5 | test acc 0.1019 test loss 2.300808 best test_acc 0.1019
e 2 | malicious users: 5 | test acc 0.1000 test loss 2.298376 best test_acc 0.1019
e 3 | malicious users: 7 | test acc 0.1000 test loss 2.298855 best test_acc 0.1019
e 4 | malicious users: 2 | test acc 0.0937 test loss 2.299878 best test_acc 0.1019
e 5 | malicious users: 1 | test acc 0.0996 test loss 2.301510 best test_acc 0.1019
e 6 | malicious users: 4 | test acc 0.1000 test loss 2.298907 best test_acc 0.1019
e 7 | malicious users: 6 | test acc 0.1008 test loss 2.293006 best test_acc 0.1019
e 8 | malicious users: 6 | test acc 0.1414 test loss 2.294859 best test_acc 0.1414
e 9 | malicious users: 9 | test acc 0.1000 test loss 2.276483 best test_acc 0.1414
e 10 | malicious users: 7 | test acc 0.1540 test loss 2.272736 best test_acc 0.1540
e 11 | malicious users: 8 | test acc 0.1494 test loss 2.278798 best test_acc 0.1540
e 12 | malicious users: 6 | test acc 0.1091 test loss 2.279668 best test_acc 0.1540
e 13 | malicious users: 5 | test acc 0.1408 test loss 2.249805 best test_acc 0.1540
e 14 | malicious users: 10 | test acc 0.1362 test loss 2.259308 best test_acc 0.1540
e 15 | malicious users: 5 | test acc 0.1000 test loss 2.268187 best test_acc 0.1540
e 16 | malicious users: 4 | test acc 0.1762 test loss 2.240506 best test_acc 0.1762
e 17 | malicious users: 3 | test acc 0.1000 test loss 2.292939 best test_acc 0.1762
e 18 | malicious users: 4 | test acc 0.1570 test loss 2.258350 best test_acc 0.1762
e 19 | malicious users: 2 | test acc 0.1333 test loss 2.225736 best test_acc 0.1762
e 20 | malicious users: 5 | test acc 0.1818 test loss 2.275706 best test_acc 0.1818
e 21 | malicious users: 6 | test acc 0.1843 test loss 2.209158 best test_acc 0.1843
e 22 | malicious users: 4 | test acc 0.2315 test loss 2.159934 best test_acc 0.2315
e 23 | malicious users: 3 | test acc 0.2294 test loss 2.244048 best test_acc 0.2315
e 24 | malicious users: 0 | test acc 0.1749 test loss 2.182042 best test_acc 0.2315
e 25 | malicious users: 2 | test acc 0.2297 test loss 2.094795 best test_acc 0.2315
e 26 | malicious users: 5 | test acc 0.1584 test loss 2.249318 best test_acc 0.2315
e 27 | malicious users: 5 | test acc 0.1706 test loss 2.201059 best test_acc 0.2315
e 28 | malicious users: 3 | test acc 0.1777 test loss 2.208384 best test_acc 0.2315
e 29 | malicious users: 5 | test acc 0.2271 test loss 2.151511 best test_acc 0.2315
e 30 | malicious users: 3 | test acc 0.2111 test loss 2.170799 best test_acc 0.2315
e 31 | malicious users: 7 | test acc 0.1999 test loss 2.097166 best test_acc 0.2315
e 32 | malicious users: 7 | test acc 0.1705 test loss 2.162066 best test_acc 0.2315
e 33 | malicious users: 4 | test acc 0.2024 test loss 2.150545 best test_acc 0.2315
e 34 | malicious users: 5 | test acc 0.1820 test loss 2.133128 best test_acc 0.2315
e 35 | malicious users: 7 | test acc 0.1762 test loss 2.090876 best test_acc 0.2315
e 36 | malicious users: 3 | test acc 0.1908 test loss 2.029849 best test_acc 0.2315
e 37 | malicious users: 5 | test acc 0.2105 test loss 2.097362 best test_acc 0.2315
e 38 | malicious users: 8 | test acc 0.2046 test loss 2.049994 best test_acc 0.2315
e 39 | malicious users: 7 | test acc 0.2181 test loss 2.086522 best test_acc 0.2315
