=> Saving data in Logs/FRL~try=431
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  1
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.00 | total number of malicious clients: 0
e 0 | malicious users: 0 | test acc 0.1324 test loss 2.237252 best test_acc 0.1324
e 1 | malicious users: 0 | test acc 0.3739 test loss 2.079263 best test_acc 0.3739
e 2 | malicious users: 0 | test acc 0.5259 test loss 1.908487 best test_acc 0.5259
e 3 | malicious users: 0 | test acc 0.6308 test loss 1.454451 best test_acc 0.6308
e 4 | malicious users: 0 | test acc 0.6173 test loss 1.517265 best test_acc 0.6308
e 5 | malicious users: 0 | test acc 0.6541 test loss 1.190838 best test_acc 0.6541
e 6 | malicious users: 0 | test acc 0.6809 test loss 1.018839 best test_acc 0.6809
e 7 | malicious users: 0 | test acc 0.7604 test loss 1.093043 best test_acc 0.7604
e 8 | malicious users: 0 | test acc 0.7885 test loss 0.812806 best test_acc 0.7885
e 9 | malicious users: 0 | test acc 0.7717 test loss 0.943733 best test_acc 0.7885
e 10 | malicious users: 0 | test acc 0.8400 test loss 0.677899 best test_acc 0.8400
e 11 | malicious users: 0 | test acc 0.7893 test loss 0.726573 best test_acc 0.8400
e 12 | malicious users: 0 | test acc 0.8347 test loss 0.850279 best test_acc 0.8400
e 13 | malicious users: 0 | test acc 0.8421 test loss 0.633574 best test_acc 0.8421
e 14 | malicious users: 0 | test acc 0.8071 test loss 0.673215 best test_acc 0.8421
e 15 | malicious users: 0 | test acc 0.8184 test loss 0.575869 best test_acc 0.8421
e 16 | malicious users: 0 | test acc 0.7672 test loss 0.681197 best test_acc 0.8421
e 17 | malicious users: 0 | test acc 0.8911 test loss 0.489325 best test_acc 0.8911
e 18 | malicious users: 0 | test acc 0.8910 test loss 0.516967 best test_acc 0.8911
e 19 | malicious users: 0 | test acc 0.8417 test loss 0.632098 best test_acc 0.8911
e 20 | malicious users: 0 | test acc 0.8034 test loss 0.581879 best test_acc 0.8911
e 21 | malicious users: 0 | test acc 0.8158 test loss 0.633323 best test_acc 0.8911
e 22 | malicious users: 0 | test acc 0.7488 test loss 0.694063 best test_acc 0.8911
e 23 | malicious users: 0 | test acc 0.7082 test loss 0.885033 best test_acc 0.8911
e 24 | malicious users: 0 | test acc 0.8903 test loss 0.505294 best test_acc 0.8911
e 25 | malicious users: 0 | test acc 0.8784 test loss 0.501958 best test_acc 0.8911
e 26 | malicious users: 0 | test acc 0.8689 test loss 0.585844 best test_acc 0.8911
e 27 | malicious users: 0 | test acc 0.8575 test loss 0.512648 best test_acc 0.8911
e 28 | malicious users: 0 | test acc 0.9056 test loss 0.399308 best test_acc 0.9056
e 29 | malicious users: 0 | test acc 0.8291 test loss 0.627152 best test_acc 0.9056
e 30 | malicious users: 0 | test acc 0.8992 test loss 0.566703 best test_acc 0.9056
e 31 | malicious users: 0 | test acc 0.8981 test loss 0.368042 best test_acc 0.9056
e 32 | malicious users: 0 | test acc 0.8056 test loss 0.715381 best test_acc 0.9056
e 33 | malicious users: 0 | test acc 0.9177 test loss 0.364217 best test_acc 0.9177
e 34 | malicious users: 0 | test acc 0.8594 test loss 0.527314 best test_acc 0.9177
e 35 | malicious users: 0 | test acc 0.8419 test loss 0.518791 best test_acc 0.9177
e 36 | malicious users: 0 | test acc 0.8377 test loss 0.706681 best test_acc 0.9177
e 37 | malicious users: 0 | test acc 0.9197 test loss 0.295683 best test_acc 0.9197
e 38 | malicious users: 0 | test acc 0.7676 test loss 0.689981 best test_acc 0.9197
e 39 | malicious users: 0 | test acc 0.8506 test loss 0.442800 best test_acc 0.9197
e 40 | malicious users: 0 | test acc 0.8639 test loss 0.515229 best test_acc 0.9197
e 41 | malicious users: 0 | test acc 0.9097 test loss 0.356068 best test_acc 0.9197
e 42 | malicious users: 0 | test acc 0.9156 test loss 0.400766 best test_acc 0.9197
e 43 | malicious users: 0 | test acc 0.9064 test loss 0.311791 best test_acc 0.9197
e 44 | malicious users: 0 | test acc 0.7283 test loss 0.749476 best test_acc 0.9197
e 45 | malicious users: 0 | test acc 0.8912 test loss 0.417900 best test_acc 0.9197
e 46 | malicious users: 0 | test acc 0.8264 test loss 0.513916 best test_acc 0.9197
e 47 | malicious users: 0 | test acc 0.9269 test loss 0.428035 best test_acc 0.9269
e 48 | malicious users: 0 | test acc 0.9218 test loss 0.336280 best test_acc 0.9269
e 49 | malicious users: 0 | test acc 0.8254 test loss 0.518407 best test_acc 0.9269
e 50 | malicious users: 0 | test acc 0.8563 test loss 0.439860 best test_acc 0.9269
e 51 | malicious users: 0 | test acc 0.9003 test loss 0.461317 best test_acc 0.9269
e 52 | malicious users: 0 | test acc 0.8623 test loss 0.514311 best test_acc 0.9269
e 53 | malicious users: 0 | test acc 0.8464 test loss 0.440234 best test_acc 0.9269
e 54 | malicious users: 0 | test acc 0.7833 test loss 0.673089 best test_acc 0.9269
e 55 | malicious users: 0 | test acc 0.8995 test loss 0.445457 best test_acc 0.9269
e 56 | malicious users: 0 | test acc 0.9281 test loss 0.322996 best test_acc 0.9281
e 57 | malicious users: 0 | test acc 0.9352 test loss 0.295010 best test_acc 0.9352
e 58 | malicious users: 0 | test acc 0.7825 test loss 0.654167 best test_acc 0.9352
e 59 | malicious users: 0 | test acc 0.8528 test loss 0.403135 best test_acc 0.9352
e 60 | malicious users: 0 | test acc 0.8460 test loss 0.434736 best test_acc 0.9352
e 61 | malicious users: 0 | test acc 0.8856 test loss 0.458011 best test_acc 0.9352
e 62 | malicious users: 0 | test acc 0.9048 test loss 0.383789 best test_acc 0.9352
e 63 | malicious users: 0 | test acc 0.8399 test loss 0.438144 best test_acc 0.9352
