=> Saving data in Logs/FRL~try=525
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  1
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  FRL_label_flip
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.15 | total number of malicious clients: 150
e 0 | malicious users: 6 | test acc 0.3372 test loss 2.232262 best test_acc 0.3372
e 1 | malicious users: 5 | test acc 0.4309 test loss 2.028601 best test_acc 0.4309
e 2 | malicious users: 3 | test acc 0.4367 test loss 1.896178 best test_acc 0.4367
e 3 | malicious users: 4 | test acc 0.4790 test loss 1.771726 best test_acc 0.4790
e 4 | malicious users: 5 | test acc 0.5608 test loss 1.466169 best test_acc 0.5608
e 5 | malicious users: 0 | test acc 0.5173 test loss 1.507310 best test_acc 0.5608
e 6 | malicious users: 7 | test acc 0.5174 test loss 1.760535 best test_acc 0.5608
e 7 | malicious users: 3 | test acc 0.5071 test loss 1.347010 best test_acc 0.5608
e 8 | malicious users: 4 | test acc 0.5137 test loss 1.553899 best test_acc 0.5608
e 9 | malicious users: 3 | test acc 0.6637 test loss 1.273421 best test_acc 0.6637
e 10 | malicious users: 4 | test acc 0.7104 test loss 1.094119 best test_acc 0.7104
e 11 | malicious users: 6 | test acc 0.7390 test loss 1.485125 best test_acc 0.7390
e 12 | malicious users: 5 | test acc 0.7810 test loss 1.228237 best test_acc 0.7810
e 13 | malicious users: 6 | test acc 0.5748 test loss 1.378850 best test_acc 0.7810
e 14 | malicious users: 2 | test acc 0.7824 test loss 0.772943 best test_acc 0.7824
e 15 | malicious users: 2 | test acc 0.8043 test loss 0.606448 best test_acc 0.8043
e 16 | malicious users: 3 | test acc 0.7261 test loss 1.180082 best test_acc 0.8043
e 17 | malicious users: 1 | test acc 0.8148 test loss 0.556236 best test_acc 0.8148
e 18 | malicious users: 6 | test acc 0.4186 test loss 1.643356 best test_acc 0.8148
e 19 | malicious users: 3 | test acc 0.7756 test loss 0.938976 best test_acc 0.8148
