#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 3 | test acc 0.0974 test loss 2.302244 best test_acc 0.0974
e 1 | malicious users: 6 | test acc 0.1000 test loss 2.301572 best test_acc 0.1000
e 2 | malicious users: 7 | test acc 0.1015 test loss 2.300722 best test_acc 0.1015
e 3 | malicious users: 8 | test acc 0.1000 test loss 2.302351 best test_acc 0.1015
e 4 | malicious users: 5 | test acc 0.1000 test loss 2.301173 best test_acc 0.1015
e 5 | malicious users: 8 | test acc 0.1106 test loss 2.302072 best test_acc 0.1106
e 6 | malicious users: 3 | test acc 0.1000 test loss 2.300740 best test_acc 0.1106
e 7 | malicious users: 4 | test acc 0.1000 test loss 2.298984 best test_acc 0.1106
e 8 | malicious users: 2 | test acc 0.1066 test loss 2.294733 best test_acc 0.1106
e 9 | malicious users: 6 | test acc 0.1300 test loss 2.267470 best test_acc 0.1300
e 10 | malicious users: 4 | test acc 0.1832 test loss 2.239066 best test_acc 0.1832
e 11 | malicious users: 7 | test acc 0.1379 test loss 2.286932 best test_acc 0.1832
e 12 | malicious users: 3 | test acc 0.1635 test loss 2.241643 best test_acc 0.1832
e 13 | malicious users: 5 | test acc 0.1011 test loss 2.271895 best test_acc 0.1832
e 14 | malicious users: 5 | test acc 0.1594 test loss 2.213243 best test_acc 0.1832
e 15 | malicious users: 10 | test acc 0.1251 test loss 2.260929 best test_acc 0.1832
e 16 | malicious users: 6 | test acc 0.2003 test loss 2.241125 best test_acc 0.2003
e 17 | malicious users: 8 | test acc 0.1262 test loss 2.292156 best test_acc 0.2003
e 18 | malicious users: 9 | test acc 0.1512 test loss 2.259474 best test_acc 0.2003
e 19 | malicious users: 2 | test acc 0.1340 test loss 2.241203 best test_acc 0.2003
e 20 | malicious users: 9 | test acc 0.2116 test loss 2.129049 best test_acc 0.2116
e 21 | malicious users: 7 | test acc 0.1507 test loss 2.259882 best test_acc 0.2116
e 22 | malicious users: 9 | test acc 0.1797 test loss 2.102077 best test_acc 0.2116
e 23 | malicious users: 8 | test acc 0.1629 test loss 2.236711 best test_acc 0.2116
e 24 | malicious users: 2 | test acc 0.2140 test loss 2.154927 best test_acc 0.2140
e 25 | malicious users: 5 | test acc 0.2278 test loss 2.171167 best test_acc 0.2278
e 26 | malicious users: 6 | test acc 0.2042 test loss 2.107258 best test_acc 0.2278
e 27 | malicious users: 4 | test acc 0.1757 test loss 2.171194 best test_acc 0.2278
e 28 | malicious users: 6 | test acc 0.2024 test loss 2.144728 best test_acc 0.2278
e 29 | malicious users: 3 | test acc 0.1958 test loss 2.139302 best test_acc 0.2278
e 30 | malicious users: 6 | test acc 0.1938 test loss 2.107435 best test_acc 0.2278
e 31 | malicious users: 3 | test acc 0.1994 test loss 2.115114 best test_acc 0.2278
e 32 | malicious users: 2 | test acc 0.2205 test loss 2.097765 best test_acc 0.2278
e 33 | malicious users: 2 | test acc 0.2225 test loss 2.089414 best test_acc 0.2278
e 34 | malicious users: 3 | test acc 0.2033 test loss 2.085434 best test_acc 0.2278
e 35 | malicious users: 4 | test acc 0.2102 test loss 2.034448 best test_acc 0.2278
e 36 | malicious users: 4 | test acc 0.2277 test loss 2.091612 best test_acc 0.2278
e 37 | malicious users: 3 | test acc 0.2282 test loss 1.972304 best test_acc 0.2282
e 38 | malicious users: 7 | test acc 0.2284 test loss 2.114173 best test_acc 0.2284
e 39 | malicious users: 5 | test acc 0.2048 test loss 2.063298 best test_acc 0.2284
e 40 | malicious users: 7 | test acc 0.2046 test loss 2.081751 best test_acc 0.2284
e 41 | malicious users: 5 | test acc 0.2271 test loss 2.051698 best test_acc 0.2284
e 42 | malicious users: 4 | test acc 0.2429 test loss 1.967118 best test_acc 0.2429
e 43 | malicious users: 6 | test acc 0.2440 test loss 2.027912 best test_acc 0.2440
e 44 | malicious users: 5 | test acc 0.2417 test loss 1.962661 best test_acc 0.2440
e 45 | malicious users: 5 | test acc 0.2565 test loss 1.964044 best test_acc 0.2565
e 46 | malicious users: 4 | test acc 0.2516 test loss 1.990395 best test_acc 0.2565
e 47 | malicious users: 8 | test acc 0.2484 test loss 1.997043 best test_acc 0.2565
e 48 | malicious users: 6 | test acc 0.2632 test loss 1.990581 best test_acc 0.2632
e 49 | malicious users: 6 | test acc 0.2389 test loss 1.959363 best test_acc 0.2632
e 50 | malicious users: 7 | test acc 0.2471 test loss 2.003217 best test_acc 0.2632
e 51 | malicious users: 11 | test acc 0.2379 test loss 2.022056 best test_acc 0.2632
e 52 | malicious users: 4 | test acc 0.2515 test loss 1.922566 best test_acc 0.2632
e 53 | malicious users: 3 | test acc 0.2631 test loss 2.035846 best test_acc 0.2632
e 54 | malicious users: 7 | test acc 0.2521 test loss 2.030321 best test_acc 0.2632
e 55 | malicious users: 6 | test acc 0.2456 test loss 1.947302 best test_acc 0.2632
e 56 | malicious users: 8 | test acc 0.2432 test loss 1.998496 best test_acc 0.2632
e 57 | malicious users: 2 | test acc 0.2302 test loss 2.035427 best test_acc 0.2632
e 58 | malicious users: 2 | test acc 0.2663 test loss 1.973076 best test_acc 0.2663
e 59 | malicious users: 5 | test acc 0.2761 test loss 1.915959 best test_acc 0.2761
e 60 | malicious users: 3 | test acc 0.2851 test loss 1.901342 best test_acc 0.2851
e 61 | malicious users: 7 | test acc 0.3068 test loss 1.903632 best test_acc 0.3068
e 62 | malicious users: 4 | test acc 0.2956 test loss 1.854699 best test_acc 0.3068
e 63 | malicious users: 6 | test acc 0.2686 test loss 2.066499 best test_acc 0.3068
e 64 | malicious users: 7 | test acc 0.2524 test loss 1.909314 best test_acc 0.3068
e 65 | malicious users: 6 | test acc 0.2639 test loss 2.011135 best test_acc 0.3068
e 66 | malicious users: 5 | test acc 0.2689 test loss 1.941225 best test_acc 0.3068
e 67 | malicious users: 7 | test acc 0.2767 test loss 1.914509 best test_acc 0.3068
e 68 | malicious users: 5 | test acc 0.2520 test loss 1.983881 best test_acc 0.3068
e 69 | malicious users: 3 | test acc 0.2672 test loss 1.919223 best test_acc 0.3068
e 70 | malicious users: 4 | test acc 0.3088 test loss 1.843194 best test_acc 0.3088
e 71 | malicious users: 3 | test acc 0.3192 test loss 1.834816 best test_acc 0.3192
e 72 | malicious users: 5 | test acc 0.2859 test loss 1.855730 best test_acc 0.3192
e 73 | malicious users: 1 | test acc 0.3222 test loss 1.826326 best test_acc 0.3222
e 74 | malicious users: 9 | test acc 0.2810 test loss 1.970313 best test_acc 0.3222
e 75 | malicious users: 8 | test acc 0.3008 test loss 1.827487 best test_acc 0.3222
e 76 | malicious users: 4 | test acc 0.3149 test loss 1.898509 best test_acc 0.3222
e 77 | malicious users: 4 | test acc 0.3271 test loss 1.776414 best test_acc 0.3271
e 78 | malicious users: 6 | test acc 0.2982 test loss 1.926644 best test_acc 0.3271
e 79 | malicious users: 4 | test acc 0.3195 test loss 1.899080 best test_acc 0.3271
e 80 | malicious users: 5 | test acc 0.3124 test loss 1.788051 best test_acc 0.3271
e 81 | malicious users: 3 | test acc 0.3162 test loss 1.801774 best test_acc 0.3271
e 82 | malicious users: 5 | test acc 0.3207 test loss 1.832630 best test_acc 0.3271
e 83 | malicious users: 8 | test acc 0.3125 test loss 1.830325 best test_acc 0.3271
e 84 | malicious users: 6 | test acc 0.3139 test loss 1.832784 best test_acc 0.3271
e 85 | malicious users: 4 | test acc 0.3256 test loss 1.842229 best test_acc 0.3271
e 86 | malicious users: 6 | test acc 0.3139 test loss 1.803555 best test_acc 0.3271
e 87 | malicious users: 2 | test acc 0.3231 test loss 1.814307 best test_acc 0.3271
e 88 | malicious users: 3 | test acc 0.3485 test loss 1.720344 best test_acc 0.3485
e 89 | malicious users: 5 | test acc 0.3370 test loss 1.772298 best test_acc 0.3485
e 90 | malicious users: 5 | test acc 0.3302 test loss 1.776881 best test_acc 0.3485
e 91 | malicious users: 8 | test acc 0.3213 test loss 1.845312 best test_acc 0.3485
e 92 | malicious users: 3 | test acc 0.3186 test loss 1.756151 best test_acc 0.3485
e 93 | malicious users: 8 | test acc 0.3345 test loss 1.793945 best test_acc 0.3485
e 94 | malicious users: 8 | test acc 0.3151 test loss 1.879943 best test_acc 0.3485
e 95 | malicious users: 9 | test acc 0.3423 test loss 1.755817 best test_acc 0.3485
e 96 | malicious users: 5 | test acc 0.3575 test loss 1.787170 best test_acc 0.3575
e 97 | malicious users: 7 | test acc 0.3049 test loss 1.799092 best test_acc 0.3575
e 98 | malicious users: 7 | test acc 0.3489 test loss 1.747626 best test_acc 0.3575
e 99 | malicious users: 5 | test acc 0.3447 test loss 1.762776 best test_acc 0.3575
e 100 | malicious users: 5 | test acc 0.3380 test loss 1.774955 best test_acc 0.3575
e 101 | malicious users: 6 | test acc 0.3502 test loss 1.752905 best test_acc 0.3575
e 102 | malicious users: 6 | test acc 0.3585 test loss 1.781556 best test_acc 0.3585
e 103 | malicious users: 2 | test acc 0.3652 test loss 1.697513 best test_acc 0.3652
e 104 | malicious users: 5 | test acc 0.3417 test loss 1.778516 best test_acc 0.3652
e 105 | malicious users: 2 | test acc 0.3790 test loss 1.690253 best test_acc 0.3790
e 106 | malicious users: 5 | test acc 0.3633 test loss 1.733080 best test_acc 0.3790
e 107 | malicious users: 4 | test acc 0.3564 test loss 1.717047 best test_acc 0.3790
e 108 | malicious users: 7 | test acc 0.3722 test loss 1.737936 best test_acc 0.3790
e 109 | malicious users: 10 | test acc 0.3422 test loss 1.781002 best test_acc 0.3790
e 110 | malicious users: 8 | test acc 0.3048 test loss 1.900004 best test_acc 0.3790
e 111 | malicious users: 5 | test acc 0.3311 test loss 1.755338 best test_acc 0.3790
e 112 | malicious users: 4 | test acc 0.3813 test loss 1.724028 best test_acc 0.3813
e 113 | malicious users: 3 | test acc 0.3668 test loss 1.710199 best test_acc 0.3813
e 114 | malicious users: 8 | test acc 0.3329 test loss 1.812168 best test_acc 0.3813
[34m[1mwandb[39m[22m: [32m[41mERROR[39m[49m Error while calling W&B API: context deadline exceeded (<Response [500]>)
e 115 | malicious users: 4 | test acc 0.3617 test loss 1.698961 best test_acc 0.3813
e 116 | malicious users: 5 | test acc 0.3334 test loss 1.768877 best test_acc 0.3813
e 117 | malicious users: 6 | test acc 0.3753 test loss 1.744990 best test_acc 0.3813
e 118 | malicious users: 7 | test acc 0.3601 test loss 1.768786 best test_acc 0.3813
e 119 | malicious users: 5 | test acc 0.3844 test loss 1.732626 best test_acc 0.3844
e 120 | malicious users: 4 | test acc 0.3719 test loss 1.699038 best test_acc 0.3844
e 121 | malicious users: 2 | test acc 0.3872 test loss 1.688609 best test_acc 0.3872
e 122 | malicious users: 7 | test acc 0.3803 test loss 1.726557 best test_acc 0.3872
e 123 | malicious users: 4 | test acc 0.3587 test loss 1.737170 best test_acc 0.3872
e 124 | malicious users: 3 | test acc 0.3660 test loss 1.709290 best test_acc 0.3872
e 125 | malicious users: 5 | test acc 0.3710 test loss 1.666367 best test_acc 0.3872
e 126 | malicious users: 7 | test acc 0.4048 test loss 1.624165 best test_acc 0.4048
e 127 | malicious users: 4 | test acc 0.3928 test loss 1.701634 best test_acc 0.4048
e 128 | malicious users: 4 | test acc 0.3469 test loss 1.694945 best test_acc 0.4048
e 129 | malicious users: 7 | test acc 0.3670 test loss 1.685937 best test_acc 0.4048
e 130 | malicious users: 3 | test acc 0.3949 test loss 1.720038 best test_acc 0.4048
e 131 | malicious users: 5 | test acc 0.4093 test loss 1.601303 best test_acc 0.4093
e 132 | malicious users: 5 | test acc 0.4062 test loss 1.799302 best test_acc 0.4093
e 133 | malicious users: 8 | test acc 0.4048 test loss 1.647812 best test_acc 0.4093
e 134 | malicious users: 2 | test acc 0.4041 test loss 1.647552 best test_acc 0.4093
e 135 | malicious users: 5 | test acc 0.4147 test loss 1.741001 best test_acc 0.4147
e 136 | malicious users: 5 | test acc 0.4095 test loss 1.659347 best test_acc 0.4147
e 137 | malicious users: 8 | test acc 0.3911 test loss 1.714120 best test_acc 0.4147
e 138 | malicious users: 3 | test acc 0.4151 test loss 1.612192 best test_acc 0.4151
e 139 | malicious users: 5 | test acc 0.4051 test loss 1.618899 best test_acc 0.4151
e 140 | malicious users: 6 | test acc 0.3946 test loss 1.667692 best test_acc 0.4151
e 141 | malicious users: 4 | test acc 0.4109 test loss 1.607045 best test_acc 0.4151
e 142 | malicious users: 5 | test acc 0.3969 test loss 1.630454 best test_acc 0.4151
e 143 | malicious users: 6 | test acc 0.3837 test loss 1.690171 best test_acc 0.4151
e 144 | malicious users: 1 | test acc 0.4083 test loss 1.590160 best test_acc 0.4151
e 145 | malicious users: 7 | test acc 0.4106 test loss 1.692440 best test_acc 0.4151
e 146 | malicious users: 5 | test acc 0.4371 test loss 1.546654 best test_acc 0.4371
e 147 | malicious users: 4 | test acc 0.4279 test loss 1.548903 best test_acc 0.4371
e 148 | malicious users: 5 | test acc 0.4131 test loss 1.665742 best test_acc 0.4371
e 149 | malicious users: 6 | test acc 0.3968 test loss 1.630573 best test_acc 0.4371
e 150 | malicious users: 4 | test acc 0.3885 test loss 1.652666 best test_acc 0.4371
e 151 | malicious users: 4 | test acc 0.3853 test loss 1.700948 best test_acc 0.4371
e 152 | malicious users: 5 | test acc 0.3872 test loss 1.658096 best test_acc 0.4371
e 153 | malicious users: 5 | test acc 0.4316 test loss 1.545615 best test_acc 0.4371
e 154 | malicious users: 4 | test acc 0.3672 test loss 1.653616 best test_acc 0.4371
e 155 | malicious users: 9 | test acc 0.3598 test loss 1.667033 best test_acc 0.4371
e 156 | malicious users: 6 | test acc 0.4127 test loss 1.611888 best test_acc 0.4371
e 157 | malicious users: 6 | test acc 0.4307 test loss 1.563733 best test_acc 0.4371
e 158 | malicious users: 5 | test acc 0.4076 test loss 1.610700 best test_acc 0.4371
e 159 | malicious users: 7 | test acc 0.4219 test loss 1.671933 best test_acc 0.4371
e 160 | malicious users: 8 | test acc 0.4116 test loss 1.614298 best test_acc 0.4371
e 161 | malicious users: 5 | test acc 0.4288 test loss 1.563367 best test_acc 0.4371
e 162 | malicious users: 7 | test acc 0.3959 test loss 1.629144 best test_acc 0.4371
e 163 | malicious users: 4 | test acc 0.4222 test loss 1.588551 best test_acc 0.4371
e 164 | malicious users: 5 | test acc 0.4239 test loss 1.557510 best test_acc 0.4371
e 165 | malicious users: 3 | test acc 0.4068 test loss 1.646508 best test_acc 0.4371
e 166 | malicious users: 3 | test acc 0.4243 test loss 1.561619 best test_acc 0.4371
e 167 | malicious users: 3 | test acc 0.4232 test loss 1.591570 best test_acc 0.4371
e 168 | malicious users: 6 | test acc 0.4388 test loss 1.541841 best test_acc 0.4388
e 169 | malicious users: 3 | test acc 0.4057 test loss 1.620472 best test_acc 0.4388
e 170 | malicious users: 6 | test acc 0.4099 test loss 1.628467 best test_acc 0.4388
e 171 | malicious users: 3 | test acc 0.4212 test loss 1.575733 best test_acc 0.4388
e 172 | malicious users: 5 | test acc 0.3973 test loss 1.608498 best test_acc 0.4388
e 173 | malicious users: 3 | test acc 0.4290 test loss 1.537019 best test_acc 0.4388
e 174 | malicious users: 6 | test acc 0.4113 test loss 1.588446 best test_acc 0.4388
e 175 | malicious users: 5 | test acc 0.4238 test loss 1.592566 best test_acc 0.4388
e 176 | malicious users: 5 | test acc 0.4077 test loss 1.638046 best test_acc 0.4388
e 177 | malicious users: 6 | test acc 0.4472 test loss 1.480714 best test_acc 0.4472
e 178 | malicious users: 4 | test acc 0.3985 test loss 1.626842 best test_acc 0.4472
e 179 | malicious users: 4 | test acc 0.4520 test loss 1.497581 best test_acc 0.4520
e 180 | malicious users: 2 | test acc 0.4083 test loss 1.634714 best test_acc 0.4520
e 181 | malicious users: 5 | test acc 0.4433 test loss 1.540956 best test_acc 0.4520
e 182 | malicious users: 5 | test acc 0.4218 test loss 1.537274 best test_acc 0.4520
e 183 | malicious users: 6 | test acc 0.4564 test loss 1.490726 best test_acc 0.4564
e 184 | malicious users: 6 | test acc 0.4469 test loss 1.545103 best test_acc 0.4564
e 185 | malicious users: 4 | test acc 0.4231 test loss 1.550928 best test_acc 0.4564
e 186 | malicious users: 5 | test acc 0.4312 test loss 1.555437 best test_acc 0.4564
e 187 | malicious users: 4 | test acc 0.4383 test loss 1.508436 best test_acc 0.4564
e 188 | malicious users: 6 | test acc 0.4229 test loss 1.593227 best test_acc 0.4564
e 189 | malicious users: 7 | test acc 0.4239 test loss 1.562441 best test_acc 0.4564
e 190 | malicious users: 8 | test acc 0.4186 test loss 1.588500 best test_acc 0.4564
e 191 | malicious users: 7 | test acc 0.4149 test loss 1.585846 best test_acc 0.4564
e 192 | malicious users: 5 | test acc 0.4425 test loss 1.539459 best test_acc 0.4564
e 193 | malicious users: 5 | test acc 0.4220 test loss 1.601796 best test_acc 0.4564
e 194 | malicious users: 4 | test acc 0.4380 test loss 1.505959 best test_acc 0.4564
e 195 | malicious users: 6 | test acc 0.4226 test loss 1.550940 best test_acc 0.4564
e 196 | malicious users: 7 | test acc 0.3933 test loss 1.627131 best test_acc 0.4564
e 197 | malicious users: 7 | test acc 0.4049 test loss 1.579174 best test_acc 0.4564
e 198 | malicious users: 8 | test acc 0.4448 test loss 1.527452 best test_acc 0.4564
e 199 | malicious users: 7 | test acc 0.4287 test loss 1.574775 best test_acc 0.4564
e 200 | malicious users: 8 | test acc 0.4398 test loss 1.502702 best test_acc 0.4564
e 201 | malicious users: 7 | test acc 0.4103 test loss 1.652617 best test_acc 0.4564
