2024-06-03 13:39:01,415 INFO    Thread-2 (_run_job):392462 [wandb_setup.py:_flush():76] Current SDK version is 0.16.6
2024-06-03 13:39:01,416 INFO    Thread-2 (_run_job):392462 [wandb_setup.py:_flush():76] Configure stats pid to 392462
2024-06-03 13:39:01,416 INFO    Thread-2 (_run_job):392462 [wandb_setup.py:_flush():76] Loading settings from /home/test/.config/wandb/settings
2024-06-03 13:39:01,416 INFO    Thread-2 (_run_job):392462 [wandb_setup.py:_flush():76] Loading settings from /home/test/FRL/wandb/settings
2024-06-03 13:39:01,416 INFO    Thread-2 (_run_job):392462 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'project': 'mnist-conv2-my-attack-cosine', 'entity': 'griffith', 'root_dir': '/home/test/FRL', 'sweep_id': 'olrpc79s', 'run_id': 'mfzsv60v', 'sweep_param_path': '/home/test/FRL/wandb/sweep-olrpc79s/config-mfzsv60v.yaml'}
2024-06-03 13:39:01,416 INFO    Thread-2 (_run_job):392462 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-06-03 13:39:01,416 INFO    Thread-2 (_run_job):392462 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'main.py', 'program_abspath': '/home/test/FRL/main.py', 'program': '/home/test/FRL/main.py'}
2024-06-03 13:39:01,416 INFO    Thread-2 (_run_job):392462 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-06-03 13:39:01,417 INFO    Thread-2 (_run_job):392462 [wandb_init.py:_log_setup():521] Logging user logs to /home/test/FRL/wandb/run-20240603_133901-mfzsv60v/logs/debug.log
2024-06-03 13:39:01,417 INFO    Thread-2 (_run_job):392462 [wandb_init.py:_log_setup():522] Logging internal logs to /home/test/FRL/wandb/run-20240603_133901-mfzsv60v/logs/debug-internal.log
2024-06-03 13:39:01,417 INFO    Thread-2 (_run_job):392462 [wandb_init.py:init():561] calling init triggers
2024-06-03 13:39:01,417 INFO    Thread-2 (_run_job):392462 [wandb_init.py:init():568] wandb.init called with sweep_config: {'iteration': 50, 'k': 0.1, 'lr': 0.001, 'm_r': 0.2, 'max_t': 2500, 'mode': 'ERR', 'nep': 100, 'noise': 1, 'non_iid': 1, 'temp': 0.1}
config: {}
2024-06-03 13:39:01,417 INFO    Thread-2 (_run_job):392462 [wandb_init.py:init():611] starting backend
2024-06-03 13:39:01,417 INFO    Thread-2 (_run_job):392462 [wandb_init.py:init():615] setting up manager
2024-06-03 13:39:01,436 INFO    Thread-2 (_run_job):392462 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-06-03 13:39:01,438 INFO    Thread-2 (_run_job):392462 [wandb_init.py:init():623] backend started and connected
2024-06-03 13:39:01,458 INFO    Thread-2 (_run_job):392462 [wandb_run.py:_config_callback():1347] config_cb None None {'iteration': 50, 'k': 0.1, 'lr': 0.001, 'm_r': 0.2, 'max_t': 2500, 'mode': 'ERR', 'nep': 100, 'noise': 1, 'non_iid': 1, 'temp': 0.1}
2024-06-03 13:39:01,459 INFO    Thread-2 (_run_job):392462 [wandb_init.py:init():715] updated telemetry
2024-06-03 13:39:01,464 INFO    Thread-2 (_run_job):392462 [wandb_init.py:init():748] communicating run to backend with 90.0 second timeout
