=> Saving data in Logs/FRL~try=376
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  0.5
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  FRL_defense_Fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.00 | total number of malicious clients: 0
e 0 | malicious users: 0 | test acc 0.1026 test loss 2.253243 best test_acc 0.1026
e 1 | malicious users: 0 | test acc 0.3353 test loss 2.150054 best test_acc 0.3353
e 2 | malicious users: 0 | test acc 0.4165 test loss 1.959341 best test_acc 0.4165
e 3 | malicious users: 0 | test acc 0.5916 test loss 1.618446 best test_acc 0.5916
e 4 | malicious users: 0 | test acc 0.6900 test loss 1.565434 best test_acc 0.6900
e 5 | malicious users: 0 | test acc 0.7255 test loss 1.473341 best test_acc 0.7255
e 6 | malicious users: 0 | test acc 0.6630 test loss 1.115389 best test_acc 0.7255
e 7 | malicious users: 0 | test acc 0.6396 test loss 1.123652 best test_acc 0.7255
e 8 | malicious users: 0 | test acc 0.6475 test loss 1.150110 best test_acc 0.7255
e 9 | malicious users: 0 | test acc 0.7227 test loss 0.894612 best test_acc 0.7255
e 10 | malicious users: 0 | test acc 0.7324 test loss 0.920798 best test_acc 0.7324
e 11 | malicious users: 0 | test acc 0.7057 test loss 1.051296 best test_acc 0.7324
e 12 | malicious users: 0 | test acc 0.7718 test loss 0.720466 best test_acc 0.7718
e 13 | malicious users: 0 | test acc 0.7637 test loss 0.858374 best test_acc 0.7718
e 14 | malicious users: 0 | test acc 0.7189 test loss 0.768666 best test_acc 0.7718
e 15 | malicious users: 0 | test acc 0.7738 test loss 0.762963 best test_acc 0.7738
e 16 | malicious users: 0 | test acc 0.8576 test loss 0.651854 best test_acc 0.8576
e 17 | malicious users: 0 | test acc 0.7368 test loss 0.809008 best test_acc 0.8576
e 18 | malicious users: 0 | test acc 0.8793 test loss 0.484844 best test_acc 0.8793
e 19 | malicious users: 0 | test acc 0.7416 test loss 0.767165 best test_acc 0.8793
e 20 | malicious users: 0 | test acc 0.7897 test loss 0.673834 best test_acc 0.8793
e 21 | malicious users: 0 | test acc 0.8411 test loss 0.523435 best test_acc 0.8793
e 22 | malicious users: 0 | test acc 0.7930 test loss 0.581196 best test_acc 0.8793
e 23 | malicious users: 0 | test acc 0.8766 test loss 0.640338 best test_acc 0.8793
e 24 | malicious users: 0 | test acc 0.8125 test loss 0.550469 best test_acc 0.8793
e 25 | malicious users: 0 | test acc 0.8520 test loss 0.553524 best test_acc 0.8793
