=> Saving data in Logs/FRL~try=686
dataset to use is:  Fashion
number of FL clients:  1000
non-iid degree data distribution:  1
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 4 | test acc 0.2961 test loss 2.261037 best test_acc 0.2961
e 1 | malicious users: 3 | test acc 0.3482 test loss 2.021422 best test_acc 0.3482
e 2 | malicious users: 4 | test acc 0.3851 test loss 1.889969 best test_acc 0.3851
e 3 | malicious users: 4 | test acc 0.2684 test loss 2.166788 best test_acc 0.3851
e 4 | malicious users: 5 | test acc 0.3149 test loss 1.745651 best test_acc 0.3851
e 5 | malicious users: 4 | test acc 0.2905 test loss 1.894618 best test_acc 0.3851
e 6 | malicious users: 7 | test acc 0.3135 test loss 1.811305 best test_acc 0.3851
e 7 | malicious users: 7 | test acc 0.1856 test loss 1.948847 best test_acc 0.3851
e 8 | malicious users: 4 | test acc 0.4490 test loss 1.773776 best test_acc 0.4490
e 9 | malicious users: 3 | test acc 0.4463 test loss 1.702340 best test_acc 0.4490
e 10 | malicious users: 7 | test acc 0.4747 test loss 1.947569 best test_acc 0.4747
e 11 | malicious users: 0 | test acc 0.4857 test loss 1.419720 best test_acc 0.4857
e 12 | malicious users: 3 | test acc 0.5107 test loss 1.410281 best test_acc 0.5107
e 13 | malicious users: 4 | test acc 0.4774 test loss 1.446662 best test_acc 0.5107
e 14 | malicious users: 5 | test acc 0.5122 test loss 1.618757 best test_acc 0.5122
e 15 | malicious users: 4 | test acc 0.5503 test loss 1.455442 best test_acc 0.5503
e 16 | malicious users: 5 | test acc 0.5350 test loss 1.637115 best test_acc 0.5503
e 17 | malicious users: 2 | test acc 0.5561 test loss 1.502609 best test_acc 0.5561
e 18 | malicious users: 5 | test acc 0.5589 test loss 1.596762 best test_acc 0.5589
e 19 | malicious users: 4 | test acc 0.5997 test loss 1.324195 best test_acc 0.5997
e 20 | malicious users: 6 | test acc 0.5159 test loss 1.368433 best test_acc 0.5997
e 21 | malicious users: 1 | test acc 0.3794 test loss 1.685360 best test_acc 0.5997
e 22 | malicious users: 4 | test acc 0.5122 test loss 1.481897 best test_acc 0.5997
e 23 | malicious users: 3 | test acc 0.5651 test loss 1.202159 best test_acc 0.5997
e 24 | malicious users: 3 | test acc 0.5329 test loss 1.301750 best test_acc 0.5997
e 25 | malicious users: 1 | test acc 0.4505 test loss 1.412413 best test_acc 0.5997
e 26 | malicious users: 6 | test acc 0.4687 test loss 1.447772 best test_acc 0.5997
e 27 | malicious users: 5 | test acc 0.6186 test loss 1.373564 best test_acc 0.6186
e 28 | malicious users: 1 | test acc 0.5559 test loss 1.399217 best test_acc 0.6186
e 29 | malicious users: 7 | test acc 0.4634 test loss 1.587968 best test_acc 0.6186
e 30 | malicious users: 4 | test acc 0.4108 test loss 1.565980 best test_acc 0.6186
e 31 | malicious users: 4 | test acc 0.4792 test loss 1.590016 best test_acc 0.6186
e 32 | malicious users: 2 | test acc 0.5155 test loss 1.301314 best test_acc 0.6186
e 33 | malicious users: 4 | test acc 0.5502 test loss 1.505551 best test_acc 0.6186
e 34 | malicious users: 4 | test acc 0.5982 test loss 1.439053 best test_acc 0.6186
e 35 | malicious users: 2 | test acc 0.4963 test loss 1.465936 best test_acc 0.6186
e 36 | malicious users: 3 | test acc 0.4845 test loss 1.520758 best test_acc 0.6186
e 37 | malicious users: 6 | test acc 0.5931 test loss 1.500567 best test_acc 0.6186
e 38 | malicious users: 6 | test acc 0.5064 test loss 1.405995 best test_acc 0.6186
e 39 | malicious users: 4 | test acc 0.5199 test loss 1.356479 best test_acc 0.6186
e 40 | malicious users: 2 | test acc 0.5712 test loss 1.332945 best test_acc 0.6186
e 41 | malicious users: 7 | test acc 0.5664 test loss 1.629894 best test_acc 0.6186
e 42 | malicious users: 5 | test acc 0.4983 test loss 1.500388 best test_acc 0.6186
e 43 | malicious users: 3 | test acc 0.4866 test loss 1.393806 best test_acc 0.6186
e 44 | malicious users: 5 | test acc 0.5471 test loss 1.408771 best test_acc 0.6186
e 45 | malicious users: 5 | test acc 0.5132 test loss 1.703600 best test_acc 0.6186
e 46 | malicious users: 5 | test acc 0.5554 test loss 1.325143 best test_acc 0.6186
e 47 | malicious users: 4 | test acc 0.5164 test loss 1.385762 best test_acc 0.6186
e 48 | malicious users: 6 | test acc 0.4875 test loss 1.654108 best test_acc 0.6186
e 49 | malicious users: 6 | test acc 0.4545 test loss 1.677377 best test_acc 0.6186
e 50 | malicious users: 8 | test acc 0.5935 test loss 1.526688 best test_acc 0.6186
e 51 | malicious users: 3 | test acc 0.6053 test loss 1.354800 best test_acc 0.6186
e 52 | malicious users: 7 | test acc 0.5208 test loss 1.444553 best test_acc 0.6186
e 53 | malicious users: 8 | test acc 0.5245 test loss 1.594797 best test_acc 0.6186
e 54 | malicious users: 8 | test acc 0.5474 test loss 1.397686 best test_acc 0.6186
e 55 | malicious users: 2 | test acc 0.5236 test loss 1.301144 best test_acc 0.6186
e 56 | malicious users: 8 | test acc 0.5923 test loss 1.573447 best test_acc 0.6186
e 57 | malicious users: 6 | test acc 0.5639 test loss 1.434751 best test_acc 0.6186
e 58 | malicious users: 8 | test acc 0.4923 test loss 1.505587 best test_acc 0.6186
e 59 | malicious users: 8 | test acc 0.5444 test loss 1.441110 best test_acc 0.6186
e 60 | malicious users: 4 | test acc 0.4615 test loss 1.423181 best test_acc 0.6186
e 61 | malicious users: 7 | test acc 0.3765 test loss 1.567341 best test_acc 0.6186
e 62 | malicious users: 3 | test acc 0.3951 test loss 1.405405 best test_acc 0.6186
e 63 | malicious users: 4 | test acc 0.4760 test loss 1.533353 best test_acc 0.6186
e 64 | malicious users: 5 | test acc 0.5393 test loss 1.493344 best test_acc 0.6186
e 65 | malicious users: 9 | test acc 0.5064 test loss 1.621209 best test_acc 0.6186
e 66 | malicious users: 6 | test acc 0.5508 test loss 1.356316 best test_acc 0.6186
e 67 | malicious users: 3 | test acc 0.4172 test loss 1.374942 best test_acc 0.6186
e 68 | malicious users: 10 | test acc 0.5487 test loss 1.635042 best test_acc 0.6186
e 69 | malicious users: 4 | test acc 0.4675 test loss 1.453081 best test_acc 0.6186
e 70 | malicious users: 4 | test acc 0.5270 test loss 1.368793 best test_acc 0.6186
e 71 | malicious users: 5 | test acc 0.4772 test loss 1.455200 best test_acc 0.6186
e 72 | malicious users: 4 | test acc 0.5128 test loss 1.612676 best test_acc 0.6186
e 73 | malicious users: 1 | test acc 0.4838 test loss 1.342863 best test_acc 0.6186
e 74 | malicious users: 4 | test acc 0.4278 test loss 1.498562 best test_acc 0.6186
e 75 | malicious users: 6 | test acc 0.5659 test loss 1.407827 best test_acc 0.6186
e 76 | malicious users: 9 | test acc 0.5574 test loss 1.524312 best test_acc 0.6186
e 77 | malicious users: 6 | test acc 0.5438 test loss 1.446342 best test_acc 0.6186
