=> Saving data in Logs/FRL~try=519
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  1
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  FRL_label_flip
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.10 | total number of malicious clients: 100
e 0 | malicious users: 4 | test acc 0.1850 test loss 2.236229 best test_acc 0.1850
e 1 | malicious users: 3 | test acc 0.4246 test loss 2.138339 best test_acc 0.4246
e 2 | malicious users: 1 | test acc 0.5064 test loss 1.807880 best test_acc 0.5064
e 3 | malicious users: 2 | test acc 0.4898 test loss 1.756099 best test_acc 0.5064
e 4 | malicious users: 0 | test acc 0.5739 test loss 1.310883 best test_acc 0.5739
e 5 | malicious users: 0 | test acc 0.6612 test loss 1.225335 best test_acc 0.6612
e 6 | malicious users: 4 | test acc 0.5658 test loss 1.403381 best test_acc 0.6612
e 7 | malicious users: 1 | test acc 0.7395 test loss 0.834453 best test_acc 0.7395
e 8 | malicious users: 2 | test acc 0.7056 test loss 1.088768 best test_acc 0.7395
e 9 | malicious users: 1 | test acc 0.6739 test loss 0.986892 best test_acc 0.7395
e 10 | malicious users: 2 | test acc 0.7117 test loss 0.885071 best test_acc 0.7395
e 11 | malicious users: 0 | test acc 0.7945 test loss 0.823941 best test_acc 0.7945
e 12 | malicious users: 4 | test acc 0.6766 test loss 1.063024 best test_acc 0.7945
e 13 | malicious users: 3 | test acc 0.7545 test loss 1.214062 best test_acc 0.7945
e 14 | malicious users: 4 | test acc 0.5363 test loss 1.350627 best test_acc 0.7945
e 15 | malicious users: 7 | test acc 0.5799 test loss 1.592440 best test_acc 0.7945
e 16 | malicious users: 6 | test acc 0.6437 test loss 1.488810 best test_acc 0.7945
e 17 | malicious users: 4 | test acc 0.7299 test loss 0.936701 best test_acc 0.7945
e 18 | malicious users: 3 | test acc 0.7509 test loss 0.980701 best test_acc 0.7945
e 19 | malicious users: 2 | test acc 0.8218 test loss 0.788086 best test_acc 0.8218
e 20 | malicious users: 1 | test acc 0.8730 test loss 0.488616 best test_acc 0.8730
e 21 | malicious users: 0 | test acc 0.8497 test loss 0.622009 best test_acc 0.8730
e 22 | malicious users: 1 | test acc 0.8492 test loss 0.624253 best test_acc 0.8730
e 23 | malicious users: 0 | test acc 0.8687 test loss 0.485224 best test_acc 0.8730
e 24 | malicious users: 5 | test acc 0.5298 test loss 1.859949 best test_acc 0.8730
e 25 | malicious users: 1 | test acc 0.8783 test loss 0.519089 best test_acc 0.8783
e 26 | malicious users: 2 | test acc 0.8281 test loss 0.822004 best test_acc 0.8783
e 27 | malicious users: 3 | test acc 0.6988 test loss 1.205343 best test_acc 0.8783
e 28 | malicious users: 1 | test acc 0.7784 test loss 0.599142 best test_acc 0.8783
e 29 | malicious users: 2 | test acc 0.7076 test loss 0.956876 best test_acc 0.8783
e 30 | malicious users: 3 | test acc 0.8571 test loss 0.465993 best test_acc 0.8783
e 31 | malicious users: 3 | test acc 0.8819 test loss 0.502258 best test_acc 0.8819
e 32 | malicious users: 0 | test acc 0.8613 test loss 0.529612 best test_acc 0.8819
e 33 | malicious users: 4 | test acc 0.7193 test loss 1.183292 best test_acc 0.8819
e 34 | malicious users: 1 | test acc 0.9213 test loss 0.327914 best test_acc 0.9213
e 35 | malicious users: 0 | test acc 0.8129 test loss 0.550796 best test_acc 0.9213
e 36 | malicious users: 3 | test acc 0.7261 test loss 1.138922 best test_acc 0.9213
e 37 | malicious users: 4 | test acc 0.8204 test loss 0.922156 best test_acc 0.9213
e 38 | malicious users: 4 | test acc 0.7129 test loss 0.827088 best test_acc 0.9213
e 39 | malicious users: 1 | test acc 0.9151 test loss 0.376983 best test_acc 0.9213
e 40 | malicious users: 3 | test acc 0.8357 test loss 0.501549 best test_acc 0.9213
e 41 | malicious users: 6 | test acc 0.5617 test loss 1.449890 best test_acc 0.9213
e 42 | malicious users: 1 | test acc 0.9085 test loss 0.434389 best test_acc 0.9213
e 43 | malicious users: 1 | test acc 0.9117 test loss 0.482342 best test_acc 0.9213
e 44 | malicious users: 3 | test acc 0.7576 test loss 0.867692 best test_acc 0.9213
e 45 | malicious users: 4 | test acc 0.8699 test loss 0.473766 best test_acc 0.9213
e 46 | malicious users: 3 | test acc 0.7499 test loss 0.832088 best test_acc 0.9213
e 47 | malicious users: 1 | test acc 0.8107 test loss 0.571390 best test_acc 0.9213
e 48 | malicious users: 0 | test acc 0.9245 test loss 0.368002 best test_acc 0.9245
e 49 | malicious users: 0 | test acc 0.8941 test loss 0.485954 best test_acc 0.9245
e 50 | malicious users: 2 | test acc 0.9190 test loss 0.422495 best test_acc 0.9245
e 51 | malicious users: 5 | test acc 0.6932 test loss 0.884122 best test_acc 0.9245
e 52 | malicious users: 5 | test acc 0.7109 test loss 0.992229 best test_acc 0.9245
e 53 | malicious users: 0 | test acc 0.9160 test loss 0.309447 best test_acc 0.9245
e 54 | malicious users: 3 | test acc 0.8762 test loss 0.616153 best test_acc 0.9245
e 55 | malicious users: 3 | test acc 0.8656 test loss 0.394896 best test_acc 0.9245
e 56 | malicious users: 4 | test acc 0.8273 test loss 0.767141 best test_acc 0.9245
e 57 | malicious users: 1 | test acc 0.8707 test loss 0.460087 best test_acc 0.9245
e 58 | malicious users: 4 | test acc 0.7732 test loss 0.759088 best test_acc 0.9245
e 59 | malicious users: 2 | test acc 0.7902 test loss 0.689686 best test_acc 0.9245
e 60 | malicious users: 2 | test acc 0.9268 test loss 0.314660 best test_acc 0.9268
e 61 | malicious users: 1 | test acc 0.8735 test loss 0.629112 best test_acc 0.9268
e 62 | malicious users: 2 | test acc 0.9191 test loss 0.384317 best test_acc 0.9268
e 63 | malicious users: 2 | test acc 0.9172 test loss 0.390110 best test_acc 0.9268
e 64 | malicious users: 2 | test acc 0.9213 test loss 0.390403 best test_acc 0.9268
e 65 | malicious users: 2 | test acc 0.8960 test loss 0.461554 best test_acc 0.9268
e 66 | malicious users: 4 | test acc 0.7935 test loss 0.742939 best test_acc 0.9268
e 67 | malicious users: 1 | test acc 0.9390 test loss 0.256791 best test_acc 0.9390
e 68 | malicious users: 3 | test acc 0.8850 test loss 0.618197 best test_acc 0.9390
e 69 | malicious users: 3 | test acc 0.8358 test loss 0.468345 best test_acc 0.9390
e 70 | malicious users: 3 | test acc 0.7627 test loss 0.879877 best test_acc 0.9390
e 71 | malicious users: 3 | test acc 0.8514 test loss 0.548789 best test_acc 0.9390
e 72 | malicious users: 6 | test acc 0.9065 test loss 0.484058 best test_acc 0.9390
e 73 | malicious users: 4 | test acc 0.8434 test loss 0.457515 best test_acc 0.9390
e 74 | malicious users: 3 | test acc 0.8694 test loss 0.704055 best test_acc 0.9390
e 75 | malicious users: 1 | test acc 0.9312 test loss 0.276707 best test_acc 0.9390
e 76 | malicious users: 4 | test acc 0.8620 test loss 0.483188 best test_acc 0.9390
e 77 | malicious users: 5 | test acc 0.7475 test loss 0.940650 best test_acc 0.9390
e 78 | malicious users: 1 | test acc 0.8509 test loss 0.426186 best test_acc 0.9390
e 79 | malicious users: 1 | test acc 0.8950 test loss 0.380332 best test_acc 0.9390
e 80 | malicious users: 1 | test acc 0.9435 test loss 0.248127 best test_acc 0.9435
e 81 | malicious users: 1 | test acc 0.9352 test loss 0.296149 best test_acc 0.9435
e 82 | malicious users: 8 | test acc 0.5778 test loss 1.661298 best test_acc 0.9435
e 83 | malicious users: 5 | test acc 0.6334 test loss 1.281727 best test_acc 0.9435
e 84 | malicious users: 4 | test acc 0.8243 test loss 0.947419 best test_acc 0.9435
e 85 | malicious users: 3 | test acc 0.9180 test loss 0.357815 best test_acc 0.9435
e 86 | malicious users: 3 | test acc 0.8494 test loss 0.440749 best test_acc 0.9435
e 87 | malicious users: 2 | test acc 0.7500 test loss 1.088049 best test_acc 0.9435
e 88 | malicious users: 2 | test acc 0.9381 test loss 0.249541 best test_acc 0.9435
e 89 | malicious users: 3 | test acc 0.9107 test loss 0.456069 best test_acc 0.9435
e 90 | malicious users: 3 | test acc 0.8428 test loss 0.511255 best test_acc 0.9435
e 91 | malicious users: 3 | test acc 0.9294 test loss 0.269053 best test_acc 0.9435
