=> Saving data in Logs/FRL~try=939
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  0.7
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  FRL
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 5 | test acc 0.2201 test loss 2.223284 best test_acc 0.2201
e 1 | malicious users: 7 | test acc 0.2115 test loss 2.068855 best test_acc 0.2201
e 2 | malicious users: 6 | test acc 0.3848 test loss 1.712812 best test_acc 0.3848
e 3 | malicious users: 4 | test acc 0.5911 test loss 1.463354 best test_acc 0.5911
e 4 | malicious users: 6 | test acc 0.5359 test loss 1.595934 best test_acc 0.5911
e 5 | malicious users: 6 | test acc 0.6263 test loss 1.117688 best test_acc 0.6263
e 6 | malicious users: 1 | test acc 0.7370 test loss 1.035500 best test_acc 0.7370
e 7 | malicious users: 7 | test acc 0.6678 test loss 1.389047 best test_acc 0.7370
e 8 | malicious users: 10 | test acc 0.5230 test loss 1.407517 best test_acc 0.7370
e 9 | malicious users: 6 | test acc 0.5638 test loss 1.271196 best test_acc 0.7370
e 10 | malicious users: 5 | test acc 0.7030 test loss 0.826823 best test_acc 0.7370
e 11 | malicious users: 6 | test acc 0.6557 test loss 1.058597 best test_acc 0.7370
e 12 | malicious users: 3 | test acc 0.7109 test loss 0.908444 best test_acc 0.7370
e 13 | malicious users: 4 | test acc 0.6762 test loss 0.957238 best test_acc 0.7370
e 14 | malicious users: 6 | test acc 0.7577 test loss 0.841528 best test_acc 0.7577
e 15 | malicious users: 4 | test acc 0.8414 test loss 0.894265 best test_acc 0.8414
e 16 | malicious users: 7 | test acc 0.6467 test loss 0.856934 best test_acc 0.8414
e 17 | malicious users: 5 | test acc 0.7781 test loss 0.991763 best test_acc 0.8414
e 18 | malicious users: 6 | test acc 0.7922 test loss 0.761088 best test_acc 0.8414
e 19 | malicious users: 6 | test acc 0.7517 test loss 0.669273 best test_acc 0.8414
e 20 | malicious users: 1 | test acc 0.7464 test loss 1.062731 best test_acc 0.8414
e 21 | malicious users: 5 | test acc 0.7943 test loss 0.655913 best test_acc 0.8414
e 22 | malicious users: 6 | test acc 0.7854 test loss 0.739691 best test_acc 0.8414
e 23 | malicious users: 6 | test acc 0.7060 test loss 0.799175 best test_acc 0.8414
e 24 | malicious users: 5 | test acc 0.7669 test loss 0.728745 best test_acc 0.8414
e 25 | malicious users: 5 | test acc 0.7630 test loss 0.852705 best test_acc 0.8414
e 26 | malicious users: 5 | test acc 0.8467 test loss 0.588660 best test_acc 0.8467
e 27 | malicious users: 4 | test acc 0.8042 test loss 0.743777 best test_acc 0.8467
e 28 | malicious users: 9 | test acc 0.8252 test loss 0.598996 best test_acc 0.8467
e 29 | malicious users: 4 | test acc 0.8454 test loss 0.597082 best test_acc 0.8467
e 30 | malicious users: 3 | test acc 0.8006 test loss 0.597757 best test_acc 0.8467
e 31 | malicious users: 5 | test acc 0.6167 test loss 1.127522 best test_acc 0.8467
e 32 | malicious users: 2 | test acc 0.7798 test loss 0.608032 best test_acc 0.8467
e 33 | malicious users: 2 | test acc 0.8965 test loss 0.528273 best test_acc 0.8965
e 34 | malicious users: 6 | test acc 0.7880 test loss 0.633161 best test_acc 0.8965
e 35 | malicious users: 4 | test acc 0.8452 test loss 0.540379 best test_acc 0.8965
e 36 | malicious users: 3 | test acc 0.8821 test loss 0.435245 best test_acc 0.8965
e 37 | malicious users: 5 | test acc 0.7415 test loss 0.806082 best test_acc 0.8965
e 38 | malicious users: 8 | test acc 0.7743 test loss 0.773919 best test_acc 0.8965
e 39 | malicious users: 9 | test acc 0.7830 test loss 0.757927 best test_acc 0.8965
e 40 | malicious users: 6 | test acc 0.7867 test loss 0.818406 best test_acc 0.8965
e 41 | malicious users: 4 | test acc 0.8239 test loss 0.535303 best test_acc 0.8965
e 42 | malicious users: 8 | test acc 0.7762 test loss 0.847445 best test_acc 0.8965
e 43 | malicious users: 4 | test acc 0.8398 test loss 0.491242 best test_acc 0.8965
e 44 | malicious users: 3 | test acc 0.8194 test loss 0.645175 best test_acc 0.8965
e 45 | malicious users: 8 | test acc 0.7567 test loss 0.737545 best test_acc 0.8965
e 46 | malicious users: 7 | test acc 0.7740 test loss 0.695951 best test_acc 0.8965
e 47 | malicious users: 7 | test acc 0.7724 test loss 0.718579 best test_acc 0.8965
e 48 | malicious users: 3 | test acc 0.8402 test loss 0.584709 best test_acc 0.8965
e 49 | malicious users: 7 | test acc 0.7425 test loss 0.700106 best test_acc 0.8965
e 50 | malicious users: 2 | test acc 0.8997 test loss 0.636189 best test_acc 0.8997
e 51 | malicious users: 0 | test acc 0.9276 test loss 0.344177 best test_acc 0.9276
e 52 | malicious users: 7 | test acc 0.7181 test loss 0.839315 best test_acc 0.9276
e 53 | malicious users: 3 | test acc 0.6966 test loss 0.764215 best test_acc 0.9276
e 54 | malicious users: 2 | test acc 0.8938 test loss 0.510987 best test_acc 0.9276
e 55 | malicious users: 6 | test acc 0.7397 test loss 0.683818 best test_acc 0.9276
e 56 | malicious users: 8 | test acc 0.8624 test loss 0.464095 best test_acc 0.9276
e 57 | malicious users: 5 | test acc 0.8393 test loss 0.602681 best test_acc 0.9276
e 58 | malicious users: 5 | test acc 0.8066 test loss 0.666869 best test_acc 0.9276
e 59 | malicious users: 5 | test acc 0.7875 test loss 0.606350 best test_acc 0.9276
e 60 | malicious users: 6 | test acc 0.7930 test loss 0.764598 best test_acc 0.9276
e 61 | malicious users: 4 | test acc 0.8335 test loss 0.559001 best test_acc 0.9276
e 62 | malicious users: 4 | test acc 0.8358 test loss 0.572191 best test_acc 0.9276
e 63 | malicious users: 5 | test acc 0.8417 test loss 0.666228 best test_acc 0.9276
e 64 | malicious users: 5 | test acc 0.8690 test loss 0.588865 best test_acc 0.9276
e 65 | malicious users: 2 | test acc 0.9271 test loss 0.268827 best test_acc 0.9276
e 66 | malicious users: 6 | test acc 0.8023 test loss 0.675893 best test_acc 0.9276
e 67 | malicious users: 1 | test acc 0.8601 test loss 0.441700 best test_acc 0.9276
e 68 | malicious users: 7 | test acc 0.8446 test loss 0.509581 best test_acc 0.9276
e 69 | malicious users: 2 | test acc 0.8797 test loss 0.569198 best test_acc 0.9276
