=> Saving data in Logs/FRL~try=684
dataset to use is:  Fashion
number of FL clients:  1000
non-iid degree data distribution:  1
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 4 | test acc 0.3278 test loss 2.257119 best test_acc 0.3278
e 1 | malicious users: 4 | test acc 0.2098 test loss 2.240851 best test_acc 0.3278
e 2 | malicious users: 1 | test acc 0.4137 test loss 1.789456 best test_acc 0.4137
e 3 | malicious users: 5 | test acc 0.2563 test loss 1.993528 best test_acc 0.4137
e 4 | malicious users: 6 | test acc 0.2510 test loss 1.803357 best test_acc 0.4137
e 5 | malicious users: 6 | test acc 0.3698 test loss 1.536513 best test_acc 0.4137
e 6 | malicious users: 6 | test acc 0.4095 test loss 1.879772 best test_acc 0.4137
e 7 | malicious users: 4 | test acc 0.4247 test loss 1.514739 best test_acc 0.4247
e 8 | malicious users: 8 | test acc 0.4322 test loss 1.562340 best test_acc 0.4322
e 9 | malicious users: 4 | test acc 0.4928 test loss 1.668272 best test_acc 0.4928
e 10 | malicious users: 3 | test acc 0.5338 test loss 1.460781 best test_acc 0.5338
e 11 | malicious users: 5 | test acc 0.4741 test loss 1.443596 best test_acc 0.5338
e 12 | malicious users: 6 | test acc 0.5489 test loss 1.367478 best test_acc 0.5489
e 13 | malicious users: 5 | test acc 0.3351 test loss 1.585480 best test_acc 0.5489
e 14 | malicious users: 6 | test acc 0.3925 test loss 1.735683 best test_acc 0.5489
e 15 | malicious users: 5 | test acc 0.5255 test loss 1.413824 best test_acc 0.5489
e 16 | malicious users: 1 | test acc 0.5344 test loss 1.342563 best test_acc 0.5489
e 17 | malicious users: 5 | test acc 0.5452 test loss 1.264988 best test_acc 0.5489
e 18 | malicious users: 7 | test acc 0.3941 test loss 1.529078 best test_acc 0.5489
e 19 | malicious users: 5 | test acc 0.4838 test loss 1.510790 best test_acc 0.5489
e 20 | malicious users: 4 | test acc 0.4304 test loss 1.599430 best test_acc 0.5489
e 21 | malicious users: 7 | test acc 0.4546 test loss 1.430446 best test_acc 0.5489
e 22 | malicious users: 5 | test acc 0.4797 test loss 1.484965 best test_acc 0.5489
e 23 | malicious users: 4 | test acc 0.5063 test loss 1.390481 best test_acc 0.5489
e 24 | malicious users: 8 | test acc 0.4802 test loss 1.394959 best test_acc 0.5489
e 25 | malicious users: 2 | test acc 0.4950 test loss 1.349325 best test_acc 0.5489
e 26 | malicious users: 1 | test acc 0.4696 test loss 1.374771 best test_acc 0.5489
e 27 | malicious users: 4 | test acc 0.5710 test loss 1.231931 best test_acc 0.5710
e 28 | malicious users: 7 | test acc 0.4424 test loss 1.545928 best test_acc 0.5710
