=> Saving data in Logs/FRL~try=427
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  1
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.00 | total number of malicious clients: 0
e 0 | malicious users: 0 | test acc 0.1817 test loss 2.222911 best test_acc 0.1817
e 1 | malicious users: 0 | test acc 0.3975 test loss 2.031407 best test_acc 0.3975
e 2 | malicious users: 0 | test acc 0.6020 test loss 1.584355 best test_acc 0.6020
e 3 | malicious users: 0 | test acc 0.6835 test loss 1.675138 best test_acc 0.6835
e 4 | malicious users: 0 | test acc 0.5609 test loss 1.318303 best test_acc 0.6835
e 5 | malicious users: 0 | test acc 0.7233 test loss 1.128366 best test_acc 0.7233
e 6 | malicious users: 0 | test acc 0.7187 test loss 0.938211 best test_acc 0.7233
e 7 | malicious users: 0 | test acc 0.6930 test loss 1.012416 best test_acc 0.7233
e 8 | malicious users: 0 | test acc 0.7765 test loss 0.806715 best test_acc 0.7765
e 9 | malicious users: 0 | test acc 0.7825 test loss 0.713685 best test_acc 0.7825
e 10 | malicious users: 0 | test acc 0.7992 test loss 0.776421 best test_acc 0.7992
e 11 | malicious users: 0 | test acc 0.8059 test loss 0.788452 best test_acc 0.8059
e 12 | malicious users: 0 | test acc 0.8876 test loss 0.542225 best test_acc 0.8876
e 13 | malicious users: 0 | test acc 0.8210 test loss 0.553261 best test_acc 0.8876
e 14 | malicious users: 0 | test acc 0.7174 test loss 0.852180 best test_acc 0.8876
e 15 | malicious users: 0 | test acc 0.8183 test loss 0.611578 best test_acc 0.8876
e 16 | malicious users: 0 | test acc 0.8953 test loss 0.493024 best test_acc 0.8953
e 17 | malicious users: 0 | test acc 0.8931 test loss 0.480441 best test_acc 0.8953
e 18 | malicious users: 0 | test acc 0.8016 test loss 0.581219 best test_acc 0.8953
e 19 | malicious users: 0 | test acc 0.7355 test loss 0.731570 best test_acc 0.8953
e 20 | malicious users: 0 | test acc 0.7947 test loss 0.629700 best test_acc 0.8953
e 21 | malicious users: 0 | test acc 0.8330 test loss 0.533646 best test_acc 0.8953
e 22 | malicious users: 0 | test acc 0.8562 test loss 0.531318 best test_acc 0.8953
