=> Saving data in Logs/FRL~try=764
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  1
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  FRL_defense_Fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.15 | total number of malicious clients: 150
e 0 | malicious users: 3 | test acc 0.3265 test loss 2.230850 best test_acc 0.3265
e 1 | malicious users: 3 | test acc 0.4747 test loss 1.952905 best test_acc 0.4747
e 2 | malicious users: 3 | test acc 0.3983 test loss 1.980111 best test_acc 0.4747
e 3 | malicious users: 3 | test acc 0.5975 test loss 1.276874 best test_acc 0.5975
e 4 | malicious users: 3 | test acc 0.6281 test loss 1.457861 best test_acc 0.6281
e 5 | malicious users: 3 | test acc 0.5664 test loss 1.264665 best test_acc 0.6281
e 6 | malicious users: 3 | test acc 0.7191 test loss 1.022603 best test_acc 0.7191
e 7 | malicious users: 3 | test acc 0.7194 test loss 0.910673 best test_acc 0.7194
e 8 | malicious users: 3 | test acc 0.7651 test loss 0.821372 best test_acc 0.7651
e 9 | malicious users: 3 | test acc 0.7272 test loss 0.907255 best test_acc 0.7651
e 10 | malicious users: 3 | test acc 0.7518 test loss 0.730314 best test_acc 0.7651
e 11 | malicious users: 3 | test acc 0.7146 test loss 0.863494 best test_acc 0.7651
e 12 | malicious users: 3 | test acc 0.7313 test loss 0.769482 best test_acc 0.7651
e 13 | malicious users: 3 | test acc 0.8051 test loss 0.672715 best test_acc 0.8051
e 14 | malicious users: 3 | test acc 0.8404 test loss 0.565644 best test_acc 0.8404
e 15 | malicious users: 3 | test acc 0.8037 test loss 0.639929 best test_acc 0.8404
e 16 | malicious users: 3 | test acc 0.8558 test loss 0.556605 best test_acc 0.8558
e 17 | malicious users: 3 | test acc 0.8146 test loss 0.624850 best test_acc 0.8558
e 18 | malicious users: 3 | test acc 0.7549 test loss 0.760169 best test_acc 0.8558
e 19 | malicious users: 3 | test acc 0.8431 test loss 0.534707 best test_acc 0.8558
e 20 | malicious users: 3 | test acc 0.8091 test loss 0.642931 best test_acc 0.8558
e 21 | malicious users: 3 | test acc 0.8064 test loss 0.590093 best test_acc 0.8558
e 22 | malicious users: 3 | test acc 0.8727 test loss 0.581644 best test_acc 0.8727
e 23 | malicious users: 3 | test acc 0.8691 test loss 0.642968 best test_acc 0.8727
e 24 | malicious users: 3 | test acc 0.8211 test loss 0.565551 best test_acc 0.8727
e 25 | malicious users: 3 | test acc 0.8111 test loss 0.578974 best test_acc 0.8727
e 26 | malicious users: 3 | test acc 0.8147 test loss 0.637016 best test_acc 0.8727
e 27 | malicious users: 3 | test acc 0.8869 test loss 0.387698 best test_acc 0.8869
e 28 | malicious users: 3 | test acc 0.8147 test loss 0.672549 best test_acc 0.8869
e 29 | malicious users: 3 | test acc 0.9075 test loss 0.389116 best test_acc 0.9075
e 30 | malicious users: 3 | test acc 0.8490 test loss 0.621623 best test_acc 0.9075
e 31 | malicious users: 3 | test acc 0.9186 test loss 0.334869 best test_acc 0.9186
e 32 | malicious users: 3 | test acc 0.8901 test loss 0.412434 best test_acc 0.9186
e 33 | malicious users: 3 | test acc 0.8160 test loss 0.647240 best test_acc 0.9186
e 34 | malicious users: 3 | test acc 0.8602 test loss 0.461849 best test_acc 0.9186
e 35 | malicious users: 3 | test acc 0.8738 test loss 0.457551 best test_acc 0.9186
e 36 | malicious users: 3 | test acc 0.8128 test loss 0.637674 best test_acc 0.9186
e 37 | malicious users: 3 | test acc 0.8917 test loss 0.389838 best test_acc 0.9186
e 38 | malicious users: 3 | test acc 0.8285 test loss 0.572671 best test_acc 0.9186
e 39 | malicious users: 3 | test acc 0.8026 test loss 0.657150 best test_acc 0.9186
e 40 | malicious users: 3 | test acc 0.7864 test loss 0.543680 best test_acc 0.9186
e 41 | malicious users: 3 | test acc 0.7529 test loss 0.721747 best test_acc 0.9186
e 42 | malicious users: 3 | test acc 0.7875 test loss 0.657714 best test_acc 0.9186
e 43 | malicious users: 3 | test acc 0.8443 test loss 0.454546 best test_acc 0.9186
e 44 | malicious users: 3 | test acc 0.7872 test loss 0.644181 best test_acc 0.9186
e 45 | malicious users: 3 | test acc 0.8756 test loss 0.735257 best test_acc 0.9186
e 46 | malicious users: 3 | test acc 0.9104 test loss 0.338995 best test_acc 0.9186
e 47 | malicious users: 3 | test acc 0.8679 test loss 0.431969 best test_acc 0.9186
e 48 | malicious users: 3 | test acc 0.7585 test loss 0.668349 best test_acc 0.9186
e 49 | malicious users: 3 | test acc 0.7994 test loss 0.594574 best test_acc 0.9186
e 50 | malicious users: 3 | test acc 0.8484 test loss 0.494419 best test_acc 0.9186
e 51 | malicious users: 3 | test acc 0.8628 test loss 0.483969 best test_acc 0.9186
e 52 | malicious users: 3 | test acc 0.8479 test loss 0.600733 best test_acc 0.9186
e 53 | malicious users: 3 | test acc 0.7897 test loss 0.584537 best test_acc 0.9186
e 54 | malicious users: 3 | test acc 0.8278 test loss 0.525833 best test_acc 0.9186
e 55 | malicious users: 3 | test acc 0.9116 test loss 0.350641 best test_acc 0.9186
