#########Federated Learning using Rankings############
fraction of maliciou clients: 0.10 | total number of malicious clients: 100
e 0 | malicious users: 2 | test acc 0.0977 test loss 2.302736 best test_acc 0.0977
e 1 | malicious users: 2 | test acc 0.1224 test loss 2.301445 best test_acc 0.1224
e 2 | malicious users: 4 | test acc 0.1003 test loss 2.302284 best test_acc 0.1224
e 3 | malicious users: 4 | test acc 0.1006 test loss 2.301169 best test_acc 0.1224
e 4 | malicious users: 3 | test acc 0.0917 test loss 2.300475 best test_acc 0.1224
e 5 | malicious users: 2 | test acc 0.1243 test loss 2.301346 best test_acc 0.1243
e 6 | malicious users: 3 | test acc 0.1116 test loss 2.298831 best test_acc 0.1243
e 7 | malicious users: 4 | test acc 0.1000 test loss 2.297376 best test_acc 0.1243
e 8 | malicious users: 1 | test acc 0.1889 test loss 2.289480 best test_acc 0.1889
e 9 | malicious users: 1 | test acc 0.1873 test loss 2.247262 best test_acc 0.1889
e 10 | malicious users: 1 | test acc 0.1659 test loss 2.279033 best test_acc 0.1889
e 11 | malicious users: 2 | test acc 0.1609 test loss 2.260775 best test_acc 0.1889
e 12 | malicious users: 2 | test acc 0.1506 test loss 2.266100 best test_acc 0.1889
e 13 | malicious users: 4 | test acc 0.2001 test loss 2.210071 best test_acc 0.2001
e 14 | malicious users: 4 | test acc 0.1842 test loss 2.197217 best test_acc 0.2001
e 15 | malicious users: 0 | test acc 0.2001 test loss 2.234448 best test_acc 0.2001
e 16 | malicious users: 2 | test acc 0.2097 test loss 2.215113 best test_acc 0.2097
e 17 | malicious users: 2 | test acc 0.2397 test loss 2.192230 best test_acc 0.2397
e 18 | malicious users: 2 | test acc 0.1720 test loss 2.182873 best test_acc 0.2397
e 19 | malicious users: 2 | test acc 0.2026 test loss 2.159977 best test_acc 0.2397
e 20 | malicious users: 2 | test acc 0.1932 test loss 2.216805 best test_acc 0.2397
e 21 | malicious users: 4 | test acc 0.2250 test loss 2.040468 best test_acc 0.2397
e 22 | malicious users: 0 | test acc 0.2151 test loss 2.097343 best test_acc 0.2397
e 23 | malicious users: 1 | test acc 0.2030 test loss 2.117575 best test_acc 0.2397
e 24 | malicious users: 1 | test acc 0.2015 test loss 2.129148 best test_acc 0.2397
e 25 | malicious users: 2 | test acc 0.2269 test loss 2.107242 best test_acc 0.2397
e 26 | malicious users: 4 | test acc 0.2317 test loss 2.102655 best test_acc 0.2397
e 27 | malicious users: 4 | test acc 0.2185 test loss 2.043350 best test_acc 0.2397
e 28 | malicious users: 0 | test acc 0.2454 test loss 2.055414 best test_acc 0.2454
e 29 | malicious users: 2 | test acc 0.2378 test loss 2.054528 best test_acc 0.2454
e 30 | malicious users: 1 | test acc 0.2845 test loss 2.016233 best test_acc 0.2845
e 31 | malicious users: 5 | test acc 0.2656 test loss 1.995519 best test_acc 0.2845
e 32 | malicious users: 1 | test acc 0.2814 test loss 1.959314 best test_acc 0.2845
e 33 | malicious users: 4 | test acc 0.2647 test loss 1.998897 best test_acc 0.2845
e 34 | malicious users: 1 | test acc 0.2511 test loss 2.015512 best test_acc 0.2845
e 35 | malicious users: 3 | test acc 0.2694 test loss 1.964842 best test_acc 0.2845
e 36 | malicious users: 1 | test acc 0.3084 test loss 1.887680 best test_acc 0.3084
e 37 | malicious users: 3 | test acc 0.2821 test loss 2.000237 best test_acc 0.3084
e 38 | malicious users: 0 | test acc 0.3065 test loss 1.916385 best test_acc 0.3084
e 39 | malicious users: 3 | test acc 0.3103 test loss 1.973758 best test_acc 0.3103
e 40 | malicious users: 5 | test acc 0.2873 test loss 1.948783 best test_acc 0.3103
e 41 | malicious users: 3 | test acc 0.3057 test loss 1.926542 best test_acc 0.3103
e 42 | malicious users: 3 | test acc 0.3140 test loss 1.871967 best test_acc 0.3140
e 43 | malicious users: 2 | test acc 0.3157 test loss 1.900940 best test_acc 0.3157
e 44 | malicious users: 2 | test acc 0.2927 test loss 1.945996 best test_acc 0.3157
e 45 | malicious users: 4 | test acc 0.3099 test loss 1.862424 best test_acc 0.3157
e 46 | malicious users: 4 | test acc 0.2860 test loss 1.924052 best test_acc 0.3157
e 47 | malicious users: 6 | test acc 0.3244 test loss 1.875786 best test_acc 0.3244
e 48 | malicious users: 4 | test acc 0.3388 test loss 1.849252 best test_acc 0.3388
e 49 | malicious users: 4 | test acc 0.3293 test loss 1.807090 best test_acc 0.3388
e 50 | malicious users: 6 | test acc 0.2975 test loss 1.947787 best test_acc 0.3388
e 51 | malicious users: 3 | test acc 0.3013 test loss 1.819744 best test_acc 0.3388
e 52 | malicious users: 2 | test acc 0.3168 test loss 1.824685 best test_acc 0.3388
e 53 | malicious users: 3 | test acc 0.2831 test loss 1.907857 best test_acc 0.3388
e 54 | malicious users: 0 | test acc 0.3121 test loss 1.815090 best test_acc 0.3388
e 55 | malicious users: 4 | test acc 0.3035 test loss 1.909756 best test_acc 0.3388
e 56 | malicious users: 4 | test acc 0.3382 test loss 1.842093 best test_acc 0.3388
e 57 | malicious users: 2 | test acc 0.3140 test loss 1.865391 best test_acc 0.3388
e 58 | malicious users: 3 | test acc 0.3254 test loss 1.891389 best test_acc 0.3388
e 59 | malicious users: 1 | test acc 0.3459 test loss 1.750243 best test_acc 0.3459
e 60 | malicious users: 3 | test acc 0.3543 test loss 1.870574 best test_acc 0.3543
e 61 | malicious users: 4 | test acc 0.3538 test loss 1.779555 best test_acc 0.3543
e 62 | malicious users: 3 | test acc 0.3337 test loss 1.845379 best test_acc 0.3543
e 63 | malicious users: 1 | test acc 0.3696 test loss 1.772054 best test_acc 0.3696
e 64 | malicious users: 3 | test acc 0.3695 test loss 1.752241 best test_acc 0.3696
e 65 | malicious users: 3 | test acc 0.3283 test loss 1.823542 best test_acc 0.3696
e 66 | malicious users: 4 | test acc 0.3593 test loss 1.731803 best test_acc 0.3696
e 67 | malicious users: 1 | test acc 0.3489 test loss 1.875792 best test_acc 0.3696
e 68 | malicious users: 5 | test acc 0.3669 test loss 1.710830 best test_acc 0.3696
e 69 | malicious users: 3 | test acc 0.3699 test loss 1.791243 best test_acc 0.3699
e 70 | malicious users: 6 | test acc 0.3520 test loss 1.813014 best test_acc 0.3699
e 71 | malicious users: 0 | test acc 0.3776 test loss 1.718970 best test_acc 0.3776
e 72 | malicious users: 3 | test acc 0.3687 test loss 1.777476 best test_acc 0.3776
e 73 | malicious users: 2 | test acc 0.3746 test loss 1.771615 best test_acc 0.3776
e 74 | malicious users: 2 | test acc 0.3578 test loss 1.777030 best test_acc 0.3776
e 75 | malicious users: 1 | test acc 0.3624 test loss 1.735988 best test_acc 0.3776
e 76 | malicious users: 0 | test acc 0.3797 test loss 1.689880 best test_acc 0.3797
e 77 | malicious users: 3 | test acc 0.3600 test loss 1.756806 best test_acc 0.3797
e 78 | malicious users: 3 | test acc 0.3895 test loss 1.694978 best test_acc 0.3895
e 79 | malicious users: 3 | test acc 0.3899 test loss 1.660609 best test_acc 0.3899
e 80 | malicious users: 2 | test acc 0.3739 test loss 1.743194 best test_acc 0.3899
e 81 | malicious users: 4 | test acc 0.3916 test loss 1.695372 best test_acc 0.3916
e 82 | malicious users: 5 | test acc 0.3762 test loss 1.766153 best test_acc 0.3916
e 83 | malicious users: 4 | test acc 0.3949 test loss 1.706402 best test_acc 0.3949
e 84 | malicious users: 1 | test acc 0.3875 test loss 1.689328 best test_acc 0.3949
e 85 | malicious users: 1 | test acc 0.3873 test loss 1.683111 best test_acc 0.3949
e 86 | malicious users: 2 | test acc 0.3757 test loss 1.660117 best test_acc 0.3949
e 87 | malicious users: 4 | test acc 0.3805 test loss 1.696176 best test_acc 0.3949
e 88 | malicious users: 2 | test acc 0.3519 test loss 1.785311 best test_acc 0.3949
e 89 | malicious users: 2 | test acc 0.3661 test loss 1.693201 best test_acc 0.3949
e 90 | malicious users: 3 | test acc 0.4056 test loss 1.615335 best test_acc 0.4056
e 91 | malicious users: 4 | test acc 0.4096 test loss 1.594208 best test_acc 0.4096
e 92 | malicious users: 4 | test acc 0.4029 test loss 1.630460 best test_acc 0.4096
e 93 | malicious users: 2 | test acc 0.4184 test loss 1.623028 best test_acc 0.4184
e 94 | malicious users: 1 | test acc 0.4163 test loss 1.610138 best test_acc 0.4184
e 95 | malicious users: 3 | test acc 0.4282 test loss 1.565357 best test_acc 0.4282
e 96 | malicious users: 3 | test acc 0.4163 test loss 1.576657 best test_acc 0.4282
e 97 | malicious users: 2 | test acc 0.3897 test loss 1.656744 best test_acc 0.4282
e 98 | malicious users: 5 | test acc 0.4100 test loss 1.621644 best test_acc 0.4282
e 99 | malicious users: 2 | test acc 0.3881 test loss 1.668982 best test_acc 0.4282
e 100 | malicious users: 1 | test acc 0.4225 test loss 1.568884 best test_acc 0.4282
e 101 | malicious users: 0 | test acc 0.4050 test loss 1.614173 best test_acc 0.4282
e 102 | malicious users: 3 | test acc 0.3863 test loss 1.642079 best test_acc 0.4282
e 103 | malicious users: 2 | test acc 0.4022 test loss 1.626812 best test_acc 0.4282
e 104 | malicious users: 4 | test acc 0.4314 test loss 1.633991 best test_acc 0.4314
e 105 | malicious users: 2 | test acc 0.4186 test loss 1.583320 best test_acc 0.4314
e 106 | malicious users: 3 | test acc 0.4370 test loss 1.560879 best test_acc 0.4370
e 107 | malicious users: 2 | test acc 0.3655 test loss 1.745753 best test_acc 0.4370
e 108 | malicious users: 1 | test acc 0.4185 test loss 1.560348 best test_acc 0.4370
e 109 | malicious users: 3 | test acc 0.4156 test loss 1.627701 best test_acc 0.4370
e 110 | malicious users: 5 | test acc 0.4174 test loss 1.570114 best test_acc 0.4370
e 111 | malicious users: 3 | test acc 0.4140 test loss 1.601847 best test_acc 0.4370
e 112 | malicious users: 2 | test acc 0.4422 test loss 1.548319 best test_acc 0.4422
e 113 | malicious users: 3 | test acc 0.4253 test loss 1.566952 best test_acc 0.4422
e 114 | malicious users: 1 | test acc 0.4479 test loss 1.521658 best test_acc 0.4479
e 115 | malicious users: 4 | test acc 0.4176 test loss 1.598954 best test_acc 0.4479
e 116 | malicious users: 0 | test acc 0.4084 test loss 1.608746 best test_acc 0.4479
e 117 | malicious users: 4 | test acc 0.4084 test loss 1.555036 best test_acc 0.4479
e 118 | malicious users: 2 | test acc 0.4272 test loss 1.603963 best test_acc 0.4479
e 119 | malicious users: 6 | test acc 0.4253 test loss 1.596983 best test_acc 0.4479
e 120 | malicious users: 2 | test acc 0.4396 test loss 1.527394 best test_acc 0.4479
e 121 | malicious users: 3 | test acc 0.4119 test loss 1.586648 best test_acc 0.4479
e 122 | malicious users: 2 | test acc 0.4018 test loss 1.620457 best test_acc 0.4479
e 123 | malicious users: 2 | test acc 0.4389 test loss 1.530902 best test_acc 0.4479
e 124 | malicious users: 5 | test acc 0.4251 test loss 1.544480 best test_acc 0.4479
e 125 | malicious users: 1 | test acc 0.4526 test loss 1.484071 best test_acc 0.4526
e 126 | malicious users: 2 | test acc 0.4170 test loss 1.576998 best test_acc 0.4526
e 127 | malicious users: 5 | test acc 0.4524 test loss 1.489850 best test_acc 0.4526
e 128 | malicious users: 2 | test acc 0.4145 test loss 1.600007 best test_acc 0.4526
e 129 | malicious users: 2 | test acc 0.4192 test loss 1.591043 best test_acc 0.4526
e 130 | malicious users: 3 | test acc 0.4563 test loss 1.543694 best test_acc 0.4563
e 131 | malicious users: 2 | test acc 0.4398 test loss 1.537535 best test_acc 0.4563
e 132 | malicious users: 4 | test acc 0.4506 test loss 1.529932 best test_acc 0.4563
e 133 | malicious users: 2 | test acc 0.4310 test loss 1.525039 best test_acc 0.4563
e 134 | malicious users: 1 | test acc 0.4579 test loss 1.482877 best test_acc 0.4579
e 135 | malicious users: 1 | test acc 0.4595 test loss 1.552272 best test_acc 0.4595
e 136 | malicious users: 1 | test acc 0.4611 test loss 1.480958 best test_acc 0.4611
e 137 | malicious users: 3 | test acc 0.4640 test loss 1.496167 best test_acc 0.4640
e 138 | malicious users: 2 | test acc 0.4477 test loss 1.551181 best test_acc 0.4640
e 139 | malicious users: 5 | test acc 0.4481 test loss 1.500767 best test_acc 0.4640
e 140 | malicious users: 5 | test acc 0.4462 test loss 1.545293 best test_acc 0.4640
e 141 | malicious users: 1 | test acc 0.4454 test loss 1.507545 best test_acc 0.4640
e 142 | malicious users: 1 | test acc 0.4358 test loss 1.526414 best test_acc 0.4640
e 143 | malicious users: 2 | test acc 0.4531 test loss 1.504805 best test_acc 0.4640
e 144 | malicious users: 0 | test acc 0.4738 test loss 1.449958 best test_acc 0.4738
e 145 | malicious users: 3 | test acc 0.4649 test loss 1.525288 best test_acc 0.4738
e 146 | malicious users: 1 | test acc 0.4570 test loss 1.483618 best test_acc 0.4738
e 147 | malicious users: 0 | test acc 0.4630 test loss 1.492749 best test_acc 0.4738
e 148 | malicious users: 2 | test acc 0.4626 test loss 1.486941 best test_acc 0.4738
e 149 | malicious users: 2 | test acc 0.4113 test loss 1.573523 best test_acc 0.4738
e 150 | malicious users: 3 | test acc 0.4709 test loss 1.459984 best test_acc 0.4738
e 151 | malicious users: 2 | test acc 0.4484 test loss 1.502913 best test_acc 0.4738
e 152 | malicious users: 3 | test acc 0.4523 test loss 1.500799 best test_acc 0.4738
e 153 | malicious users: 5 | test acc 0.4733 test loss 1.496373 best test_acc 0.4738
e 154 | malicious users: 3 | test acc 0.4677 test loss 1.440727 best test_acc 0.4738
e 155 | malicious users: 4 | test acc 0.4514 test loss 1.511355 best test_acc 0.4738
e 156 | malicious users: 3 | test acc 0.4642 test loss 1.470763 best test_acc 0.4738
e 157 | malicious users: 4 | test acc 0.4766 test loss 1.470218 best test_acc 0.4766
e 158 | malicious users: 4 | test acc 0.4731 test loss 1.464840 best test_acc 0.4766
e 159 | malicious users: 3 | test acc 0.4582 test loss 1.511583 best test_acc 0.4766
e 160 | malicious users: 2 | test acc 0.4593 test loss 1.522738 best test_acc 0.4766
e 161 | malicious users: 2 | test acc 0.4674 test loss 1.458900 best test_acc 0.4766
e 162 | malicious users: 3 | test acc 0.4613 test loss 1.482212 best test_acc 0.4766
e 163 | malicious users: 2 | test acc 0.4765 test loss 1.436497 best test_acc 0.4766
e 164 | malicious users: 1 | test acc 0.4338 test loss 1.585593 best test_acc 0.4766
e 165 | malicious users: 3 | test acc 0.4376 test loss 1.545658 best test_acc 0.4766
e 166 | malicious users: 3 | test acc 0.4720 test loss 1.471298 best test_acc 0.4766
e 167 | malicious users: 5 | test acc 0.4440 test loss 1.523885 best test_acc 0.4766
e 168 | malicious users: 1 | test acc 0.4650 test loss 1.465697 best test_acc 0.4766
e 169 | malicious users: 3 | test acc 0.4630 test loss 1.459429 best test_acc 0.4766
e 170 | malicious users: 2 | test acc 0.4778 test loss 1.464442 best test_acc 0.4778
e 171 | malicious users: 1 | test acc 0.4710 test loss 1.443283 best test_acc 0.4778
e 172 | malicious users: 1 | test acc 0.4570 test loss 1.466808 best test_acc 0.4778
e 173 | malicious users: 3 | test acc 0.4843 test loss 1.428356 best test_acc 0.4843
e 174 | malicious users: 2 | test acc 0.4802 test loss 1.438409 best test_acc 0.4843
e 175 | malicious users: 1 | test acc 0.4571 test loss 1.493144 best test_acc 0.4843
e 176 | malicious users: 1 | test acc 0.4702 test loss 1.469702 best test_acc 0.4843
e 177 | malicious users: 3 | test acc 0.4525 test loss 1.498769 best test_acc 0.4843
e 178 | malicious users: 1 | test acc 0.4935 test loss 1.416247 best test_acc 0.4935
e 179 | malicious users: 2 | test acc 0.4870 test loss 1.425053 best test_acc 0.4935
e 180 | malicious users: 0 | test acc 0.5029 test loss 1.392574 best test_acc 0.5029
e 181 | malicious users: 1 | test acc 0.4969 test loss 1.405467 best test_acc 0.5029
e 182 | malicious users: 4 | test acc 0.4955 test loss 1.400395 best test_acc 0.5029
e 183 | malicious users: 1 | test acc 0.4481 test loss 1.473846 best test_acc 0.5029
e 184 | malicious users: 4 | test acc 0.4855 test loss 1.454819 best test_acc 0.5029
e 185 | malicious users: 2 | test acc 0.4878 test loss 1.383587 best test_acc 0.5029
e 186 | malicious users: 3 | test acc 0.4980 test loss 1.391902 best test_acc 0.5029
e 187 | malicious users: 1 | test acc 0.4849 test loss 1.415146 best test_acc 0.5029
e 188 | malicious users: 6 | test acc 0.4897 test loss 1.403903 best test_acc 0.5029
e 189 | malicious users: 1 | test acc 0.4989 test loss 1.420239 best test_acc 0.5029
e 190 | malicious users: 2 | test acc 0.4956 test loss 1.384466 best test_acc 0.5029
e 191 | malicious users: 2 | test acc 0.4652 test loss 1.471193 best test_acc 0.5029
e 192 | malicious users: 3 | test acc 0.4994 test loss 1.372070 best test_acc 0.5029
e 193 | malicious users: 3 | test acc 0.4822 test loss 1.434412 best test_acc 0.5029
e 194 | malicious users: 0 | test acc 0.4781 test loss 1.470596 best test_acc 0.5029
e 195 | malicious users: 2 | test acc 0.4524 test loss 1.485762 best test_acc 0.5029
e 196 | malicious users: 0 | test acc 0.4945 test loss 1.414806 best test_acc 0.5029
e 197 | malicious users: 2 | test acc 0.4992 test loss 1.386126 best test_acc 0.5029
e 198 | malicious users: 3 | test acc 0.5085 test loss 1.356996 best test_acc 0.5085
e 199 | malicious users: 2 | test acc 0.4912 test loss 1.405371 best test_acc 0.5085
e 200 | malicious users: 1 | test acc 0.5071 test loss 1.387133 best test_acc 0.5085
e 201 | malicious users: 2 | test acc 0.4967 test loss 1.386865 best test_acc 0.5085
e 202 | malicious users: 3 | test acc 0.5253 test loss 1.358639 best test_acc 0.5253
e 203 | malicious users: 3 | test acc 0.5026 test loss 1.379335 best test_acc 0.5253
e 204 | malicious users: 3 | test acc 0.4851 test loss 1.436404 best test_acc 0.5253
e 205 | malicious users: 0 | test acc 0.5214 test loss 1.338387 best test_acc 0.5253
e 206 | malicious users: 2 | test acc 0.4999 test loss 1.408787 best test_acc 0.5253
e 207 | malicious users: 5 | test acc 0.5146 test loss 1.341122 best test_acc 0.5253
e 208 | malicious users: 4 | test acc 0.5126 test loss 1.374668 best test_acc 0.5253
e 209 | malicious users: 1 | test acc 0.4928 test loss 1.407915 best test_acc 0.5253
e 210 | malicious users: 3 | test acc 0.5212 test loss 1.364630 best test_acc 0.5253
e 211 | malicious users: 2 | test acc 0.4993 test loss 1.390519 best test_acc 0.5253
e 212 | malicious users: 3 | test acc 0.5181 test loss 1.387359 best test_acc 0.5253
e 213 | malicious users: 0 | test acc 0.5032 test loss 1.394839 best test_acc 0.5253
e 214 | malicious users: 5 | test acc 0.5228 test loss 1.343202 best test_acc 0.5253
e 215 | malicious users: 2 | test acc 0.5083 test loss 1.361554 best test_acc 0.5253
e 216 | malicious users: 4 | test acc 0.5158 test loss 1.364910 best test_acc 0.5253
e 217 | malicious users: 0 | test acc 0.5065 test loss 1.384095 best test_acc 0.5253
e 218 | malicious users: 0 | test acc 0.5182 test loss 1.381432 best test_acc 0.5253
e 219 | malicious users: 2 | test acc 0.5360 test loss 1.298882 best test_acc 0.5360
e 220 | malicious users: 3 | test acc 0.5213 test loss 1.368834 best test_acc 0.5360
e 221 | malicious users: 3 | test acc 0.5339 test loss 1.308712 best test_acc 0.5360
e 222 | malicious users: 1 | test acc 0.5149 test loss 1.356751 best test_acc 0.5360
e 223 | malicious users: 1 | test acc 0.5424 test loss 1.282427 best test_acc 0.5424
e 224 | malicious users: 2 | test acc 0.5301 test loss 1.314783 best test_acc 0.5424
e 225 | malicious users: 7 | test acc 0.5053 test loss 1.383294 best test_acc 0.5424
e 226 | malicious users: 1 | test acc 0.5276 test loss 1.334935 best test_acc 0.5424
e 227 | malicious users: 4 | test acc 0.4983 test loss 1.416123 best test_acc 0.5424
e 228 | malicious users: 3 | test acc 0.5156 test loss 1.354093 best test_acc 0.5424
e 229 | malicious users: 1 | test acc 0.5235 test loss 1.331469 best test_acc 0.5424
e 230 | malicious users: 1 | test acc 0.5312 test loss 1.312962 best test_acc 0.5424
e 231 | malicious users: 1 | test acc 0.5332 test loss 1.312839 best test_acc 0.5424
e 232 | malicious users: 1 | test acc 0.4992 test loss 1.384506 best test_acc 0.5424
e 233 | malicious users: 3 | test acc 0.5250 test loss 1.324304 best test_acc 0.5424
e 234 | malicious users: 2 | test acc 0.5124 test loss 1.352149 best test_acc 0.5424
e 235 | malicious users: 3 | test acc 0.5393 test loss 1.299608 best test_acc 0.5424
e 236 | malicious users: 2 | test acc 0.5285 test loss 1.328733 best test_acc 0.5424
e 237 | malicious users: 1 | test acc 0.5228 test loss 1.349342 best test_acc 0.5424
e 238 | malicious users: 1 | test acc 0.5287 test loss 1.313510 best test_acc 0.5424
e 239 | malicious users: 2 | test acc 0.5250 test loss 1.313784 best test_acc 0.5424
e 240 | malicious users: 3 | test acc 0.5440 test loss 1.280792 best test_acc 0.5440
e 241 | malicious users: 2 | test acc 0.5533 test loss 1.264797 best test_acc 0.5533
e 242 | malicious users: 1 | test acc 0.5339 test loss 1.313973 best test_acc 0.5533
